Acc	Symbol	name	Unigene	LLID	Function	Chromosome	Cytoband	0438gpr ST vs LT	4578LTSTgpr LT vs ST	4579LTSTgpr ST vs LT	5343gpr LT vs ST	5357gpr ST vs LT	5358gpr LT vs ST	Pass	Fold change	1/fold change	Score(d)	Numerator(r)	Denominator(s+s0)	q-value (%)
AA170453	Dlgh3	discs, large homolog 3 (Drosophila)	Mm.4615	53310		X	X C3	-0.1269	-0.8732	-1.0714	-1.2976	-0.2964	-1.0318	6	0.60796207	1.644839455	-1.610448202	-0.782883333	0.486127609	6.074290263
BG076505	6330414G21Rik	RIKEN cDNA 6330414G21 gene	Mm.30653	67525		4	4 D2.2	-1.1724	-0.9599	-0.479	-0.9579	0.0389	-1.2412	6	0.606734426	1.648167564	-1.606127441	-0.79525	0.495135056	6.074290263
BG068450	Plxdc2	plexin domain containing 2	Mm.313938	67448		2	2 A2-24.3	-1.3705	-2.6886	-0.418	-1.4175		-3.5308	5	0.458535735	2.180855108	-1.603634885	-1.461695	0.911488652	6.074290263
AV088809				NA	AI480742 EST:heart:Mus musculus	NA		-0.5484	-0.4979	-0.6136	-0.3824	-0.6706	-1.0835	6	0.652127827	1.533441695	-1.602885834	-0.632733333	0.39474635	6.074290263
AV014453	Pacs1	phosphofurin acidic cluster sorting protein 1	Mm.234923	107975		19	19 A	-1.3227	-0.3837	-0.3557	-0.7208	-0.6538	-0.7876	6	0.628236266	1.591757837	-1.602738132	-0.70405	0.439279497	6.074290263
BG074615		RIKEN cDNA 8430427H17 gene, mRNA (cDNA clone IMAGE:4952665), with apparent retained intron	Mm.50600	381396; 381395		2	2 H1	-1.1075	-1.0075	-1.13	-0.3122		-1.2092	5	0.609390289	1.640984469	-1.602666531	-0.800005	0.499171215	6.074290263
AV049420				NA	AA614628 EST:breast:Homo sapiens	NA		-1.5755	-0.6093	-0.7497	-1.0215	-0.5823		5	0.624378462	1.601592721	-1.596803428	-0.783741667	0.490819128	6.074290263
AI838622	Lphn2	latrophilin 2	Mm.9776	99633		3	3 H3	-0.2586	-0.8142	-0.8025	-1.2372	-0.27	-0.9627	6	0.624097944	1.602312601	-1.592290324	-0.7242	0.454816555	6.074290263
AV065485	Mdh1	malate dehydrogenase 1, NAD (soluble)	Mm.212703	17449	malate dehydrogenase, soluble	11		-0.7903	-1.0728	-0.6917	-0.6299	-0.6585	-0.1506	6	0.642229458	1.557075882	-1.591619682	-0.665633333	0.418211298	6.074290263
AV012158	A230020K05Rik	RIKEN cDNA A230020K05 gene	Mm.24652	77574		6	6 B2.1		-0.9963	-0.8796	-1.6988	-0.0199	-1.5378	5	0.613925936	1.628860978	-1.580381786	-0.899116667	0.568923708	6.074290263
BG070361	Pbx1	pre B-cell leukemia transcription factor 1	Mm.43358	18514; 71633		1		-0.4391	-0.5593	-0.8435	-1.95	-1.0493	-0.2947	6	0.588462754	1.699342896	-1.580349583	-0.855983333	0.541641762	6.074290263
AV010312	Col4a2	procollagen, type IV, alpha 2	Mm.181021	12827		8		-0.6884	-0.4421	-0.6643	-0.4363	-0.7497	-0.4105	6	0.678952698	1.472856655	-1.579822014	-0.565216667	0.35777237	6.074290263
BG063307	D5Wsu178e	DNA segment, Chr 5, Wayne State University 178, expressed	Mm.168854	28042; 384334		5		-1.7496	-1.9394	0.0271	-0.6797	-2.567	-0.0577	6	0.555152559	1.801306656	-1.579156049	-1.16105	0.735234495	6.074290263
AV074150				NA	M59861 10-formyltetrahydrofolate dehydrogenase:liver:Rattus	NA		-0.5368	-0.4447	-0.5618	-0.4459	-0.4742	-0.5302	6	0.7079904	1.41244853	-1.576273384	-0.498933333	0.316527157	6.274615923
AV016931	Cpa3	carboxypeptidase A3, mast cell	Mm.1135	12873		3		-0.7437	-0.2137	-0.5326	-1.2045	-1.459	-0.4708	6	0.611677599	1.634848164	-1.575760099	-0.770716667	0.489107871	6.274615923
BG074846		Similar to KIAA2012 protein (LOC329164), mRNA	Mm.77264	329164		1	1 C2	-0.455	-0.9639	-0.7463	-0.7417	-0.1354	-1.2328	6	0.628708709	1.590561711	-1.574689134	-0.712516667	0.452480843	6.274615923
AI838965	Aqp1	aquaporin 1	Mm.18625	NA		NA		-1.6323	-0.215	-1.3627	-1.3667		-1.6566	5	0.546322763	1.830419795	-1.565200581	-0.989528333	0.632205447	6.274615923
BG066986	1110061N23Rik	RIKEN cDNA 1110061N23 gene	Mm.24777	68846		2	2 A3	-0.8912	-1.0806	-0.6725	-0.9607		-0.4955	5	0.643756579	1.553382184	-1.564170119	-0.69718	0.445718782	6.274615923
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-1.5531	-0.3568	-0.5856	-1.232	-1.037	-0.1172	6	0.603847647	1.656046861	-1.562147772	-0.813616667	0.520832076	6.274615923
AV095088	Tg737Rpw	transgene insert site 737, insertional mutation, polycystic kidney disease	Mm.4653	21821		14		-0.7283	-0.4214	-1.1426	-0.7729	-0.9963	-0.13	6	0.633935383	1.57744784	-1.559896482	-0.698583333	0.447839547	6.274615923
AV052400				NA	ESTs	NA		-0.9567	-0.8786	-1.0643	-1.0473	0.16	-0.7479	6	0.622327238	1.606871656	-1.5578141	-0.7558	0.485167004	6.274615923
BG063559	Gata2	GATA binding protein 2	Mm.272747	14461		6		-0.1104	-0.8271	-1.0247	-1.8459	-0.1081	-1.6183	6	0.585535808	1.707837482	-1.550891782	-0.922416667	0.594765333	6.274615923
BG067952	Pbx3	pre B-cell leukemia transcription factor 3	Mm.7331	18516		2		-0.7079	-1.0979	-0.6373	-2.0515		-1.5404	5	0.551224164	1.814143983	-1.547592863	-0.963046667	0.622286836	6.274615923
AA163320	Ptgs1	prostaglandin-endoperoxide synthase 1	Mm.275434	19224		2		-0.4759	-0.6862	-0.8084	-0.4261	-0.3183	-0.8237	6	0.670466342	1.491499181	-1.541538506	-0.589766667	0.382583156	6.274615923
AI847887	Pctk3	PCTAIRE-motif protein kinase 3	Mm.28130	18557		1	1 E4	-0.853	-0.3865	-0.7405	-0.8319	-0.1341	-1.0673	6	0.644564277	1.551435654	-1.533521122	-0.668883333	0.436174842	6.274615923
BG070341	LOC406217	RIKEN cDNA 2410004M13 gene	Mm.336245	406217		X	XE3	-0.5184	-1.4427	-0.684	-1.1437	0.0778	-1.0185	6	0.615015837	1.625974389	-1.530215609	-0.78825	0.515123487	6.274615923
AA162516	Ccnd3	cyclin D3	Mm.246520	12445		17		-0.6584	-0.436	-0.786	-0.2985	-1.1454	-0.5157	6	0.652887795	1.531656752	-1.529242028	-0.64	0.418507985	6.274615923
AV016392				NA	AI464544 EST:kidney:Mus musculus	NA		-0.7242	-0.4925	-0.7093	-1.0341	-0.1075	-0.8507	6	0.649795485	1.538945751	-1.529163752	-0.65305	0.427063484	6.274615923
BG071101	Ralb	v-ral simian leukemia viral oncogene homolog B (ras related)	Mm.27832	64143		1	1 E2.3	-0.644	-1.0532	-1.1324	-0.6708		-0.9938	5	0.618050367	1.617991112	-1.529055802	-0.734155	0.480136172	6.274615923
AV031173	Prnp	prion protein	Mm.648	19122		2		-0.7086	-1.1333	-1.1656	-1.183	0.0974	-0.5137	6	0.620711069	1.611055531	-1.52778504	-0.7678	0.502557611	6.274615923
AV059615	P2rx1	purinergic receptor P2X, ligand-gated ion channel, 1	Mm.25722	18436		11		-0.2731	-1.1178	-1.209	-0.6831	-0.0663	-1.2897	6	0.617974949	1.618188573	-1.525736714	-0.773166667	0.506749729	6.274615923
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-1.2525	-0.5234	-0.4952		-0.3884	-1.0502	5	0.678631913	1.473552867	-1.524615158	-0.682993333	0.447977531	6.274615923
AW536156				NA		NA		-0.5085	-0.3599	-0.2017	-1.4104	-2.3089	-0.8839	6	0.578603174	1.728300233	-1.523156282	-0.94555	0.620783311	6.274615923
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.6895	-0.9299	-0.9695	-0.5976	-0.806	-0.0138	6	0.646490753	1.546812533	-1.521864037	-0.667716667	0.438749225	6.274615923
AV042373				NA	solute carrier family 30 (zinc transporter), member 3	NA		-1.0076	-1.259	-1.1581	-0.6508	-0.4218	0	6	0.624454739	1.601397087	-1.518584623	-0.74955	0.493584611	6.274615923
AV077999				NA	2210402D18	NA		-1.3137	-0.9714	-0.2394	-0.5906	-0.3576	-3.0165	6	0.554583885	1.803153727	-1.511308442	-1.081533333	0.715627137	7.660444455
AV013809	4933428I03Rik	RIKEN cDNA 4933428I03 gene	Mm.254605	66775		4	4 C4	-0.4231	-0.7909	-0.8669	-0.2605	-0.5655	-0.5947	6	0.674138234	1.483375292	-1.504459648	-0.5836	0.387913362	7.660444455
BG075822				NA		NA		-0.9474	-0.5598	-0.5979	-0.2086	-0.4943	-1.4316	6	0.633946588	1.577419957	-1.503090958	-0.7066	0.470097965	7.660444455
NA	NA	NA	NA		NA			-0.1221	-1.1643	-0.521	-0.5141	-1.2486	-0.6734	6	0.635005295	1.574790018	-1.502201412	-0.70725	0.470809037	7.660444455
AV086640	Mlycd	malonyl-CoA decarboxylase	Mm.255499	56690		8	8	-0.6047	-0.5975	-0.6725	-0.7516	-1.3669		5	0.6545988	1.527653274	-1.501321861	-0.687678333	0.458048571	7.660444455
AV060454	Cabc1	chaperone, ABC1 activity of bc1 complex like (S. pombe)	Mm.38330	67426		1	1 H4	-0.4418	-0.5037	-0.9621	-0.5539	-0.3016	-0.7778	6	0.671767358	1.488610585	-1.498441098	-0.59015	0.393842641	7.660444455
W53725	Rfng	radical fringe gene homolog (Drosophila)	Mm.871	19719		11		-0.6187	-0.2584	-0.7062	-0.4938	-0.5809	-0.5564	6	0.693150018	1.442689136	-1.494790841	-0.535733333	0.358400198	7.660444455
AI841372	Ndrg4	N-myc downstream regulated gene 4	Mm.29846	234593		8		-1.0398	-1.2591	-1.3895	-0.974	0.7058	-2.1427	6	0.60874892	1.642713386	-1.49400718	-1.01655	0.680418417	7.660444455
AV133843				NA	cyclin D2	NA		-0.6751	-0.4017	-0.4198	-0.3295	-0.8294	-0.7735	6	0.679059144	1.472625777	-1.491411749	-0.5715	0.383193977	7.660444455
AV040586				NA	M34141 prostaglandin endoperoxide::Mus musculus	NA		-0.4241	-0.5951	-0.8881	-0.4784	-0.6204	-0.3429	6	0.684057656	1.46186508	-1.49079954	-0.558166667	0.374407593	7.660444455
AV140144				NA	ribosomal protein S29	NA		-0.539	-0.4466	-0.8367	-0.2689	-1.1347		5	0.711220413	1.406033885	-1.490648475	-0.628985	0.421953942	7.660444455
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.3694	-0.6817	-0.6038	-0.4897	-1.3793	-0.4613	6	0.646410497	1.547004581	-1.489904506	-0.6642	0.445800383	7.660444455
BG073006	8430401C09Rik	RIKEN cDNA 8430401C09 gene	Mm.23478	224792; 328820		17	17 B3	-0.6077	-0.736	-0.5274	-0.4744	-0.9561		5	0.697610376	1.433464917	-1.489240071	-0.589405	0.395775679	7.660444455
BG072182		11 days pregnant adult female ovary and uterus cDNA, RIKEN full-length enriched library, clone:5031436O03 product:unknown EST, full insert sequence	Mm.229761					-0.9463	-1.2874	-0.9146	-1.0086	0.4957	-1.6228	6	0.61514651	1.625628989	-1.487237392	-0.880666667	0.592149358	7.660444455
AW556576				NA		NA		-0.8099	-0.4501	-0.2658	-1.0262	-0.4728	-0.6145	6	0.666478934	1.500422518	-1.487078383	-0.60655	0.407880315	7.660444455
BG073854	Prdm16	PR domain containing 16	Mm.257785	70673		4	4 E2	-0.374	-1.1038	-0.7464	-0.6255	-0.1035	-1.2959	6	0.63654464	1.570981729	-1.483536165	-0.708183333	0.477361691	7.660444455
AV104461	Ccnd3	cyclin D3	Mm.246520	12445		17		-0.8596	-0.7165	-0.8315	-0.8681	-1.3959	0.1772	6	0.630030805	1.587223977	-1.483469431	-0.749066667	0.504942435	7.660444455
AI840605	Magee1	melanoma antigen, family E, 1	Mm.24341	107528		X	X D	-0.6517	-0.5659	-0.4422	-0.5266	-0.6208	-0.298	6	0.700992215	1.426549365	-1.482292847	-0.517533333	0.349143784	7.660444455
NA	NA	NA	NA		NA			-0.8232	-2.1069	-1.2914	-1.6942	0.6139	-0.7558	6	0.606253527	1.64947494	-1.478899406	-1.0096	0.682669826	7.660444455
BG074531	Lphn2	latrophilin 2	Mm.9776	99633		3	3 H3	-0.9506	-1.1476	-0.9366	-1.3307	0.3582	-0.7684	6	0.626287423	1.596710973	-1.474166518	-0.79595	0.539932219	7.660444455
AV015515	Gsr	glutathione reductase 1	Mm.283573	14782		8		-0.433	-0.6114	-0.6413	-0.6607	-0.805	-0.2145	6	0.683865708	1.462275398	-1.474072508	-0.560983333	0.380566987	7.660444455
AA408148	Diap1	diaphanous homolog 1 (Drosophila)	Mm.195916	13367		18		-0.4902	-0.4995	-0.8171	-0.3529	-0.3829	-0.8582	6	0.681400573	1.46756554	-1.472550808	-0.5668	0.384910318	7.660444455
AV095173				NA	U92544 hepatocellular carcinoma associated protein::Homo sap	NA		-0.6094	-0.7721	-0.8882	-0.2568		-0.7083	5	0.705050786	1.418337544	-1.469004701	-0.589146667	0.401051587	7.660444455
AA170444				NA		NA		-0.4573	-0.6364	-0.9244	-0.3419	-0.5927	-0.402	6	0.6845791	1.460751577	-1.463271942	-0.559116667	0.382100313	7.660444455
BG075879	Plp	proteolipid protein (myelin)	Mm.1268	18823		X		-0.5071	-1.1456	-0.2226		-2.2283	-1.3961	5	0.60100359	1.663883571	-1.462909934	-0.925325	0.63252356	7.660444455
AV086464	Rab27b	RAB27b, member RAS oncogene family	Mm.246753	80718		18		-0.4865	-1.7877	-1.0079		-0.6049	-0.5457	5	0.640538906	1.561185419	-1.456340071	-0.767833333	0.527234915	8.780002478
BG071321	Ehd3	EH-domain containing 3	Mm.18526	57440		17		-2.4757	-2.047	-1.284	-1.8707	1.3124	-1.0401	6	0.679283252	1.472139932	-1.455978639	-1.234183333	0.847665825	8.780002478
AV031743	Ndn	necdin	Mm.250919	17984		7		-0.9294	-1.0111	-1.0046	-0.7601	-1.2875	0.3523	6	0.632727112	1.580460173	-1.454904725	-0.7734	0.5315812	8.780002478
AV030833	Dsip1	delta sleep inducing peptide, immunoreactor	Mm.22216	14605		X	X F1	-0.7578	-0.8375	-1.1784	-0.5089	-0.5577	-0.0685	6	0.65477044	1.527252819	-1.454605065	-0.651466667	0.447864979	8.780002478
AV103136				NA	sorbitol dehydrogenase 1	NA		-0.3336	-0.5115	-0.7988	-0.6111	-1.0912	-0.3006	6	0.667642739	1.497807049	-1.453140294	-0.6078	0.418266565	8.780002478
AV091639				NA		NA		-0.6932	-0.3757	-0.8281	-0.5231	-0.4096	-0.4034	6	0.6928773	1.443256981	-1.452134486	-0.53885	0.371074446	8.780002478
BG075097	4921511K06Rik	RIKEN cDNA 4921511K06 gene	Mm.251303	232664		6	6 A3.3	-1.2359	-1.5228	-1.1596	-0.978		-0.3743	5	0.583231119	1.714586151	-1.446697003	-0.826946667	0.571610133	8.780002478
BG071244	Ehd3	EH-domain containing 3	Mm.18526	57440		17		-1.417	-1.3564	-0.7217	-0.7031	0.2577	-0.7599	6	0.628631283	1.590757615	-1.443956688	-0.7834	0.542537049	8.780002478
BG066845	Mllt3	myeloid/lymphoid or mixed lineage-leukemia translocation to 3 homolog (Drosophila)	Mm.288898	70122		4	4 C4	-0.7022	-1.4317	-0.0906	-1.037	-0.1319	-1.0974	6	0.631964451	1.582367487	-1.443365794	-0.748466667	0.518556467	8.780002478
BG075248	Cdc14b	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	Mm.25335	NA		NA		-0.4776	-0.7971	-0.7593	-0.2788	-1.9604	-0.4405	6	0.617095307	1.620495228	-1.443151293	-0.785616667	0.544375819	8.780002478
BG064103	Traf1	Tnf receptor-associated factor 1	Mm.239514	22029		2	2 B	-1.1937	-0.9086	-0.8008	-1.2413		-0.206	5	0.63897361	1.56500986	-1.441521999	-0.727061667	0.504370844	8.780002478
AV081406	Cat	catalase	Mm.4215	12359	catalase 1	2		-0.4389	-0.8153	-0.2052	-1.3679	-0.3805	-0.8362	6	0.648191447	1.542754081	-1.43996218	-0.674	0.468067849	8.780002478
NA	NA	NA	NA		NA			-0.6627	-0.6352	-0.2775	-1.1755	-0.2332	-0.8013	6	0.661312317	1.512144828	-1.438802178	-0.6309	0.438489745	8.780002478
BG073666	Rps29	ribosomal protein S29	Mm.154915	20090		2		-0.3314	-0.5945	-0.8769	-0.5017	-0.4478	-0.4575	6	0.69487604	1.439105599	-1.435555807	-0.534966667	0.372654733	8.780002478
Y13090	Casp12	caspase 12	Mm.42163	12364		9	9 A1	-0.4452	-0.9019	-0.6784	-0.5384	-0.2221	-0.5622	6	0.686273518	1.457144962	-1.435294817	-0.558033333	0.388793526	8.780002478
AV087003				NA	AA671974 EST:mammary gland:Mus musculus	NA		-0.3622	-0.7499	-1.3275		-0.3467	-0.9006	5	0.682187486	1.465872681	-1.434192286	-0.663368333	0.462537931	8.780002478
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.9172	-1.4728	-0.8785	-0.7864	-0.9958	0.3635	6	0.633590147	1.578307373	-1.433114316	-0.7812	0.54510655	8.780002478
BG074294	Golga1	golgi autoantigen, golgin subfamily a, 1	Mm.131098	76899		2	2 B	-0.3517	-0.5236	-0.3716	-0.9094	-0.8891	-0.4002	6	0.680388221	1.469749136	-1.429994091	-0.574266667	0.401586741	8.780002478
AV006131	Ythdf2	YTH domain family 2	Mm.23998	213541; 352969		4	4 D2.3	-1.96	-0.4891	-0.7639	0.1866	-1.2758	-0.7771	6	0.615502203	1.624689555	-1.429833718	-0.84655	0.592061853	8.780002478
BG075418	Fkbp9	FK506 binding protein 9	Mm.20943	27055		6		-0.6199	-0.8796	-0.8602	-0.5411	-0.3884	-0.1808	6	0.67975785	1.471112103	-1.422371684	-0.578333333	0.406597896	8.780002478
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.3047	-0.3142	-0.9387		-1.467	-1.8213	5	0.630051631	1.587171512	-1.422012824	-0.8272	0.581710647	8.780002478
BG072104	AU041483	expressed sequence AU041483	Mm.17807	106347		16	16 A1	-0.3278	-0.9115	-0.7967	-1.5094	-3.1028		5	0.561951216	1.7795139	-1.418340673	-1.080206667	0.761598879	8.780002478
AV007183	Ltbp3	latent transforming growth factor beta binding protein 3	Mm.182396	16998	latent transforming growth factor beta binding protein 3	19		-0.6762	-0.4463	-0.7201	-0.4855	-0.4922	-0.2625	6	0.704270204	1.419909567	-1.412588902	-0.5138	0.36372932	8.780002478
NA	NA	NA	NA		NA			-0.726	-0.6274	-0.2116	-2.2984		-0.768	5	0.651003034	1.536091151	-1.411658572	-0.844893333	0.598511106	8.780002478
BG076169		Adult male corpus striatum cDNA, RIKEN full-length enriched library, clone:C030011D20 product:unknown EST, full insert sequence	Mm.202697	381596; 269587		4	4 D2.3	-1.2998	-0.7288	-0.9365	-0.4461	-0.3153	-0.2082	6	0.655901981	1.52461805	-1.40982021	-0.655783333	0.465153875	8.780002478
AV007459	Fgfr3	fibroblast growth factor receptor 3	Mm.6904	14184	fibroblast growth factor receptor 3	5		-0.6422	-0.2366	-0.889		-1.0304	-0.5322	5	0.70175674	1.42499522	-1.405983902	-0.60031	0.426967904	8.780002478
AV087627				NA	protein-tyrosine sulfotransferase 2	NA		-0.4117	-0.8668	-0.8646	-0.329	-0.2872	-0.6334	6	0.684921994	1.460020278	-1.404209392	-0.56545	0.402682109	8.780002478
AV133793	Gnb5	guanine nucleotide binding protein, beta 5	Mm.17604	14697; 77937		9		-0.6461	-0.6013	-0.8877	-0.2217	-0.7349	-0.2905	6	0.685778808	1.458196124	-1.404133893	-0.5637	0.401457441	8.780002478
AV086151	Hs6st1	heparan sulfate 6-O-sulfotransferase 1	Mm.27195	50785		1	1 B	-0.6814	-0.4111	-0.3666	-1.3695	-1.2899	-0.128	6	0.643720291	1.553469752	-1.400012301	-0.70775	0.505531273	8.780002478
BG072012	Zfp67	zinc finger protein 67	Mm.331164	22724		3	3 A1-A2	-0.5689	-0.788	-0.6289	-1.0998		-0.6711	5	0.665759186	1.502044616	-1.399285646	-0.623206667	0.445374873	8.780002478
AV147516				NA		NA		-0.9148	-0.172	-0.5632	-0.7915	-0.59	-0.376	6	0.684580858	1.460747826	-1.398321225	-0.567916667	0.406141777	8.780002478
AV074155	Gtl2	GTL2, imprinted maternally expressed untranslated mRNA	Mm.289645	17263		12		-0.6428	-1.6471	-1.2254	-1.4053	0.797	-1.5055	6	0.642443507	1.556557097	-1.397922588	-0.938183333	0.671126814	8.780002478
AV002462	1600023A02Rik	RIKEN cDNA 1600023A02 gene	Mm.27289	67701		2	2 H3	-0.4567	-1.1047	-1.1546	-0.9927	0.0176	-0.4066	6	0.652008434	1.533722491	-1.397538967	-0.68295	0.488680471	8.780002478
BG073316	Fstl1	follistatin-like 1	Mm.182434	14314		16		-0.4421	-0.8032	-0.916	-0.5561	0.0118	-1.3161	6	0.654847593	1.527072879	-1.394063295	-0.670283333	0.480812697	8.780002478
AV030378	Rec8L1	REC8-like 1 (yeast)	Mm.23149	56739		14	14 C1	-0.7068	-0.4048	-0.6291	-0.455	-0.2195	-1.0942	6	0.678561207	1.47370641	-1.393862835	-0.5849	0.419625221	8.780002478
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.1762	-0.1924	-0.5244	-0.8751	-0.9712	-1.1102	6	0.662325901	1.509830731	-1.392514709	-0.641583333	0.460737204	8.780002478
NA	NA	NA	NA		NA			-0.0703	-1.0761	-1.1851	-1.3543	-0.1184		5	0.696479424	1.435792596	-1.391579255	-0.728396667	0.52343168	8.780002478
