Probe Set ID	Gene Symbol	Gene Title	Fold change([GFP+CD133+] vs [GFP-CD133-])	Regulation([GFP+CD133+] vs [GFP-CD133-])	Fold change([GFP-CD133+] vs [GFP-CD133-])	Regulation ([GFP-CD133+] vs [GFP-CD133-])	Fold change([GFP+CD133+] vs [GFP-CD133+])	Regulation([GFP+CD133+] vs [GFP-CD133+])
1429224_at	Pnma1	paraneoplastic antigen MA1	2.821107	up	1.5596818	up	1.808771	up
1444651_at	LOC553089	hypothetical LOC553089	2.8203835	up	1.5074317	up	1.8709857	up
1452552_at	Npn2	neoplastic progression 2	2.8168464	up	1.0822148	down	3.048433	up
1447332_at	C86896	expressed sequence C86896	2.8128214	up	1.3844587	up	2.031712	up
1458648_at	AU042950	expressed sequence AU042950	2.8098648	up	1.3741794	up	2.0447586	up
1429267_at	Acot11	acyl-CoA thioesterase 11	2.8067822	up	1.1614588	up	2.4166007	up
1434989_at	BC042720	cDNA sequence BC042720	2.7984016	up	1.0873116	up	2.5736887	up
1453514_at	Gpm6b	glycoprotein m6b	2.7943246	up	1.3706315	up	2.0387135	up
1440304_at		Transcribed locus, moderately similar to XP_001479965.1 PREDICTED: hypothetical protein [Mus musculus]	2.793671	up	1.3773942	up	2.028229	up
1431825_at	Srpk3	serine/arginine-rich protein specific kinase 3	2.7835772	up	1.3142724	up	2.1179607	up
1415864_at	Bpgm	2,3-bisphosphoglycerate mutase	2.7829678	up	1.8415546	up	1.5112056	up
1429643_a_at	Pde1c	phosphodiesterase 1C	2.7804792	up	1.0604796	up	2.6219072	up
1448755_at	Col15a1	collagen, type XV, alpha 1	2.7786105	up	1.7516708	up	1.586263	up
1450445_at	Phex	phosphate regulating gene with homologies to endopeptidases on the X chromosome (hypophosphatemia, vitamin D resistant rickets)	2.7718148	up	1.830621	up	1.514139	up
1430040_at	Hspa12a	heat shock protein 12A	2.7702222	up	1.1225463	up	2.467802	up
1457843_at	Lypd6	LY6/PLAUR domain containing 6	2.7681203	up	1.3861935	up	1.996922	up
1453011_at	Bdh2	3-hydroxybutyrate dehydrogenase, type 2	2.7648742	up	1.8281652	up	1.5123767	up
1437556_at	Zfhx4	zinc finger homeodomain 4	2.7610006	up	1.326279	up	2.0817645	up
1440020_at		Transcribed locus	2.7561562	up	1.6856923	up	1.6350293	up
1437214_at	Lrrtm4	leucine rich repeat transmembrane neuronal 4	2.748987	up	1.5779861	up	1.7420857	up
1429211_at	2900078E11Rik /// Cadm2	RIKEN cDNA 2900078E11 gene /// cell adhesion molecule 2	2.746026	up	1.0715075	up	2.5627687	up
1422169_a_at	Bdnf	brain derived neurotrophic factor	2.7400606	up	1.1531223	up	2.3762097	up
1446232_at			2.73973	up	1.768316	up	1.549344	up
1456844_at	Camk2d	calcium/calmodulin-dependent protein kinase II, delta	2.738328	up	1.2474269	down	3.415864	up
1438426_at	Shisa4	shisa homolog 4 (Xenopus laevis)	2.737614	up	1.9005921	up	1.4404006	up
1425073_at	Plekhg6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	2.7345238	up	1.7055615	up	1.6032983	up
1459356_at		Transcribed locus	2.7342024	up	1.0981185	down	3.0024781	up
1433968_a_at	Megf9	multiple EGF-like-domains 9	2.7310936	up	1.3374127	up	2.0420725	up
1434249_s_at	Trim9	tripartite motif-containing 9	2.7307765	up	1.6156002	up	1.690255	up
1425662_at	Cdadc1	cytidine and dCMP deaminase domain containing 1	2.7291536	up	1.8619238	up	1.465771	up
1441634_at	Ntng1	netrin G1	2.726326	up	1.7191799	up	1.5858294	up
1450933_at	Pde7a	phosphodiesterase 7A	2.7233953	up	1.78191	up	1.5283575	up
1438259_at			2.719307	up	1.97223	up	1.3787981	up
1424767_at	Cdh22 /// LOC100046008	cadherin 22 /// similar to cadherin 22	2.7183928	up	1.2518717	up	2.1714628	up
1435060_at	LOC100048637 /// Tmod2	tropomodulin 2 /// similar to tropomodulin 2	2.718219	up	1.3606846	up	1.9976848	up
1421469_a_at	Stat5a	signal transducer and activator of transcription 5A	2.7173796	up	1.417746	up	1.9166901	up
1435740_at	ENSMUSG00000072684	predicted gene, ENSMUSG00000072684	2.716052	up	1.8349547	up	1.4801738	up
1422629_s_at	Shroom3	shroom family member 3	2.7153678	up	1.8964455	up	1.4318194	up
1456831_at		Transcribed locus	2.7132201	up	1.0589627	down	2.873199	up
1423909_at	Tmem176a	transmembrane protein 176A	2.7037563	up	1.2586	up	2.1482253	up
1437409_s_at	Gpr126	G protein-coupled receptor 126	2.699956	up	1.3801495	down	3.7263427	up
1437528_x_at	A730017C20Rik	RIKEN cDNA A730017C20 gene	2.6972666	up	1.0655766	down	2.874144	up
1449106_at	Gpx3	glutathione peroxidase 3	2.6955323	up	1.7613839	down	4.7478676	up
1422117_s_at	Khdrbs2	KH domain containing, RNA binding, signal transduction associated 2	2.6940527	up	1.0392691	down	2.7998457	up
1426283_at	Hnt	neurotrimin	2.693596	up	1.47297	down	3.9675858	up
1436578_at	Ermn	ermin, ERM-like protein	2.6911085	up	1.2192546	up	2.2071748	up
1428288_at	2310051E17Rik /// Klf9	Kruppel-like factor 9 /// RIKEN cDNA 2310051E17 gene	2.690303	up	1.8017398	up	1.4931695	up
1418346_at	Insl6	insulin-like 6	2.6885598	up	1.6333996	up	1.6459901	up
1428804_at	Mfap3l	microfibrillar-associated protein 3-like	2.6873045	up	1.0281616	down	2.762983	up
1415865_s_at	Bpgm	2,3-bisphosphoglycerate mutase	2.686944	up	1.8143177	up	1.4809667	up
1436098_at	Bche	butyrylcholinesterase	2.685455	up	1.064852	down	2.8596122	up
1436737_a_at	Sorbs1	sorbin and SH3 domain containing 1	2.6838043	up	1.5449065	up	1.7371953	up
1422695_at	Ttyh1	tweety homolog 1 (Drosophila)	2.6797867	up	1.0696143	down	2.866338	up
1435302_at	Taf4b	TAF4B RNA polymerase II, TATA box binding protein (TBP)-associated factor	2.6791308	up	1.5983356	up	1.6762003	up
1425176_at	C1ql3	C1q-like 3	2.6763532	up	1.3690741	down	3.6641257	up
1438889_at		Transcribed locus	2.67543	up	1.3849857	up	1.9317385	up
1459906_at		Transcribed locus	2.6748388	up	1.5069525	up	1.7749987	up
1443947_at	Lims1	LIM and senescent cell antigen-like domains 1	2.6700878	up	1.3263363	up	2.0131302	up
1439906_at		Transcribed locus	2.6699445	up	1.7279694	up	1.5451342	up
1419383_at	S100b	S100 protein, beta polypeptide, neural	2.6659114	up	1.0364672	down	2.7631297	up
1441236_at	Slc9a3	solute carrier family 9 (sodium/hydrogen exchanger), member 3	2.6650639	up	1.0752163	up	2.4786305	up
1448678_at	3110048E14Rik	RIKEN cDNA 3110048E14 gene	2.6626883	up	1.5474093	up	1.7207394	up
1426979_at	Mlxip	MLX interacting protein	2.6611302	up	1.9466585	up	1.3670247	up
1419588_at	Spag1	sperm associated antigen 1	2.6595774	up	1.49973	up	1.7733706	up
1444614_x_at	6430537H07Rik	RIKEN cDNA 6430537H07 gene	2.6594634	up	1.1364791	down	3.022425	up
1419361_at	Ss18	synovial sarcoma translocation, Chromosome 18	2.6587274	up	1.9318122	up	1.3762867	up
1460250_at	Sostdc1	sclerostin domain containing 1	2.6530669	up	1.7272712	down	4.5825663	up
1452973_at	Ppm1k	protein phosphatase 1K (PP2C domain containing)	2.652826	up	1.737192	up	1.527077	up
1429055_at	4930506M07Rik	RIKEN cDNA 4930506M07 gene	2.6501257	up	1.6608974	down	4.401587	up
1422202_at	Thrb	thyroid hormone receptor beta	2.6488163	up	1.9905292	up	1.3307097	up
1439307_at			2.6432707	up	1.9941325	up	1.3255241	up
1457402_at		Transcribed locus	2.6390278	up	1.4099385	up	1.8717326	up
1435246_at	Paqr8	progestin and adipoQ receptor family member VIII	2.6333897	up	1.2640829	up	2.0832415	up
1416635_at	Smpdl3a	sphingomyelin phosphodiesterase, acid-like 3A	2.6333275	up	1.8881435	up	1.3946649	up
1448789_at	Aldh1a3	aldehyde dehydrogenase family 1, subfamily A3	2.6330113	up	1.9703448	up	1.3363202	up
1442260_at	Cdc42bpa	Cdc42 binding protein kinase alpha	2.631998	up	1.5988209	up	1.6462119	up
1418157_at	LOC100046044 /// Nr2f1	nuclear receptor subfamily 2, group F, member 1 /// similar to COUP-TFI	2.6317313	up	1.6304439	down	4.2908907	up
1444406_at		Transcribed locus	2.6283195	up	1.0935452	up	2.403485	up
1430983_at	Pdia6	protein disulfide isomerase associated 6	2.627338	up	1.7649277	up	1.4886377	up
1420930_s_at	Ctnnal1	catenin (cadherin associated protein), alpha-like 1	2.626375	up	1.9745967	up	1.3300818	up
1444215_at		Transcribed locus	2.6244056	up	1.3679234	up	1.9185326	up
1441927_at	Syt7	synaptotagmin VII	2.6241105	up	1.1914325	up	2.2024837	up
1445498_at			2.6235292	up	1.1475161	up	2.2862678	up
1428203_at	Gabrb2	gamma-aminobutyric acid (GABA-A) receptor, subunit beta 2	2.6221395	up	1.0772945	down	2.8248165	up
1435783_at	B230112C05Rik	RIKEN cDNA B230112C05 gene	2.6126506	up	1.9250809	up	1.357164	up
1429185_at	4631416L12Rik	RIKEN cDNA 4631416L12 gene	2.6116145	up	1.9036828	up	1.3718748	up
1446798_at	Map4k3	Mitogen-activated protein kinase kinase kinase kinase 3	2.6096268	up	1.093953	up	2.3855016	up
1426930_at	Brunol4	bruno-like 4, RNA binding protein (Drosophila)	2.602887	up	1.8795117	up	1.384874	up
1428977_at	Chst8	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8	2.6020045	up	1.4947475	up	1.7407651	up
1435953_at	Btaf1	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, (Mot1 homolog, S. cerevisiae)	2.6012506	up	1.3952587	up	1.8643501	up
1440389_at			2.5981789	up	1.5152103	up	1.7147316	up
1435595_at	1810011O10Rik	RIKEN cDNA 1810011O10 gene	2.5966022	up	1.3553058	up	1.9158794	up
1441702_at			2.592677	up	1.1104172	up	2.3348677	up
1439484_at	4930431H11Rik	RIKEN cDNA 4930431H11 gene	2.5922928	up	1.6273665	up	1.5929374	up
1419184_a_at	Fhl2	four and a half LIM domains 2	2.5920813	up	1.7045305	up	1.5207009	up
1447547_at	Ltbp1	latent transforming growth factor beta binding protein 1	2.5893712	up	1.7250816	up	1.5010139	up
1438580_at	Zcchc7	zinc finger, CCHC domain containing 7	2.5814135	up	1.3093394	up	1.971539	up
1424725_at	D16Ertd472e	DNA segment, Chr 16, ERATO Doi 472, expressed	2.578658	up	1.4795103	up	1.7429132	up
1441483_at	Slitrk2	SLIT and NTRK-like family, member 2	2.577748	up	1.225101	down	3.1580017	up
1419234_at	Helb	helicase (DNA) B	2.5731454	up	1.5691341	up	1.6398506	up
1457881_at	Osbpl6	oxysterol binding protein-like 6	2.5730393	up	1.1298118	up	2.2774055	up
1453374_at	Zfand5	zinc finger, AN1-type domain 5	2.5710065	up	1.7110132	up	1.5026224	up
1449941_at	Myo1e	myosin IE	2.568079	up	1.9654306	up	1.3066242	up
1458586_at			2.5639136	up	1.6919045	up	1.5154009	up
1456981_at	Tmc7	transmembrane channel-like gene family 7	2.5632496	up	1.5245942	up	1.6812667	up
1440693_at	Palld	Palladin, cytoskeletal associated protein	2.5614784	up	1.4756768	up	1.7357991	up
1448894_at	Akr1b8	aldo-keto reductase family 1, member B8	2.560089	up	1.1422268	up	2.241314	up
1458290_at		Transcribed locus	2.5501862	up	1.4135624	up	1.8040847	up
1427629_at	Ptprj	protein tyrosine phosphatase, receptor type, J	2.5487163	up	1.0134083	up	2.5149944	up
1457483_at			2.547659	up	1.092893	down	2.7843187	up
1420772_a_at	Tsc22d3	TSC22 domain family 3	2.546957	up	1.8904955	up	1.3472431	up
1425727_at	Cldn19	claudin 19	2.5467057	up	1.2028613	down	3.0633337	up
1425383_a_at	LOC676870 /// Pbx1	pre B-cell leukemia transcription factor 1 /// region containing RIKEN cDNA 2310056B04 gene; pre B-cell leukemia transcription factor 1	2.5418847	up	1.3677905	up	1.8583876	up
1428523_at	Lphn3	latrophilin 3	2.5402517	up	1.3147488	up	1.9321196	up
1449815_a_at	Ssbp2	single-stranded DNA binding protein 2	2.5388553	up	1.2510884	up	2.0293174	up
1441554_at	Chsy3	chondroitin sulfate synthase 3	2.5286543	up	1.3822224	up	1.829412	up
1426399_at	Vwa1	von Willebrand factor A domain containing 1	2.5279448	up	1.0334501	down	2.612505	up
1459470_at			2.5266562	up	1.016106	down	2.5673506	up
1426036_a_at	Pde1c	phosphodiesterase 1C	2.5261931	up	1.1661228	up	2.1663182	up
1423865_at	Slc44a1	solute carrier family 44, member 1	2.524806	up	1.0935551	up	2.3088055	up
1441624_at	Sorbs2	sorbin and SH3 domain containing 2	2.5239704	up	1.0750525	down	2.7134008	up
1441080_at		Transcribed locus	2.5223076	up	1.9491531	up	1.2940531	up
1450227_at	Ankrd6	ankyrin repeat domain 6	2.5221438	up	1.0124782	up	2.4910598	up
1452604_at	Stard13	StAR-related lipid transfer (START) domain containing 13	2.5128984	up	1.0270365	up	2.4467468	up
1423515_at	Scn8a	sodium channel, voltage-gated, type VIII, alpha	2.5120108	up	1.5185469	up	1.6542201	up
1457557_at	A330076H08Rik	RIKEN cDNA A330076H08 gene	2.511775	up	1.4744607	up	1.7035211	up
1437197_at	Sorbs2	sorbin and SH3 domain containing 2	2.5115106	up	1.6295378	up	1.5412409	up
1450853_at	Tle4	transducin-like enhancer of split 4, homolog of Drosophila E(spl)	2.509281	up	1.8523282	up	1.3546633	up
1436076_at	Dlgap1	discs, large (Drosophila) homolog-associated protein 1	2.5065396	up	1.119844	up	2.238294	up
1422533_at	Cyp51	cytochrome P450, family 51	2.503109	up	1.4918985	up	1.6778013	up
1450181_at	Cux2	cut-like homeobox 2	2.5024436	up	1.426279	up	1.7545261	up
1452092_at	4631426J05Rik	RIKEN cDNA 4631426J05 gene	2.4959164	up	1.2445563	up	2.0054667	up
1458884_at	Plekha1	Pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	2.4925299	up	1.5052133	up	1.6559314	up
1442352_at	9430091N11Rik	RIKEN cDNA 9430091N11 gene	2.492024	up	1.8991468	up	1.3121808	up
1450684_at	Etv1	ets variant gene 1	2.488654	up	1.4255637	up	1.7457331	up
1442243_at	Per3	period homolog 3 (Drosophila)	2.4882326	up	1.3056024	up	1.9058118	up
1455923_at	Kctd8	potassium channel tetramerisation domain containing 8	2.4847248	up	1.6132152	up	1.5402313	up
1420895_at	Tgfbr1	transforming growth factor, beta receptor I	2.4841156	up	1.9778885	up	1.2559433	up
1430065_at	A930005N03Rik	RIKEN cDNA A930005N03 gene	2.4836729	up	1.4526349	down	3.6078699	up
1428636_at	Steap2	six transmembrane epithelial antigen of prostate 2	2.4816043	up	1.110754	down	2.7564518	up
1455015_at	Tbc1d9	TBC1 domain family, member 9	2.480296	up	1.6328089	up	1.5190362	up
1459210_at	Tmem108	transmembrane protein 108	2.4770916	up	1.1698921	down	2.8979294	up
1458004_at	Prrx1	paired related homeobox 1	2.4755032	up	1.7620196	up	1.4049238	up
1418388_s_at	Mphosph8	M-phase phosphoprotein 8	2.4753406	up	1.9333786	up	1.2803186	up
1446213_at			2.472636	up	1.4418874	up	1.7148606	up
1441886_at	Ccdc79	coiled-coil domain containing 79	2.4702647	up	1.0685074	down	2.6394963	up
1431022_at	Snca	synuclein, alpha	2.4681766	up	1.0461597	up	2.359273	up
1444343_at	A130064L14Rik	RIKEN cDNA A130064L14 gene	2.4650717	up	1.6806543	up	1.4667335	up
1458521_at		Transcribed locus	2.4635096	up	1.3701	up	1.798051	up
1437114_at	A930001N09Rik	RIKEN cDNA A930001N09 gene	2.461342	up	1.5624995	up	1.5752593	up
1428289_at	2310051E17Rik /// Klf9	Kruppel-like factor 9 /// RIKEN cDNA 2310051E17 gene	2.459061	up	1.6374884	up	1.5017273	up
1416375_at	Ap3m1	adaptor-related protein complex 3, mu 1 subunit	2.458142	up	1.4953922	up	1.6438109	up
1445627_at			2.450333	up	1.3547621	up	1.8086816	up
1458899_at	Usp53	ubiquitin specific peptidase 53	2.4473674	up	1.6185198	up	1.5121022	up
1458913_at	4831440E17Rik	RIKEN cDNA 4831440E17 gene	2.439598	up	1.0814996	up	2.2557552	up
1422028_a_at	Ets1	E26 avian leukemia oncogene 1, 5 domain	2.4391203	up	1.8056281	up	1.3508432	up
1431826_a_at	Brsk2	BR serine/threonine kinase 2	2.4380496	up	1.063259	up	2.292997	up
1424677_at	Cyp2j9	cytochrome P450, family 2, subfamily j, polypeptide 9	2.4380338	up	1.1848947	down	2.8888135	up
1442041_at	LOC552876	hypothetical LOC552876	2.4352756	up	1.997949	up	1.2188878	up
1435981_at	Nav2	neuron navigator 2	2.4335928	up	1.8902881	up	1.287419	up
1419816_s_at	Errfi1	ERBB receptor feedback inhibitor 1	2.4296913	up	1.1802227	up	2.058672	up
1431042_at	Paqr8	progestin and adipoQ receptor family member VIII	2.4294505	up	1.191216	up	2.039471	up
1421415_s_at	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	2.4277296	up	1.7064555	up	1.422674	up
1436455_at	Asph	aspartate-beta-hydroxylase	2.4273334	up	1.5844371	up	1.5319846	up
1441333_at			2.427298	up	1.9994267	up	1.213997	up
1444733_at		Transcribed locus	2.4227955	up	1.7627189	up	1.3744651	up
1458730_at			2.4214334	up	1.3055487	up	1.8547248	up
1449165_at	Capn5	calpain 5	2.4203913	up	1.3021531	up	1.8587608	up
1452163_at	Ets1	E26 avian leukemia oncogene 1, 5 domain	2.4194422	up	1.8186754	up	1.330332	up
1455028_at	Mapt	microtubule-associated protein tau	2.415966	up	1.5173653	up	1.5922111	up
1454693_at	Hdac4	Histone deacetylase 4	2.4154575	up	1.7177497	up	1.4061755	up
1431724_a_at	P2ry12	purinergic receptor P2Y, G-protein coupled 12	2.411664	up	1.1718477	up	2.0580013	up
1439757_s_at	Epha4	Eph receptor A4	2.4108884	up	1.6285721	up	1.4803696	up
1447106_at			2.410684	up	1.1011965	up	2.1891496	up
1421100_a_at	Dab1	disabled homolog 1 (Drosophila)	2.4103837	up	1.660799	up	1.4513397	up
1440962_at	Slc8a3	solute carrier family 8 (sodium/calcium exchanger), member 3	2.4064705	up	1.5005101	up	1.6037683	up
1438796_at	Nr4a3	nuclear receptor subfamily 4, group A, member 3	2.4055102	up	1.6172045	up	1.4874495	up
1441055_at	Akap2 /// Palm2 /// Palm2-akap2	A kinase (PRKA) anchor protein 2 /// paralemmin 2 /// Palm2-Akap2 protein	2.4054534	up	1.8402102	up	1.3071624	up
1428646_at	LOC676870 /// Pbx1	pre B-cell leukemia transcription factor 1 /// region containing RIKEN cDNA 2310056B04 gene; pre B-cell leukemia transcription factor 1	2.40497	up	1.2382349	up	1.9422566	up
1424339_at	Oasl1	2-5 oligoadenylate synthetase-like 1	2.398776	up	1.2499118	up	1.9191562	up
1451656_at	Clmn	calmin	2.397756	up	1.7145776	down	4.1111383	up
1445147_at	Psme4	proteasome (prosome, macropain) activator subunit 4	2.3974233	up	1.4266423	up	1.6804656	up
1435169_at	A930001N09Rik	RIKEN cDNA A930001N09 gene	2.3888626	up	1.9269198	up	1.2397313	up
1459477_at			2.386729	up	1.9808906	up	1.2048768	up
1459149_at			2.3866787	up	1.8163768	up	1.3139777	up
1433939_at	Aff3	AF4/FMR2 family, member 3	2.383804	up	1.4006802	up	1.7018905	up
1440526_at	Rltpr	RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing	2.3836842	up	1.1813335	up	2.0177908	up
1424724_a_at	D16Ertd472e	DNA segment, Chr 16, ERATO Doi 472, expressed	2.3835318	up	1.6189007	up	1.4723151	up
1441326_at	Cp	ceruloplasmin	2.381014	up	1.4538738	down	3.461694	up
1426913_at	Lss	lanosterol synthase	2.3807561	up	1.3148327	up	1.8106912	up
1441041_at		Transcribed locus	2.3773828	up	1.3196943	up	1.8014647	up
1443061_at		Transcribed locus	2.3770382	up	1.8894852	up	1.258035	up
1458990_at		Transcribed locus	2.375063	up	1.9334035	up	1.2284362	up
1425826_a_at	Sorbs1	sorbin and SH3 domain containing 1	2.3722727	up	1.4198674	up	1.6707708	up
1442104_at		Transcribed locus	2.3639905	up	1.1224122	down	2.6533718	up
1435698_at	4921505C17Rik	RIKEN cDNA 4921505C17 gene	2.362345	up	1.7702419	up	1.3344758	up
1429013_at	Mtap7d2	MAP7 domain containing 2	2.3622124	up	1.7610724	up	1.341349	up
1443468_at			2.3616252	up	1.513056	up	1.5608311	up
1419360_a_at	Ss18	synovial sarcoma translocation, Chromosome 18	2.357039	up	1.4749188	up	1.5980805	up
1457366_at	Cdc40	cell division cycle 40 homolog (yeast)	2.3570123	up	1.8041434	up	1.3064439	up
1421929_at	Epha4	Eph receptor A4	2.3560429	up	1.6522783	up	1.425936	up
1455300_at	Tet2	tet oncogene family member 2	2.3547769	up	1.3359638	up	1.7626051	up
1439216_at		Transcribed locus	2.3522182	up	1.4093432	up	1.6690173	up
1433740_at	Tmem87b	transmembrane protein 87B	2.3511982	up	1.9906616	up	1.181114	up
1440636_at		Transcribed locus	2.3500648	up	1.0518109	down	2.4718237	up
1452723_at	2310051E17Rik /// Klf9	Kruppel-like factor 9 /// RIKEN cDNA 2310051E17 gene	2.3467429	up	1.4155693	up	1.6578085	up
1451946_a_at	Cabyr	calcium-binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2)	2.345947	up	1.8314447	up	1.280927	up
1445723_at	Plcl1	phospholipase C-like 1	2.3449688	up	1.5519527	up	1.5109795	up
1437563_at	Phf20l1	PHD finger protein 20-like 1	2.3440418	up	1.7212316	up	1.3618399	up
1428008_at	Dnm1l	dynamin 1-like	2.3420913	up	1.8338947	up	1.2771133	up
1452142_at	Slc6a1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1	2.3413215	up	1.0025772	down	2.3473556	up
1436449_at		Transcribed locus	2.341248	up	1.095741	up	2.1366801	up
1429463_at	Prkaa2	protein kinase, AMP-activated, alpha 2 catalytic subunit	2.3401387	up	1.831769	up	1.2775292	up
1421436_at	Grid2	glutamate receptor, ionotropic, delta 2	2.338361	up	1.2125875	up	1.928406	up
1431913_a_at	Pde3a	phosphodiesterase 3A, cGMP inhibited	2.3374221	up	1.8991781	up	1.2307545	up
1439665_at	Lpar4	lysophosphatidic acid receptor 4	2.3361905	up	1.368573	up	1.7070267	up
1445230_at		Transcribed locus	2.3344378	up	1.6343863	up	1.4283268	up
1456513_at			2.3335736	up	1.285883	up	1.8147638	up
1418446_at	Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2	2.333545	up	1.2278665	up	1.9004877	up
1443974_at	Plcl1	phospholipase C-like 1	2.3326242	up	1.5098962	up	1.5448904	up
1446566_at		Transcribed locus	2.332452	up	1.2663363	up	1.84189	up
1432095_at	4921534H16Rik	RIKEN cDNA 4921534H16 gene	2.3314888	up	1.8003777	up	1.2949997	up
1434982_at		Transcribed locus	2.3314652	up	1.4614593	up	1.5952996	up
1438062_at	4832420A03Rik /// Rsf1	remodeling and spacing factor 1 /// RIKEN cDNA 4832420A03 gene	2.330037	up	1.6799753	up	1.3869473	up
1457139_at	Auts2	Autism susceptibility candidate 2	2.3271317	up	1.490917	up	1.5608729	up
1435171_at	2810416G20Rik	RIKEN cDNA 2810416G20 gene	2.3242042	up	1.4813279	up	1.5690004	up
1419123_a_at	Pdgfc	platelet-derived growth factor, C polypeptide	2.3221693	up	1.481276	up	1.5676817	up
1421943_at	Tgfa	transforming growth factor alpha	2.3218532	up	1.0028797	up	2.3151858	up
1454967_at		Transcribed locus	2.3209746	up	1.7782408	up	1.3052082	up
1451648_a_at	Folr2	folate receptor 2 (fetal)	2.318346	up	1.0057207	up	2.3051589	up
1458938_at	AA409016	expressed sequence AA409016	2.3179498	up	1.9890302	up	1.1653669	up
1421992_a_at	Igfbp4	insulin-like growth factor binding protein 4	2.3150735	up	1.9533955	up	1.1851535	up
1441515_at		Transcribed locus	2.3149061	up	1.4055866	up	1.6469324	up
1449124_at	Rgl1	ral guanine nucleotide dissociation stimulator,-like 1	2.313481	up	1.4847353	up	1.5581776	up
1422607_at	Etv1	ets variant gene 1	2.3127074	up	1.5341812	up	1.5074539	up
1426725_s_at	Ets1	E26 avian leukemia oncogene 1, 5 domain	2.3120663	up	1.9634341	up	1.1775625	up
1455418_at		Transcribed locus	2.3107731	up	1.8278894	up	1.2641755	up
1456883_at	Stox1	storkhead box 1	2.310145	up	1.0419017	up	2.217239	up
1443662_at		Transcribed locus	2.3080509	up	1.1916791	up	1.9368057	up
1456596_at	6430550H21Rik	RIKEN cDNA 6430550H21 gene	2.306315	up	1.9728373	up	1.1690345	up
1447623_s_at	Prkd1	protein kinase D1	2.3038192	up	1.0297283	up	2.2373078	up
1435041_at	EG433297 /// LOC433688 /// Myl6	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle /// predicted gene, EG433297 /// similar to 17,000 dalton myosin light chain	2.3005533	up	1.828985	up	1.2578306	up
1435892_at	Asxl3	additional sex combs like 3 (Drosophila)	2.3001482	up	1.6332774	up	1.4083022	up
1446464_at	Psme4	Proteasome (prosome, macropain) activator subunit 4	2.2995949	up	1.6464204	up	1.396724	up
1438809_at	Atp5c1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	2.2993138	up	1.8289233	up	1.2571954	up
1431394_a_at	Lrrk2	leucine-rich repeat kinase 2	2.2950923	up	1.7074422	up	1.3441697	up
1431193_at	Taf4b	TAF4B RNA polymerase II, TATA box binding protein (TBP)-associated factor	2.2947476	up	1.2966127	up	1.7698019	up
1422445_at	Itga6	integrin alpha 6	2.2938025	up	1.1369506	up	2.017504	up
1435311_s_at		CDNA clone IMAGE:6818979	2.293643	up	1.5824553	up	1.4494205	up
1440806_x_at	5730526G10Rik	RIKEN cDNA 5730526G10 gene	2.2921648	up	1.8530729	up	1.2369534	up
1454937_at	B630005N14Rik	RIKEN cDNA B630005N14 gene	2.2916126	up	1.5788413	up	1.4514521	up
1442971_at	Baz2b	bromodomain adjacent to zinc finger domain, 2B	2.2897315	up	1.4858012	up	1.5410753	up
1457751_at	4832420A03Rik /// Rsf1	remodeling and spacing factor 1 /// RIKEN cDNA 4832420A03 gene	2.2878582	up	1.9030445	up	1.2022096	up
1460662_at	Per3	period homolog 3 (Drosophila)	2.2863	up	1.53102	up	1.4933181	up
1429337_at	Tmem87b	transmembrane protein 87B	2.286083	up	1.6773156	up	1.3629415	up
1425425_a_at	Wif1	Wnt inhibitory factor 1	2.28556	up	1.7726625	up	1.2893372	up
1435537_at	Ptprd	protein tyrosine phosphatase, receptor type, D	2.2853034	up	1.2367914	up	1.8477678	up
1428284_at	8430427H17Rik	RIKEN cDNA 8430427H17 gene	2.2832246	up	1.8210909	up	1.2537675	up
1440759_at	ENSMUSG00000074335	predicted gene, ENSMUSG00000074335	2.2830355	up	1.2952454	down	2.957091	up
1441592_at		Transcribed locus	2.2797194	up	1.6835381	up	1.3541241	up
1437276_at		Transcribed locus	2.2787867	up	1.8688844	up	1.21933	up
1442659_at	Pcdh9	protocadherin 9	2.27746	up	1.1303611	down	2.5743523	up
1439690_at	5133401N09Rik	RIKEN cDNA 5133401N09 gene	2.2770545	up	1.5075457	up	1.5104381	up
1459372_at	Npas4	neuronal PAS domain protein 4	2.2769578	up	1.2162071	up	1.8721793	up
1437103_at	Igf2bp2	insulin-like growth factor 2 mRNA binding protein 2	2.2764227	up	1.51358	up	1.503999	up
1429951_at	Ssbp2	single-stranded DNA binding protein 2	2.273886	up	1.604165	up	1.4174888	up
1456392_at	Negr1	neuronal growth regulator 1	2.2722442	up	1.5296379	down	3.475711	up
1426900_at	Jmjd1c	jumonji domain containing 1C	2.2722208	up	1.7301072	up	1.313341	up
