probe set	Entrez Gene	Gene Symbol	Gene Title
225800_at	221895	JAZF1	juxtaposed with another zinc finger gene 1
211471_s_at	9609	RAB36	RAB36, member RAS oncogene family
235946_at	158787	RIBC1	RIB43A domain with coiled-coils 1
206773_at	4062	LY6H	lymphocyte antigen 6 complex, locus H
219876_s_at	55592	DKFZp434M0331	hypothetical protein DKFZp434M0331
236909_at	129881	LOC129881	hypothetical LOC129881
215637_at	95681	TSGA14	testis specific, 14
214575_s_at	566	AZU1	azurocidin 1 (cationic antimicrobial protein 37)
211219_s_at	9355	LHX2	LIM homeobox 2
1557681_s_at	161394	C14orf174	chromosome 14 open reading frame 174
239216_at	83659	TEKT1	tektin 1
238721_at	130752	MDH1B	malate dehydrogenase 1B, NAD (soluble)
219663_s_at	80757	MGC4659	hole gene
242624_at	84448	ABLIM2	actin binding LIM protein family, member 2
236674_at	388780	LOC388780	hypothetical LOC388780
45288_at	57406	ABHD6	abhydrolase domain containing 6
213293_s_at	10346	TRIM22	tripartite motif-containing 22
1565829_at	85459	KIAA1731	KIAA1731
237314_at	219670	C10orf63	chromosome 10 open reading frame 63
1556938_a_at	NA	NA	NA
229816_at	79819	WDR78	WD repeat domain 78
232493_at	28972	SPCS1	Signal peptidase complex subunit 1 homolog (S. cerevisiae)
220397_at	56890	MDM1	Mdm4, transformed 3T3 cell double minute 1, p53 binding protein (mouse)
1555573_at	255352	C10orf93	chromosome 10 open reading frame 93
232196_at	150082	C21orf13	chromosome 21 open reading frame 13
219887_at	55231	FLJ10786	hypothetical protein FLJ10786
220105_at	27156	RTDR1	rhabdoid tumor deletion region gene 1
228577_x_at	57489	ODF2L	outer dense fiber of sperm tails 2-like
221552_at	57406	ABHD6	abhydrolase domain containing 6
230334_at	NA	NA	NA
242203_at	4192	MDK	Midkine (neurite growth-promoting factor 2)
233375_at	84288	EFCAB2	EF-hand calcium binding domain 2
235328_at	51134	CCDC41	Coiled-coil domain containing 41
228601_at	401022	LOC401022	hypothetical LOC401022
240355_at	441075	LOC441075	LOC441075
242586_at	405752	FSD1CL	GTPase activating Rap/RanGAP domain-like 1
209167_at	2824	GPM6B	glycoprotein M6B
223838_at	80705	TSGA10	testis specific, 10
232316_at	161394	C14orf174	chromosome 14 open reading frame 174
239679_at	64431	ACTR6	ARP6 actin-related protein 6 homolog (yeast)
231084_at	80217	C10orf79	chromosome 10 open reading frame 79
237281_at	158798	AKAP14	A kinase (PRKA) anchor protein 14
209170_s_at	2824	GPM6B	glycoprotein M6B
230193_at	144406	WDR66	WD repeat domain 66
1554147_s_at	89876	C3orf15	chromosome 3 open reading frame 15
226402_at	113612	CYP2U1	cytochrome P450, family 2, subfamily U, polypeptide 1
236717_at	165186	LOC165186	similar to RIKEN cDNA 4632412N22 gene
234476_at	56171	DNAH7	dynein, axonemal, heavy polypeptide 7
1557551_at	9267	PSCD1	Pleckstrin homology, Sec7 and coiled-coil domains 1(cytohesin 1)
237282_s_at	158798	AKAP14	A kinase (PRKA) anchor protein 14
220769_s_at	79819	WDR78	WD repeat domain 78
229169_at	118491	TTC18	tetratricopeptide repeat domain 18
1552765_x_at	91147	TMEM67	transmembrane protein 67
229603_at	166379	FLJ35630	hypothetical protein FLJ35630
211432_s_at	7301	TYRO3	TYRO3 protein tyrosine kinase
213959_s_at	23322	KIAA1005	KIAA1005 protein
243237_at	200373	MGC33657	Similar to hypothetical protein
226872_at	5990	RFX2	regulatory factor X, 2 (influences HLA class II expression)
233071_at	345895	RSHL3	radial spokehead-like 3
220592_at	55036	FLJ20753	hypothetical protein FLJ20753
220991_s_at	140545	RNF32	ring finger protein 32 /// ring finger protein 32
232546_at	7161	TP73	Tumor protein p73
232639_at	90288	LOC90288	hypothetical protein LOC90288
1553202_at	219736	STOX1	storkhead box 1
235062_at	120379	LOC120379	hypothetical protein BC019238
223624_at	93550	ANUBL1	AN1, ubiquitin-like, homolog (Xenopus laevis)
235402_at	220004	FLJ32771	IIIG9 protein
232635_at	145508	C14orf145	chromosome 14 open reading frame 145
242563_at	9873	FCHSD2	FCH and double SH3 domains 2
229161_at	NA	NA	NA
1568924_a_at	154865	FLJ35834	hypothetical protein FLJ35834
241198_s_at	85016	MGC13040	hypothetical protein MGC13040
230452_at	400999	FLJ42351	hypothetical gene supported by AK124342
241917_at	9873	FCHSD2	FCH and double SH3 domains 2
207797_s_at	55805	LRP2BP	LRP2 binding protein
223842_s_at	51435	SCARA3	scavenger receptor class A, member 3
224463_s_at	85016	MGC13040	hypothetical protein MGC13040 /// hypothetical protein MGC13040
231430_at	220382	MGC33846	hypothetical protein MGC33846
1561828_at	201625	DNHD2	Dynein heavy chain domain 2
242916_at	11064	CEP1	centrosomal protein 1
243681_at	22941	SHANK2	SH3 and multiple ankyrin repeat domains 2
235182_at	140862	C20orf82	chromosome 20 open reading frame 82
1554141_s_at	79819	WDR78	WD repeat domain 78
243043_at	NA	NA	CDNA clone IMAGE:6616931
243955_at	NA	NA	Transcribed locus
1554140_at	79819	WDR78	WD repeat domain 78
226654_at	10071	MUC12	mucin 12
227233_at	10100	TSPAN2	tetraspanin 2
224165_s_at	64799	FLJ12476	hypothetical protein FLJ12476
1559584_a_at	283897	C16orf54	chromosome 16 open reading frame 54
205255_x_at	6932	TCF7	transcription factor 7 (T-cell specific, HMG-box)
1562639_at	221458	KIF6	Kinesin family member 6
233312_at	83853	ROPN1L	ropporin 1-like
1564238_a_at	151790	WDR49	WD repeat domain 49
219945_at	29118	DDX25	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25
243747_at	148103	ZNF599	zinc finger protein 599
1563794_s_at	55764	WDR10	WD repeat domain 10
214889_at	25854	DKFZP564J102	DKFZP564J102 protein
204995_at	8851	CDK5R1	cyclin-dependent kinase 5, regulatory subunit 1 (p35)
222291_at	NA	NA	NA
1559534_at	NA	NA	Homo sapiens, clone IMAGE:5743779, mRNA
230697_at	129880	BBS5	Bardet-Biedl syndrome 5
231565_at	255119	MGC35043	hypothetical protein MGC35043
1555804_a_at	80122	YSK4	Yeast Sps1/Ste20-related kinase 4 (S. cerevisiae)
220141_at	79864	FLJ23554	hypothetical protein FLJ23554
235658_at	NA	NA	Transcribed locus
1569316_at	8805	TRIM24	Tripartite motif-containing 24
236407_at	3753	KCNE1	potassium voltage-gated channel, Isk-related family, member 1
223764_x_at	55335	NIPSNAP3B	nipsnap homolog 3B (C. elegans)
220614_s_at	79747	C6orf103	chromosome 6 open reading frame 103
1562815_at	64800	FLJ23588	CAP-binding protein complex interacting protein 1
203665_at	3162	HMOX1	heme oxygenase (decycling) 1
220066_at	64127	CARD15	caspase recruitment domain family, member 15
1554298_a_at	151790	WDR49	WD repeat domain 49
220344_at	56673	C11orf16	chromosome 11 open reading frame 16
220125_at	27019	DNAI1	dynein, axonemal, intermediate polypeptide 1
210323_at	27285	TEKT2	tektin 2 (testicular)
237460_x_at	283551	LOC283551	hypothetical protein LOC283551
228882_at	7275	TUB	tubby homolog (mouse)
215433_at	23333	DPY19L1	Dpy-19-like 1 (C. elegans)
233788_at	NA	NA	NA
239594_at	145837	LOC145837	hypothetical protein LOC145837
231218_at	841	CASP8	Caspase 8, apoptosis-related cysteine peptidase
241120_s_at	493869	LOC493869	Similar to RIKEN cDNA 2310016C16
230720_at	221687	RNF182	ring finger protein 182
1553425_at	149465	WDR65	WD repeat domain 65
227694_at	90529	LOC90529	hypothetical protein LOC90529
233326_at	339829	DKFZp434A128	hypothetical protein DKFZp434A128
240927_at	NA	NA	NA
230695_s_at	221421	C6orf206	chromosome 6 open reading frame 206
243896_at	80217	C10orf79	chromosome 10 open reading frame 79
234079_at	NA	NA	NA
1552705_at	142679	DUSP19	dual specificity phosphatase 19
236915_at	NA	NA	NA
242086_at	54558	SPATA6	Spermatogenesis associated 6
1570253_a_at	121268	RHEBL1	Ras homolog enriched in brain like 1
220361_at	64799	FLJ12476	hypothetical protein FLJ12476
1553798_a_at	222235	FBXL13	F-box and leucine-rich repeat protein 13
214890_s_at	25854	DKFZP564J102	DKFZP564J102 protein
207636_at	5276	SERPINI2	serpin peptidase inhibitor, clade I (pancpin), member 2
1563595_at	9901	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3
219381_at	65250	FLJ13231	hypothetical protein FLJ13231
1553159_at	8701	DNAH11	dynein, axonemal, heavy polypeptide 11
234279_at	NA	NA	NA
1557756_a_at	145508	C14orf145	chromosome 14 open reading frame 145
237151_s_at	200373	MGC33657	similar to hypothetical protein
223962_at	83894	NYD-SP14	NYD-SP14 protein
204556_s_at	22873	DZIP1	DAZ interacting protein 1
206060_s_at	26191	PTPN22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)
1553228_at	220388	FLJ38159	hypothetical protein FLJ38159
240809_at	150142	C21orf121	chromosome 21 open reading frame 121
223866_at	84071	ARMC2	armadillo repeat containing 2
232745_x_at	79925	FLJ23577	KPL2 protein
234893_s_at	200383	LOC200383	similar to Dynein heavy chain at 16F
1553630_at	NA	NA	NA
220539_at	54777	C10orf92	chromosome 10 open reading frame 92
239776_at	NA	NA	CDNA FLJ43080 fis, clone BRTHA3017047
240922_at	201134	CCDC46	Coiled-coil domain containing 46
1556822_s_at	116412	LOC116412	Hypothetical protein BC012365
239828_at	222521	FLJ25791	hypothetical protein FLJ25791
1552321_a_at	85478	NYD-SP28	NYD-SP28 protein
1563814_at	130813	FLJ25143	hypothetical protein FLJ25143
209353_s_at	148753	C1orf76	chromosome 1 open reading frame 76
1552325_at	220136	CCDC11	coiled-coil domain containing 11
243036_at	80098		Hypothetical protein FLJ20972
232250_at	57501	KIAA1257	KIAA1257
237806_s_at	400849	LOC400849	hypothetical LOC400849
204557_s_at	22873	DZIP1	DAZ interacting protein 1
219106_s_at	10324	KBTBD10	kelch repeat and BTB (POZ) domain containing 10
241399_at	338811	FAM19A2	family with sequence similarity 19 (chemokine (C-C motif)-like), member A2
230924_at	284076	FLJ35808	hypothetical protein FLJ35808
243087_at	126820	WDR63	WD repeat domain 63
239468_at	283078	C10orf48	chromosome 10 open reading frame 48
213479_at	4885	NPTX2	neuronal pentraxin II
