Affymetrix ID	Fold Induction	Common name	Description
1395236_at	1.802		Similar to protein phosphatase 1, regulatory (inhibitor) subunit 5; Phosphatase 1, regulatory inhibitor subunit 5 (LOC309513), mRNA
1387802_at	1.798	Dlgap1	guanylate kinase associated protein
1389890_at	1.798		Similar to Hypothetical protein KIAA0182 (LOC307913), mRNA
1391830_at	1.797		Similar to copine family member (LOC362988), mRNA
1368143_at	1.797	Anxa7	annexin A7
1393316_at	1.797		UI-R-C2-nk-a-07-0-UI.s1 UI-R-C2 Rattus norvegicus cDNA clone UI-R-C2-nk-a-07-0-UI 3, mRNA sequence.
1397897_x_at	1.795		UI-R-CW0-bwa-h-09-0-UI.s1 UI-R-CW0 Rattus norvegicus cDNA clone UI-R-CW0-bwa-h-09-0-UI 3, mRNA sequence.
1373491_at	1.795		UI-R-CX0-bwq-f-06-0-UI.s1 UI-R-CX0 Rattus norvegicus cDNA clone UI-R-CX0-bwq-f-06-0-UI 3, mRNA sequence.
1390880_at	1.794		Similar to Eukaryotic translation initiation factor 3 subunit 6 interacting protein (HSPC021/HSPC025) (LOC300069), mRNA
1374451_at	1.792	Hand2	dHand protein
1374686_at	1.792		Transcribed sequences
1370033_at	1.791	Mlc3	fast myosin alkali light chain
1397556_at	1.791		UI-R-BJ0p-ais-c-05-0-UI.r1 UI-R-BJ0p Rattus norvegicus cDNA clone UI-R-BJ0p-ais-c-05-0-UI 5, mRNA sequence.
1368336_at	1.79	Fdx1	ferredoxin 1
1372323_at	1.789		Transcribed sequences
1369085_s_at	1.787	Snurf	small nuclear ribonucleoparticle-associated protein (snRNP) mRNA, clone Sm51
1392579_at	1.787		Similar to 5830411E10Rik protein (LOC363227), mRNA
1398303_s_at	1.786	LOC286890	tropomyosin isoform 6
1373718_at	1.785		Rat mRNA for beta-tubulin T beta15
1370507_at	1.784	Dap4	disks large-associated protein 4
1397211_at	1.784		Similar to Growth factor receptor-bound protein 10 (GRB10 adaptor protein) (LOC289776), mRNA
1369083_at	1.783	Cirbp	cold inducible RNA-binding protein
AFFX-LysX-3_at	1.781
1383030_at	1.78	Gna11	guanine nucleotide-binding protein alpha 11 subunit
1372625_at	1.78		Transcribed sequence with strong similarity to protein pir:T46318 (H.sapiens) T46318 hypothetical protein DKFZp434D0412.1 - human
1369943_at	1.779	Tgm2	tissue-type transglutaminase
1374117_at	1.778	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2
1368023_at	1.776	Qscn6	quiescin Q6
1394392_at	1.775		Similar to dJ881L22.2 (novel protein) (LOC311617), mRNA
1370445_at	1.774	Pspla1	phosphatidylserine-specific phospholipase A1
1369814_at	1.774	Scya20	small inducible cytokine subfamily A20
1368867_at	1.774	Gerp95	GERp95
1380615_at	1.772		Transcribed sequences
1378552_at	1.771		Similar to apoptosis signal-regulating kinase 2 (LOC313022), mRNA
1390510_at	1.771		Transcribed sequence with weak  similarity to protein ref:NP_081111.1 (M.musculus)  MS4A6D protein [Mus musculus]
1373217_at	1.768		Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1373266_at	1.767		Transcribed sequences
1370367_at	1.767	Slc1a1	solute carrier family 1, member 1
1378843_at	1.766		Transcribed sequences
1371807_at	1.765		Similar to apoptosis related protein APR-3; p18 protein (LOC298841), mRNA
1396562_at	1.765		Transcribed sequence with weak  similarity to protein ref:NP_005830.1 (H.sapiens)  Ser/Arg-related nuclear matrix protein
1370873_at	1.761	Calm3	calmodulin 3
1397781_at	1.761		UI-R-BJ2-bow-f-06-0-UI.s1 UI-R-BJ2 Rattus norvegicus cDNA clone UI-R-BJ2-bow-f-06-0-UI 3, mRNA sequence.
1370240_x_at	1.76	Hba1	Similar to hemoglobin alpha chain (LOC367986), mRNA
1386999_at	1.757	Ywhab	tyrosine 3-monooxgenase/tryptophan 5 monooxgenase activation protein, beta polypeptide
1367973_at	1.755	Ccl2	chemokine (C-C motif) ligand 2
1372681_at	1.755		Similar to amisyn (LOC362734), mRNA
1390881_at	1.753	Ms1	MS1
1374863_at	1.751		Transcribed sequence with moderate similarity to protein ref:NP_443192.1 (H.sapiens)  retinoid binding protein 7 [Homo sapiens]
1392981_at	1.751		Similar to iroquois homeobox protein 4 (LOC306655), mRNA
1369724_at	1.751	F13a	coagulation factor XIIIa
1379425_at	1.751		Similar to RIKEN cDNA 3110037I16 (LOC313563), mRNA
1391706_at	1.751		Transcribed sequences
1387144_at	1.75	Itga1	integrin alpha 1
1377974_at	1.749		Similar to RIKEN cDNA 4832412O06 gene (LOC362800), mRNA
1369082_at	1.749	Dffa	DNA fragmentation factor, alpha subunit
1388753_at	1.748		Similar to sulfatase FP (LOC311642), mRNA
1377761_at	1.746		Transcribed sequences
1393961_at	1.745		Similar to Huntingtin interacting protein E; huntingtin interactor protein E (LOC288741), mRNA
1367715_at	1.744	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a
1367574_at	1.744	Vim	vimentin
1386916_at	1.743	Ratireb	iron-responsive element-binding protein
1382737_at	1.742		Transcribed sequence
1397487_at	1.741		Transcribed sequence with moderate similarity to protein ref:NP_071381.1 (H.sapiens)  hypothetical protein LOC63929 [Homo sapiens]
1390383_at	1.741	ADRP	adipose differentiation-related protein
1368036_at	1.738	Ptprf	protein tyrosine phosphatase, receptor type, F
AFFX-r2-Bs-lys-M_at	1.738
1388416_at	1.736		Similar to lipoprotein receptor-related protein (LOC299858), mRNA
1384457_at	1.735		Similar to 1110064L07Rik protein (LOC361219), mRNA
1368948_at	1.735	Msn	moesin
1369820_at	1.734	Mcf2l	MCF.2 cell line derived transforming sequence-like
1372193_at	1.734		EST237004 Normalized rat ovary, Bento Soares Rattus sp. cDNA clone ROVEG22 3 end, mRNA sequence.
1370000_at	1.733	Nucb2	NEFA precursor
1378602_at	1.733		Transcribed sequence with weak  similarity to protein ref:NP_079268.1 (H.sapiens)  hypothetical protein FLJ12547 [Homo sapiens]
1371173_a_at	1.731	Cast	calpastatin
1386985_at	1.731	Gstm1	glutathione S-transferase, mu 1
1371221_at	1.729	Osi	Rattus norvegicus induced oxidative stress-like protein mRNA, partial cds.
1393669_at	1.729		Transcribed sequence with strong similarity to protein ref:NP_112243.1 (H.sapiens)  small GTP-binding protein [Homo sapiens]
1381823_at	1.727		UI-R-BJ1-avy-c-02-0-UI.s1 UI-R-BJ1 Rattus norvegicus cDNA clone UI-R-BJ1-avy-c-02-0-UI 3, mRNA sequence.
1388901_at	1.727		Similar to FKBP51 (LOC361810), mRNA
1378925_at	1.726	Crem	cAMP responsive element modulator
1367740_at	1.725	Ckb	creatine kinase, brain
1395065_at	1.725		Similar to hypothetical protein FLJ10904 (LOC361879), mRNA
1373535_at	1.725		Similar to mena protein (LOC360891), mRNA
1379332_at	1.722		Transcribed sequence with strong similarity to protein ref:NP_060785.2 (H.sapiens)  F-box protein FBW7, isoform 2; hypothetical protein FLJ11071; F-box protein FBW7; F-box protein SEL-10; homolog of C elegans sel-10; archipelago, Drosophila, homolog of [Homo sapiens]
1389135_at	1.722		Transcribed sequence with moderate similarity to protein ref:NP_062831.1 (H.sapiens)  CTP synthase II; CTP synthetase type 2 [Homo sapiens]
1387531_at	1.722	Msra	methionine sulfoxide reductase A
1373419_at	1.721	Ptprg	protein tyrosine phosphatase, receptor type, G
1373302_at	1.721		Transcribed sequences
1370806_at	1.721	Rmt7	hypothetical protein RMT-7
1373673_at	1.721		Transcribed sequence with moderate similarity to protein sp:P01903 (H.sapiens) HA2R_HUMAN HLA class II histocompatibility antigen, DR alpha chain precursor
1370301_at	1.719	Mmp2	matrix metalloproteinase 2 (72 KDa type IV collagenase)
1378215_at	1.718		Transcribed sequences
1397588_at	1.716		LOC360483 (LOC360483), mRNA
1368025_at	1.716	Rtp801	HIF-1 responsive RTP801
1383585_s_at	1.716		Similar to sorting nexin 10 (LOC297096), mRNA
1397943_at	1.716		Transcribed sequences
1390839_at	1.714		Similar to RIKEN cDNA E030024M05 (LOC298906), mRNA
1386953_at	1.712	Hsd11b1	hydroxysteroid 11-beta dehydrogenase 1
1381152_at	1.712		Similar to RIKEN cDNA 2610205E22 (LOC362103), mRNA
1370071_at	1.711	Ada	adenosine deaminase
1380552_at	1.71		Transcribed sequences
1374181_at	1.709		Similar to heterogeneous nuclear ribonucleoprotein G - human (LOC302855), mRNA
1394845_at	1.709		Similar to mKIAA0560 protein (LOC366163), mRNA
1368224_at	1.708	Spin2c	Serine protease inhibitor
1375697_at	1.707		Similar to Hypothetical protein KIAA0152 (LOC304543), mRNA
1369559_a_at	1.707	Cd47	integrin-associated protein
1395734_at	1.707		Similar to palmdelphin (LOC310811), mRNA
1387651_at	1.706	Aqp1	aquaporin 1
1374925_at	1.705		Similar to signal transducer and activator of transcription 6 (LOC362896), mRNA
1371293_at	1.704		EST212507 Normalized rat embryo, Bento Soares Rattus sp. cDNA clone REMBY58 3 end, mRNA sequence.
1389615_at	1.702		Similar to RIKEN cDNA 1110021N07 (LOC362912), mRNA
1372011_at	1.701	Gda	guanine deaminase
1367570_at	1.701	Tagln	transgelin
1390438_at	1.701	Hdac5	histone deacetylase 5
1392689_at	1.7		Similar to lipoxygenase-3 (LOC287424), mRNA
1387625_at	1.7	Igfbp6	insulin-like growth factor binding protein 6
1388131_at	1.7		Rat mRNA for beta-tubulin T beta15
1392652_at	1.699		Transcribed sequences
1370341_at	1.699	Eno2	enolase 2, gamma
1382938_at	1.699		UI-R-CA1-bbh-b-01-0-UI.s1 UI-R-CA1 Rattus norvegicus cDNA clone UI-R-CA1-bbh-b-01-0-UI 3, mRNA sequence.
1369936_at	1.698	Calm1	calmodulin 1
1375905_at	1.698		Similar to leukocyte receptor cluster (LRC) member 8 (LOC361506), mRNA
1383978_at	1.696		Similar to Huntingtin interacting protein E; huntingtin interactor protein E (LOC288741), mRNA
1367701_at	1.695	Ramp2	receptor (calcitonin) activity modifying protein 2
1396472_at	1.695		Transcribed sequences
1368658_at	1.692	Cntf	ciliary neurotropic factor
1395694_at	1.692		Similar to F-box only protein 9 isoform 2; F-box protein Fbx9 (LOC300849), mRNA
1367746_a_at	1.69	Flot2	flotillin 2
1370244_at	1.69	Ctsl	cathepsin L
1368943_at	1.689	Rnase4	ribonuclease, RNase A family 4
1373512_at	1.689		Similar to ilvB (bacterial acetolactate synthase)-like isoform 1; acetolactate synthase homolog (LOC362843), mRNA
1368391_at	1.689	Slc7a1	solute carrier family 7, member 1
1381878_at	1.687		Similar to ubinuclein (LOC302935), mRNA
1397970_at	1.687		Transcribed sequences
1370962_at	1.686	Cipar1	castration induced prostatic apoptosis-related protein 1
1370224_at	1.685	Stat3	signal transducer and activator of transcription 3
1399152_at	1.685		Similar to Epidermal growth factor receptor substrate 15 (Protein Eps15) (AF-1p protein) (LOC313474), mRNA
1398796_at	1.684	Tmp21	integral membrane protein Tmp21-I (p23)
1388596_at	1.684		Similar to coactosin-like 1; coactosin-like protein (LOC361422), mRNA
1390051_at	1.684		Similar to KIAA0774 protein (LOC304259), mRNA
1368379_at	1.682	Cd36l2	CD36 antigen (collagen type I receptor, thrombospondin receptor)-like 2
1387259_at	1.681	Cdh2	cadherin 2
1387599_a_at	1.681	Nqo1	NAD(P)H dehydrogenase, quinone 1
1390878_at	1.681		Similar to Thbs3 protein (LOC295242), mRNA
1398356_at	1.681		Similar to cleavage and polyadenylation specific factor 5; cleavage and polyadenylation specific factor 5, 25 kD subunit (LOC291877), mRNA
1387280_a_at	1.681	TA1	tumor-associated protein 1
1381971_at	1.681		Similar to Sry-related HMG-box protein (LOC311723), mRNA
1375672_at	1.679		Transcribed sequence with weak  similarity to protein pir:RGECDW (E. coli) RGECDW transcription activator of D-serine dehydratase - Escherichia coli
1367991_at	1.677	Gcs1	glucosidase 1
1396314_at	1.677		UI-R-C0-ih-b-08-0-UI.s1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-ih-b-08-0-UI 3, mRNA sequence.
1389881_at	1.677		Transcribed sequences
1397220_at	1.676		Transcribed sequences
1388339_at	1.675		Similar to phosphoprotein enriched in astrocytes 15 (LOC364052), mRNA
1383615_a_at	1.674		Similar to E3 ligase for inhibin receptor (LOC362736), mRNA
1374085_at	1.674		Similar to Max dimerization protein 4 (LOC360961), mRNA
1390033_at	1.673		Similar to nectin-like protein 1 (LOC360882), mRNA
1371315_at	1.673		Similar to myosin light chain 2a, MLC2a=myosin light chain 2 isoform (LOC289759), mRNA
1371432_at	1.672		Similar to Vat1 protein (LOC287721), mRNA
1368247_at	1.671	Hspa1a	heat shock 70kD protein 1A
1388034_at	1.671	Kif1b	kinesin family member 1B
1370831_at	1.67	Mgll	monoglyceride lipase
1384254_at	1.669		Transcribed sequences
1368065_at	1.667	Rgs19ip1	regulator of G-protein signaling 19 interacting protein 1
1368541_at	1.667	Emb	embigin
1368856_at	1.667	Jak2	Janus kinase 2
1387010_s_at	1.666	Scn1b	sodium channel, voltage-gated, type I, beta polypeptide
1373595_at	1.666		UI-R-CN1-clv-n-22-0-UI.s1 UI-R-CN1 Rattus norvegicus cDNA clone UI-R-CN1-clv-n-22-0-UI 3, mRNA sequence.
1374004_at	1.666		Similar to RIKEN cDNA D030028O16 (LOC298771), mRNA
1368573_at	1.665	Kpnb1	karyopherin,beta 1
1367974_at	1.664	Anx3	Annexin III (Lipocortin III)
1374194_at	1.663		Transcribed sequences
1371073_at	1.661	B4galt1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1
1395730_at	1.661		Transcribed sequence with moderate similarity to protein pir:A55314 (H.sapiens) A55314 glycine--tRNA ligase
AFFX-DapX-5_at	1.659
1380446_at	1.658		Similar to AF-10 protein (LOC361285), mRNA
1389203_at	1.658		Similar to cDNA sequence BC003251 (LOC363604), mRNA
1394668_at	1.657		Similar to nectin-like protein 1 (LOC360882), mRNA
1391701_at	1.657		Transcribed sequences
1392522_at	1.657		Similar to hypothetical protein D10Ertd438e (LOC294400), mRNA
1394581_at	1.656		Transcribed sequences
1398840_at	1.655	Vamp5	vesicle-associated membrane protein 5
1392435_at	1.655	Hspb7	heat shock 27kD protein family, member 7 (cardiovascular)
1389989_at	1.653	Atrx	alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S.cerevisiae)
1384359_at	1.652		Transcribed sequence with weak  similarity to protein pir:T08727 (H.sapiens) T08727 probable H+-transporting ATP synthase
1392117_at	1.651		Transcribed sequences
1379203_at	1.65		Similar to Transcription factor DP-2 (E2F dimerization partner 2) (DP-3) (LOC300947), mRNA
1374213_at	1.65	Arfgef2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)
1377393_at	1.649		Similar to MGC14161 protein (LOC311362), mRNA
1393415_at	1.648	Ednra	endothelin receptor type A
1372037_at	1.648	Enigma	enigma (LIM domain protein)
1373554_at	1.646		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1396049_x_at	1.646	Rpl3	nag14a03.x1 NCI_CGAP_Emb2 Rattus norvegicus cDNA clone IMAGE:4175909 3 similar to SW:RL3_RAT P21531 60S RIBOSOMAL PROTEIN L3 ;, mRNA sequence.
1370130_at	1.645	Arha2	plysia ras-related homolog A2
1383542_at	1.645		UI-R-DA0-byp-f-04-0-UI.s1 UI-R-DA0 Rattus norvegicus cDNA clone UI-R-DA0-byp-f-04-0-UI 3, mRNA sequence.
1387346_at	1.645	Itgb1	integrin beta 1
1387351_at	1.644	Fbn1	fibrillin-1
1372690_at	1.644	Ngrh2	Nogo-66 receptor homolog 2
AFFX-r2-Bs-dap-M_at	1.643
1372590_at	1.643		Similar to putative secreted protein ZSIG37 (LOC303701), mRNA
1390144_at	1.643		UI-R-BT1-bmp-f-05-0-UI.s1 UI-R-BT1 Rattus norvegicus cDNA clone UI-R-BT1-bmp-f-05-0-UI 3, mRNA sequence.
1398313_a_at	1.639	Kcnk3	potassium channel, subfamily K, member 3
1398847_at	1.639	Nudt4	diphosphoinositol polyphosphate phosphohydolase type II
1394436_at	1.638		Similar to JNK-associated leucine-zipper protein (LOC360600), mRNA
1396194_at	1.638		Similar to Histone H2B 291B (LOC295278), mRNA
1380619_at	1.638		Similar to RIKEN cDNA 3110001I22 (LOC361116), mRNA
1399035_at	1.637		Similar to RIKEN cDNA 5031409G22 (LOC300088), mRNA
1394446_at	1.637		Transcribed sequences
1387109_at	1.636	Por	P450 (cytochrome) oxidoreductase
1382809_at	1.635	Cirbp	cold inducible RNA-binding protein
1368473_at	1.635	Gja5	gap junction membrane channel protein alpha 5
1387087_at	1.635	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta
1395372_at	1.635		Similar to RIKEN cDNA 4832412O06 gene (LOC362800), mRNA
1384312_at	1.635		UI-R-C3-tt-d-06-0-UI.r1 UI-R-C3 Rattus norvegicus cDNA clone UI-R-C3-tt-d-06-0-UI 5, mRNA sequence.
1386870_at	1.634	Glns	glutamine synthetase 1
1373399_at	1.633		Similar to WD repeat protein WDR6 (LOC301007), mRNA
1370465_at	1.633	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A
1391915_at	1.633		Similar to grp75 (LOC295778), mRNA
1398643_at	1.633		Similar to Endoribonuclease Dicer (Double-strand-specific ribonuclease mDCR-1) (LOC299284), mRNA
1376640_at	1.633		Similar to hypothetical protein (LOC307138), mRNA
1368808_at	1.632	Cap1	cyclase-associated protein homologue
1369702_at	1.632	Ensa	endosulfine alpha
1381903_at	1.632		Similar to 5730501N20Rik protein (LOC314157), mRNA
1378799_at	1.632		Transcribed sequences
1374029_at	1.632		Transcribed sequences
1384313_at	1.631		Transcribed sequences
1377212_at	1.631		Transcribed sequences
1371239_s_at	1.629	LOC286890	tropomyosin isoform 6
1372604_at	1.628		Similar to Apolipoprotein L3 (Apolipoprotein L-III) (ApoL-III) (TNF-inducible protein CG12-1) (CG12_1) (LOC315106), mRNA
1388733_at	1.627		Similar to RIKEN cDNA 3010001A07 (LOC304709), mRNA
1369215_a_at	1.626	Cpd	carboxypeptidase D
1387646_a_at	1.625	Max	Max
1385381_at	1.625		Transcribed sequences
1368207_at	1.624	Fxyd5	FXYD domain-containing ion transport regulator 5
1371534_at	1.624		Similar to RIKEN cDNA 1300006L01 (LOC309111), mRNA
1368908_at	1.624	Anxa4	ZAP 36/annexin IV
1383552_at	1.623		Transcribed sequences
1374011_at	1.623		Similar to TFIIH basal transcription factor complex helicase XPB subunit (Basic transcription factor 2 89 kDa subunit) (BTF2-p89) (TFIIH 89 kDa subunit) (DNA-repair protein complementing XP-B cells) (Xeroderma pigmentosum group B co ...
1371360_at	1.623		Transcribed sequence with moderate similarity to protein sp:Q92597 (H.sapiens) NDR1_HUMAN NDRG1 protein
1389188_at	1.623	Gpr108	G protein-coupled receptor 108
1388130_at	1.622	Zyx	zyxin
1372565_at	1.621		Similar to toll-associated serine protease (LOC360959), mRNA
1370885_at	1.621	LOC252929	EST192166 Normalized rat muscle, Bento Soares Rattus sp. cDNA clone RMUAE33 3 end, mRNA sequence.
1368101_at	1.62	Calm3	calmodulin 3
1371936_at	1.62	Eif4a1	eukaryotic translation initiation factor 4A, isoform 1
1382680_at	1.619	ADRP	adipose differentiation-related protein
1377899_at	1.618		Similar to RIKEN cDNA 2810025M15 (LOC289138), mRNA
1397848_at	1.618		Similar to RIKEN cDNA 6330406I15 (LOC360757), mRNA
1375813_at	1.617		Similar to NAKAP95 (LOC299569), mRNA
1368241_a_at	1.617	Flot1	flotillin 1
1392360_at	1.616		Transcribed sequences
1376658_at	1.616		Transcribed sequences
1385981_at	1.616	Prg1	plasticity related gene 1
1391758_at	1.615		UI-R-BJ1-aut-f-04-0-UI.s1 UI-R-BJ1 Rattus norvegicus cDNA clone UI-R-BJ1-aut-f-04-0-UI 3, mRNA sequence.
1392089_at	1.615		Similar to host cell factor 2 (LOC314704), mRNA
1395448_at	1.615		Similar to hypothetical protein FLJ13511 (LOC362842), mRNA
1376150_at	1.615		Transcribed sequences
1392453_at	1.614	Clcn3	chloride channel 3
1376438_at	1.614		Transcribed sequences
1386338_at	1.613		UI-R-AC0-yq-d-04-0-UI.s1 UI-R-AC0 Rattus norvegicus cDNA clone UI-R-AC0-yq-d-04-0-UI 3, mRNA sequence.
1387408_at	1.613	Siah2	seven in absentia 2
1373868_at	1.612		Similar to Bcl-2-associated transcription factor (LOC293017), mRNA
1370889_at	1.612	Loc266761	cytochrome P450-like protein
1370521_at	1.611	Vps33b	vacuolar protein sorting homolog r-vps33b
1368896_at	1.611	Madh7	MAD homolog 7 (Drosophila)
1387257_at	1.611	Sct	secretin
1380008_at	1.611		Similar to Neurofilament triplet H protein (200 kDa neurofilament protein) (Neurofilament heavy polypeptide) (NF-H) (LOC306647), mRNA
1398553_at	1.61		Similar to CGI-100-like protein; RIKEN cDNA 3110020O18 (LOC289883), mRNA
1367847_at	1.608	Nupr1	nuclear protein 1
1370363_at	1.607	Ces3	carboxylesterase 3
1376128_at	1.607		Transcribed sequences
1388565_at	1.606		Similar to DNA segment, Chr 9, Wayne State University 18, expressed (LOC300791), mRNA
1391628_at	1.606		Similar to SYT (LOC361295), mRNA
1391256_at	1.606		Similar to Ribonuclease P protein subunit p38 (RNaseP protein p38) (LOC291317), mRNA
1381942_at	1.606		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
AFFX-r2-Bs-dap-5_at	1.605
1373590_at	1.604		Similar to erthyrocyte band 7 integral membrane protein, protein 7.2B, stomatin (LOC296655), mRNA
1387952_a_at	1.604	Cd44	CD44 antigen
1395339_at	1.604		DRAADB07 Rat DRG Library Rattus norvegicus cDNA clone DRAADB07 5, mRNA sequence.
1374263_at	1.603		Transcribed sequences
1380144_at	1.603		Transcribed sequences
1395363_at	1.603		Similar to methionine-tRNA synthetase; methionine tRNA ligase; methionyl-tRNA synthetase (LOC299851), mRNA
1392970_at	1.602		Similar to mucin 7, salivary (LOC300967), mRNA
1367753_at	1.602	VAP1	vesicle associated protein
1377329_at	1.602		Transcribed sequences
1392648_at	1.601		Similar to macrophage mannose receptor precursor (LOC291327), mRNA
1375573_at	1.6		Transcribed sequences
1385298_at	1.6		Similar to putative anion transporter (LOC366909), mRNA
1369597_at	1.6	Vapb	vesicle-associated membrane protein, associated protein B and C
1397674_at	1.6		UI-R-C1-kr-a-02-0-UI.s1 UI-R-C1 Rattus norvegicus cDNA clone UI-R-C1-kr-a-02-0-UI 3, mRNA sequence.
1376137_at	1.6		Similar to evectin-2 (LOC301337), mRNA
1372179_at	1.599	Nvp3	neural visinin-like Ca2+-binding protein type 3
1393189_at	1.599	Maoa	monoamine oxidase A
1391551_at	1.599		UI-R-DO1-cmk-j-04-0-UI.s1 UI-R-DO1 Rattus norvegicus cDNA clone UI-R-DO1-cmk-j-04-0-UI 3, mRNA sequence.
1368463_at	1.598	Vegfc	vascular endothelial growth factor C
1375137_at	1.598		Similar to actin related protein 2/3 complex subunit 2; ARP2/3 protein complex subunit 34 (LOC301511), mRNA
1379716_at	1.596		Similar to macrophage hemoglobin scavenger receptor CD163 precursor (LOC312701), mRNA
1388392_at	1.595		Similar to Tax interaction protein 1 (LOC360564), mRNA
1382193_at	1.595		Similar to RIKEN cDNA 1500009M05 (LOC295457), mRNA
1383278_at	1.595		Similar to Centaurin gamma 2 (LOC316611), mRNA
1367797_at	1.595	Men1	multiple endocrine neoplasia 1
1390116_at	1.595		Similar to polymerase I-transcript release factor; PTRF (LOC287710), mRNA
1372136_at	1.595		Similar to tetraspanin similar to TM4SF9 (LOC306324), mRNA
1387041_at	1.595	Ubqln1	ubiquilin 1
1376437_at	1.595		Similar to carcinoma related gene (LOC303262), mRNA
1386877_at	1.594	Ap2s1	clathrin-associated protein 17
1392607_at	1.594		Transcribed sequences
1370154_at	1.593	Lyz	Rat lysozyme gene, complete cds.
1372307_at	1.593		Transcribed sequences
1393116_at	1.592		Similar to SET and MYND domain containing 4 (LOC287525), mRNA
1375881_at	1.591		Similar to sid23p (LOC296197), mRNA
1383567_at	1.591		Similar to hypothetical protein MGC3279 similar to collectins (LOC366588), mRNA
1370251_at	1.591	esu	Esau
1395003_at	1.59		Similar to C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 6; dendritic cell immunoreceptor; C-type lectin (LOC362430), mRNA
1397527_at	1.59		Similar to ring finger B-box coiled-coil protein, GOA - human (LOC303683), mRNA
1388629_at	1.589	Impdh2	IMP (inosine monophosphate) dehydrogenase 2
1393203_at	1.589		Similar to RIKEN cDNA 2010309E21 (LOC297415), mRNA
1370807_at	1.589	Vmp1	vacuole Membrane Protein 1
1375846_at	1.589		Transcribed sequence with strong similarity to protein ref:NP_035403.1 (M.musculus)  xenotropic and polytropic retrovirus receptor 1; receptor for MCF virus 1; suppressor of yeast G<a> deletion [Mus musculus]
1393170_at	1.588		Transcribed sequences
1370561_at	1.588	LOC171553	iGb3 synthase
1368868_at	1.588	Akap12	A kinase (PRKA) anchor protein (gravin) 12
1389005_at	1.588		Transcribed sequence with weak  similarity to protein pir:T46275 (H.sapiens) T46275 hypothetical protein DKFZp564L0678.1 - human
1382287_at	1.587		Similar to Rnps1 protein (LOC287113), mRNA
1370947_at	1.587	Rda279	hypothetical protein RDA279
1369029_at	1.587	Plscr1	phospholipid scramblase 1
1388397_at	1.586	Ebna1bp2	EBNA1 binding protein 2
1368901_at	1.586	Thbd	thrombomodulin
1373611_at	1.586		Similar to interleukin 17 receptor (LOC312679), mRNA
1379914_at	1.586		Transcribed sequences
1371418_at	1.585		Similar to chaperonin containing TCP-1 beta subunit (LOC299809), mRNA
1384399_at	1.585		Similar to Hypothetical protein KIAA1223 (LOC294988), mRNA
1370056_at	1.585	Ly6b	Ly6-C antigen gene
1394118_at	1.585		Transcribed sequences
1371465_at	1.584	Cttnb	cortactin isoform B
1371478_at	1.584		Similar to RIKEN cDNA 1110008F13 (LOC296315), mRNA
1398962_at	1.583		Similar to cDNA sequence BC005632 (LOC299617), mRNA
1370880_at	1.583	Rnh1	ribonuclease/angiogenin inhibitor
1383138_at	1.583		Similar to slingshot 3 (LOC365396), mRNA
1374202_at	1.583		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1390405_at	1.583		Transcribed sequences
1394078_at	1.582		Transcribed sequences
1383917_at	1.582		Transcribed sequence with strong similarity to protein ref:NP_057512.1 (H.sapiens)  NESH protein [Homo sapiens]
1371382_at	1.582		Similar to FLJ00343 protein (LOC293860), mRNA
1388120_at	1.582	Pdcd6ip	hq35a05.x1 NCI_CGAP_Pr35 Rattus norvegicus cDNA clone IMAGE:3121328 3 similar to TR:O89014 O89014 ALIX-SF. [1] ;, mRNA sequence.
1384852_at	1.582	ram	low Mr GTP-binding protein
1387871_at	1.581	Cfl1	cofilin 1
1397164_at	1.58		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1368130_at	1.58	Aldh3a1	aldehyde dehydrogenase family 3, member A1
1385397_at	1.58		Ab1-219 mRNA, complete cds
1391139_at	1.58		Transcribed sequences
1388335_at	1.579		Similar to transgelin 2; SM22-alpha homolog (LOC304983), mRNA
1390418_at	1.579		Similar to RIKEN cDNA 2310066K23 (LOC316333), mRNA
1383311_at	1.578		Similar to zinc finger protein Cezanne; cellular zinc finger anti-NF-kappaB Cezanne (LOC310677), mRNA
1367633_at	1.578	Glns	glutamine synthetase 1
