probe set	Entrez Gene	Gene Symbol	Gene Title
235046_at	NA	NA	Transcribed locus, moderately similar to XP_518244.1 PREDICTED: similar to sirtuin 5 isoform 2; sir2-like 5; silent mating type information regulation 2, S.cerevisiae, homolog 5; sirtuin (silent mating type information regulation 2, S.cerevisiae, homolog) 5; sirtuin silent mating type information regulation 2 h... [Pan troglodytes]
226670_s_at	80336	C20orf119	Similar to embryonic poly(A) binding protein
232307_at	23389	THRAP2	Thyroid hormone receptor associated protein 2
229538_s_at	128239	IQGAP3	IQ motif containing GTPase activating protein 3
227224_at	55103	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2
228763_at	145553 /// 29082	CHMP4A /// MGC5987	chromatin modifying protein 4A /// hypothetical protein MGC5987
209786_at	10473	HMGN4	high mobility group nucleosomal binding domain 4
213201_s_at	7138	TNNT1	troponin T type 1 (skeletal, slow)
202830_s_at	2542	SLC37A4	solute carrier family 37 (glycerol-6-phosphate transporter), member 4
204087_s_at	8884	SLC5A6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6
227074_at	1810 /// 55691	FRMD4A /// DR1	FERM domain containing 4A /// Down-regulator of transcription 1, TBP-binding (negative cofactor 2)
227624_at	57667	KIAA1546	KIAA1546 protein
222505_at	64327	LMBR1	limb region 1 homolog (mouse)
209320_at	109	ADCY3	adenylate cyclase 3
202975_s_at	22836	RHOBTB3	Rho-related BTB domain containing 3
242338_at	169200	TMEM64	transmembrane protein 64
224196_x_at	51611	DPH5	DPH5 homolog (S. cerevisiae)
208580_x_at	8362 /// 8363	HIST1H4K /// HIST1H4J	histone 1, H4k /// histone 1, H4j
226771_at	57198	ATP8B2	ATPase, Class I, type 8B, member 2
209460_at	18	ABAT	4-aminobutyrate aminotransferase
225330_at	145815	MGC18216	hypothetical protein MGC18216
204432_at	6666	SOX12	SRY (sex determining region Y)-box 12
48031_r_at	10826	C5orf4	chromosome 5 open reading frame 4
213131_at	10439	OLFM1	olfactomedin 1
226807_at	162239	ZFP1	zinc finger protein 1 homolog (mouse)
203256_at	1001	CDH3	cadherin 3, type 1, P-cadherin (placental)
210372_s_at	7164	TPD52L1	tumor protein D52-like 1
219654_at	9200	PTPLA	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member a
225895_at	171024	SYNPO2	synaptopodin 2
207618_s_at	617	BCS1L	BCS1-like (yeast)
225695_at	54978	C2orf18	chromosome 2 open reading frame 18
214463_x_at	8362 /// 8363	HIST1H4K /// HIST1H4J	histone 1, H4k /// histone 1, H4j
239319_at	NA	NA	CDNA clone IMAGE:5297581
239463_at	NA	NA	Transcribed locus
238002_at	27333	GOLPH4	golgi phosphoprotein 4
227550_at	143381	LOC143381	hypothetical protein LOC143381
241816_at	55320	C14orf106	Chromosome 14 open reading frame 106
226267_at	122953	JDP2	jun dimerization protein 2
212236_x_at	3872	KRT17	keratin 17
226926_at	93099	ZD52F10	dermokine
227545_at	580	BARD1	BRCA1 associated RING domain 1
223639_s_at	30834	ZNRD1	zinc ribbon domain containing, 1
220974_x_at	81855	SFXN3	sideroflexin 3 /// sideroflexin 3
225533_at	26147	PHF19	PHD finger protein 19
204998_s_at	22809	ATF5	activating transcription factor 5
242909_at	NA	NA	Transcribed locus
240633_at	285489	FLJ33718	hypothetical protein FLJ33718
227560_at	118980	SFXN2	sideroflexin 2
1553349_at	196528	ARID2	AT rich interactive domain 2 (ARID, RFX-like)
224896_s_at	150465	TTL	tubulin tyrosine ligase
242241_x_at	NA	NA	Transcribed locus
226231_at	5074	PAWR	PRKC, apoptosis, WT1, regulator
205586_x_at	7425	VGF	VGF nerve growth factor inducible
209632_at	5523	PPP2R3A	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha
235119_at	83860	TAF3	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa
231926_at	58513	EPS15L1	epidermal growth factor receptor pathway substrate 15-like 1
227627_at	23678	SGK3	serum/glucocorticoid regulated kinase family, member 3
207695_s_at	3547	IGSF1	immunoglobulin superfamily, member 1
215489_x_at	9454	HOMER3	homer homolog 3 (Drosophila)
215543_s_at	9215	LARGE	like-glycosyltransferase
204257_at	3995	FADS3	fatty acid desaturase 3
232682_at	55686	DSU	dilute suppressor
216262_s_at	60436	TGIF2	TGFB-induced factor 2 (TALE family homeobox)
222835_at	79875	THSD4	Thrombospondin, type I, domain containing 4
1555501_s_at	51319	RSRC1	arginine/serine-rich coiled-coil 1
235061_at	152926	PPM1K	protein phosphatase 1K (PP2C domain containing)
220329_s_at	55005	C6orf96	chromosome 6 open reading frame 96
221268_s_at	81537	SGPP1	sphingosine-1-phosphate phosphatase 1 /// sphingosine-1-phosphate phosphatase 1
200907_s_at	23022	KIAA0992	palladin
226839_at	126382	TRA16	TR4 orphan receptor associated protein TRA16
223201_s_at	84187		hypothetical protein FLJ22679
229307_at	23243	ANKRD28	ankyrin repeat domain 28
227662_at	171024	SYNPO2	synaptopodin 2
215867_x_at	771	CA12	carbonic anhydrase XII
228384_s_at	84795	C10orf33	chromosome 10 open reading frame 33
225234_at	867	CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence
226938_at	26094	WDR21A	WD repeat domain 21A
226506_at	79875	FLJ13710	hypothetical protein FLJ13710
201763_s_at	1616	DAXX	death-associated protein 6
218699_at	8934	RAB7L1	RAB7, member RAS oncogene family-like 1
218404_at	29887	SNX10	sorting nexin 10
228027_at	114928	GPRASP2	G protein-coupled receptor associated sorting protein 2
212254_s_at	667	DST	dystonin
218694_at	51309	ARMCX1	armadillo repeat containing, X-linked 1
213245_at	107	ADCY1	adenylate cyclase 1 (brain)
235025_at	112840	C14orf150	chromosome 14 open reading frame 150
206115_at	1960	EGR3	early growth response 3
205032_at	3673	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)
227232_at	51466	EVL	Enah/Vasp-like
218700_s_at	8934	RAB7L1	RAB7, member RAS oncogene family-like 1
221541_at	83716	CRISPLD2	cysteine-rich secretory protein LCCL domain containing 2
229615_at	NA	NA	Transcribed locus, moderately similar to XP_498452.1 PREDICTED: hypothetical protein XP_498452 [Homo sapiens]
217762_s_at	11031	RAB31	RAB31, member RAS oncogene family
209343_at	80303	EFHD1	EF-hand domain family, member D1
212677_s_at	23177	KIAA0582	KIAA0582
209544_at	8767	RIPK2	receptor-interacting serine-threonine kinase 2
227084_at	1837	DTNA	dystrobrevin, alpha
235786_at	9135	RABEP1	Rabaptin, RAB GTPase binding effector protein 1
203071_at	7869	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B
205264_at	10849	CD3EAP	CD3E antigen, epsilon polypeptide associated protein
218705_s_at	28966	SNX24	sorting nexing 24
204354_at	25913	POT1	POT1 protection of telomeres 1 homolog (S. pombe)
232034_at	203274	LOC203274	hypothetical protein LOC203274
221649_s_at	56342	PPAN	peter pan homolog (Drosophila)
1555201_a_at	55005	C6orf96	chromosome 6 open reading frame 96
212970_at	79730	FLJ14001	Hypothetical protein FLJ14001
205759_s_at	6820	SULT2B1	sulfotransferase family, cytosolic, 2B, member 1
223711_s_at	29087	THY28	thymocyte protein thy28
217763_s_at	11031	RAB31	RAB31, member RAS oncogene family
220177_s_at	64699	TMPRSS3	transmembrane protease, serine 3
227927_at	641559	NBPF8	Neuroblastoma breakpoint family, member 20
221924_at	83637	DKFZp761I2123	hypothetical protein DKFZp761I2123
224927_at	170954	KIAA1949	KIAA1949
241473_at	23213	SULF1	Sulfatase 1
210735_s_at	771	CA12	carbonic anhydrase XII
227628_at	493869	LOC493869	similar to RIKEN cDNA 2310016C16
203325_s_at	1289	COL5A1	collagen, type V, alpha 1
213906_at	4603	MYBL1	v-myb myeloblastosis viral oncogene homolog (avian)-like 1
229092_at	NA	NA	Full length insert cDNA clone YX37E06
223277_at	54859	FLJ20211	hypothetical protein FLJ20211
1555370_a_at	23261	CAMTA1	calmodulin binding transcription activator 1
240659_x_at	55320	C14orf106	Chromosome 14 open reading frame 106
242912_at	NA	NA	NA
203628_at	3480	IGF1R	insulin-like growth factor 1 receptor
227314_at	3673	ITGA2	Integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)
217764_s_at	11031	RAB31	RAB31, member RAS oncogene family
219197_s_at	57758	SCUBE2	signal peptide, CUB domain, EGF-like 2
235944_at	83872	HMCN1	hemicentin 1
201540_at	2273	FHL1	four and a half LIM domains 1
224723_x_at	401397	LOC401397	hypothetical LOC401397
225944_at	57486	NLN	neurolysin (metallopeptidase M3 family)
230163_at	143381	LOC143381	GDNF family receptor alpha 1
232202_at	NA	NA	CDNA: FLJ21274 fis, clone COL01781
242052_at	636	BICD1	Bicaudal D homolog 1 (Drosophila)
212736_at	89927	C16orf45	chromosome 16 open reading frame 45
244038_at	112840	C14orf150	chromosome 14 open reading frame 150
34408_at	6253	RTN2	reticulon 2
220751_s_at	10826	C5orf4	chromosome 5 open reading frame 4
1554447_at	554203	LOC554203	hypothetical LOC554203
242396_at	440312	LOC440312	LOC440312
218364_at	9209	LRRFIP2	leucine rich repeat (in FLII) interacting protein 2
237112_at	284611	FAM102B	Family with sequence similarity 102, member B
205862_at	9687	GREB1	GREB1 protein
209435_s_at	9181	ARHGEF2	rho/rac guanine nucleotide exchange factor (GEF) 2
209172_s_at	1063	CENPF	centromere protein F, 350/400ka (mitosin) /// centromere protein F, 350/400ka (mitosin)
227019_at	400793	LOC400793	hypothetical gene supported by AK125122
208613_s_at	2317	FLNB	filamin B, beta (actin binding protein 278)
235208_at	153733	MGC39633	hypothetical protein MGC39633
225473_at	140710	C20orf117	chromosome 20 open reading frame 117
227764_at	130574	MGC52057	hypothetical protein MGC52057
217289_s_at	2542	SLC37A4	solute carrier family 37 (glycerol-6-phosphate transporter), member 4
206137_at	9699	RIMS2	regulating synaptic membrane exocytosis 2
218553_s_at	79047	KCTD15	potassium channel tetramerisation domain containing 15
212554_at	10486	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)
220038_at	23678	SGK3	serum/glucocorticoid regulated kinase family, member 3
219090_at	57419	SLC24A3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3
227679_at	79885	HDAC11	Histone deacetylase 11
214053_at	NA	NA	CDNA FLJ44318 fis, clone TRACH3000780
218285_s_at	56898	DHRS6	dehydrogenase/reductase (SDR family) member 6
243240_at	4897	NRCAM	Neuronal cell adhesion molecule
218719_s_at	64785	FLJ13912	hypothetical protein FLJ13912
234985_at	NA	NA	NA
235275_at	656	BMP8B	Bone morphogenetic protein 8b (osteogenic protein 2)
204385_at	8942	KYNU	kynureninase (L-kynurenine hydrolase)
228554_at	NA	NA	MRNA; cDNA DKFZp586G0321 (from clone DKFZp586G0321)
217518_at	26509	FER1L3	fer-1-like 3, myoferlin (C. elegans)
225943_at	57486	NLN	neurolysin (metallopeptidase M3 family)
222921_s_at	23493	HEY2	hairy/enhancer-of-split related with YRPW motif 2
210762_s_at	10395	DLC1	deleted in liver cancer 1
210663_s_at	8942	KYNU	kynureninase (L-kynurenine hydrolase)
1552946_at	163071	ZNF114	zinc finger protein 114
243349_at	57535	KIAA1324	KIAA1324
204455_at	667	DST	dystonin
1552947_x_at	163071	ZNF114	zinc finger protein 114
220610_s_at	9209	LRRFIP2	leucine rich repeat (in FLII) interacting protein 2
208228_s_at	2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)
212960_at	23158	KIAA0882	KIAA0882 protein
200982_s_at	309	ANXA6	annexin A6
225651_at	7325	UBE2E2	ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)
1557843_at	400880	LOC400880	Hypothetical gene supported by AY338954
205696_s_at	2674	GFRA1	GDNF family receptor alpha 1
231894_at	NA	NA	NA
230178_s_at	55250	STATIP1	Signal transducer and activator of transcription 3 interacting protein 1
224908_s_at	150465	TTL	tubulin tyrosine ligase
225721_at	171024	SYNPO2	Synaptopodin 2
219189_at	26233	FBXL6	F-box and leucine-rich repeat protein 6
235049_at	107	ADCY1	adenylate cyclase 1 (brain)
218025_s_at	10455	PECI	peroxisomal D3,D2-enoyl-CoA isomerase
244745_at	85004	RERG	RAS-like, estrogen-regulated, growth inhibitor
244375_at	51466	EVL	Pre-mRNA cleavage factor I, 59 kDa subunit
204165_at	8936	WASF1	WAS protein family, member 1
224580_at	81539	SLC38A1	Solute carrier family 38, member 1
202392_s_at	23761	PISD	phosphatidylserine decarboxylase
222312_s_at	NA	NA	CDNA clone IMAGE:6186815
235301_at	222223	KIAA1324L	KIAA1324-like
213712_at	54898	ELOVL2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2
205549_at	5121	PCP4	Purkinje cell protein 4
203065_s_at	857	CAV1	caveolin 1, caveolae protein, 22kDa
214633_at	6658	SOX3	SRY (sex determining region Y)-box 3
229222_at	79611	FLJ21963	FLJ21963 protein
232517_s_at	85441	PRIC285	peroxisomal proliferator-activated receptor A interacting complex 285
57588_at	57419	SLC24A3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3
223377_x_at	1154	CISH	cytokine inducible SH2-containing protein
215606_s_at	23085	RAB6IP2	RAB6 interacting protein 2
236617_at	51741	WWOX	B-box and SPRY domain containing
227703_s_at	94121	SYTL4	synaptotagmin-like 4 (granuphilin-a)
237919_at	7976	FZD3	Frizzled homolog 3 (Drosophila)
1560296_at	667	DST	Dystonin
239903_at	NA	NA	MRNA full length insert cDNA clone EUROIMAGE 994183
219616_at	79611	FLJ21963	FLJ21963 protein
203627_at	3480	IGF1R	Insulin-like growth factor 1 receptor
201802_at	2030	SLC29A1	solute carrier family 29 (nucleoside transporters), member 1
1559249_at	6310	ATXN1	Ataxin 1
203592_s_at	10272	FSTL3	follistatin-like 3 (secreted glycoprotein)
239847_at	NA	NA	CDNA clone IMAGE:6186815
57715_at	51063	FAM26B	family with sequence similarity 26, member B
203604_at	9658	ZNF516	zinc finger protein 516
233401_at	NA	NA	NA
227559_at	29078	C6orf66	Chromosome 6 open reading frame 66
215465_at	26154	ABCA12	ATP-binding cassette, sub-family A (ABC1), member 12
213900_at	9413	C9orf61	chromosome 9 open reading frame 61
205380_at	5174	PDZK1	PDZ domain containing 1
223721_s_at	56521	DNAJC12	DnaJ (Hsp40) homolog, subfamily C, member 12
1557630_s_at	4659	PPP1R12A	Protein phosphatase 1, regulatory (inhibitor) subunit 12A
215571_at	NA	NA	CDNA FLJ11433 fis, clone HEMBA1001121
220225_at	50805	IRX4	iroquois homeobox protein 4
212488_at	1289	COL5A1	collagen, type V, alpha 1
212992_at	113146	C14orf78	chromosome 14 open reading frame 78
243241_at	400880 /// 440155 /// 440161	LOC400880 /// LOC440155 /// LOC440161	hypothetical gene supported by AY338954 /// hypothetical gene supported by AY338954 /// hypothetical gene supported by AY338954
219743_at	23493	HEY2	hairy/enhancer-of-split related with YRPW motif 2
1565804_at	6310	ATXN1	Ataxin 1
243174_at	NA	NA	Transcribed locus
223807_at	3547	IGSF1	immunoglobulin superfamily, member 1
240827_at	399717	FLJ45983	FLJ45983 protein
223812_at	51252	LOC51252	hypothetical protein LOC51252
227599_at	151963	LOC151963	similar to BcDNA:GH11415 gene product
218688_at	26007	DAK	dihydroxyacetone kinase 2 homolog (yeast)
203300_x_at	8905	AP1S2	adaptor-related protein complex 1, sigma 2 subunit
232656_at	NA	NA	CDNA FLJ11692 fis, clone HEMBA1004983
204844_at	2028	ENPEP	glutamyl aminopeptidase (aminopeptidase A)
238544_at	3480	IGF1R	Insulin-like growth factor 1 receptor
1553179_at	171019	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif, 19
237377_at	3480	IGF1R	Insulin-like growth factor 1 receptor
1557285_at	374	AREG	Amphiregulin (schwannoma-derived growth factor)
203390_s_at	3797	KIF3C	kinesin family member 3C
1555907_at	116986	CENTG1	Centaurin, gamma 1
237160_at	220047	MGC34732	hypothetical protein MGC34732
228141_at	11163	NUDT4	Nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 2
1557961_s_at	NA	NA	NA
204508_s_at	771	CA12	carbonic anhydrase XII
204897_at	5734	PTGER4	prostaglandin E receptor 4 (subtype EP4)
222315_at	3772	KCNJ15	Potassium inwardly-rectifying channel, subfamily J, member 15
238709_at	55250	STATIP1	Signal transducer and activator of transcription 3 interacting protein 1
212489_at	1289	COL5A1	collagen, type V, alpha 1
225664_at	1303	COL12A1	collagen, type XII, alpha 1
242188_at	5793	PTPRG	Protein tyrosine phosphatase, receptor type, G
203562_at	9638	FEZ1	fasciculation and elongation protein zeta 1 (zygin I)
203666_at	6387	CXCL12	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)
232744_x_at	NA	NA	NA
207761_s_at	25840	DKFZP586A0522	DKFZP586A0522 protein
204217_s_at	6253	RTN2	reticulon 2
232850_at	NA	NA	NA
41037_at	7004	TEAD4	TEA domain family member 4
212551_at	10486	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)
228988_at	7552	ZNF6	zinc finger protein 6 (CMPX1)
203373_at	8835	SOCS2	suppressor of cytokine signaling 2
228646_at	151242	PPP1R1C	protein phosphatase 1, regulatory (inhibitor) subunit 1C
231766_s_at	1303	COL12A1	collagen, type XII, alpha 1
225720_at	171024	SYNPO2	Synaptopodin 2
243179_at	NA	NA	CDNA FLJ33993 fis, clone DFNES2007757
219312_s_at	65986	ZBTB10	zinc finger and BTB domain containing 10
243745_at	8905	AP1S2	Adaptor-related protein complex 1, sigma 2 subunit
224588_at	7503	XIST	X (inactive)-specific transcript
240192_at	399717	FLJ45983	FLJ45983 protein
216959_x_at	4897	NRCAM	neuronal cell adhesion molecule
205440_s_at	4886	NPY1R	neuropeptide Y receptor Y1
223642_at	7546	ZIC2	Zic family member 2 (odd-paired homolog, Drosophila)
208305_at	5241	PGR	progesterone receptor
233899_x_at	65986	ZBTB10	Zinc finger and BTB domain containing 10
244475_at	NA	NA	Transcribed locus, weakly similar to XP_231787.3 PREDICTED: similar to hypothetical protein [Rattus norvegicus]
244271_at	NA	NA	Transcribed locus, weakly similar to NP_055301.1 neuronal thread protein AD7c-NTP [Homo sapiens]
1553226_at	145978	FLJ31461	hypothetical protein FLJ31461
225379_at	4137	MAPT	microtubule-associated protein tau
235109_at	NA	NA	NA
213103_at	90627	STARD13	START domain containing 13
221565_s_at	51063	FAM26B	family with sequence similarity 26, member B
211484_s_at	1826	DSCAM	Down syndrome cell adhesion molecule
231981_at	NA	NA	CDNA FLJ13603 fis, clone PLACE1010270
239557_at	9209	LRRFIP2	Leucine rich repeat (in FLII) interacting protein 2
215643_at	223117	SEMA3D	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D
222895_s_at	64919	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
216048_s_at	22836	RHOBTB3	Rho-related BTB domain containing 3
1558019_at	667	DST	Dystonin
231120_x_at	5570	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta
1553033_at	94122	SYTL5	synaptotagmin-like 5
228107_at	NA	NA	NA
210640_s_at	2852	GPR30	G protein-coupled receptor 30
1569323_at	5793	PTPRG	protein tyrosine phosphatase, receptor type, G
222863_at	65986	ZBTB10	zinc finger and BTB domain containing 10
236396_at	388180	LOC388180	Hypothetical LOC388180
219368_at	4674	NAP1L2	nucleosome assembly protein 1-like 2
237664_at	9200	PTPLA	Protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A
237268_at	1826	DSCAM	Down syndrome cell adhesion molecule
210299_s_at	2273	FHL1	four and a half LIM domains 1
230964_at	341640	FREM2	FRAS1 related extracellular matrix protein 2
213744_at	26033	ATRNL1	attractin-like 1
227198_at	3899	AFF3	AF4/FMR2 family, member 3
219528_s_at	64919	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
237365_at	NA	NA	CDNA clone IMAGE:5269899
205088_at	10046	CXorf6	chromosome X open reading frame 6
213992_at	1288	COL4A6	collagen, type IV, alpha 6
229441_at	11098	PRSS23	Protease, serine, 23
236612_at	81537	SGPP1	Sphingosine-1-phosphate phosphatase 1
224822_at	10395	DLC1	deleted in liver cancer 1
223805_at	114880	OSBPL6	oxysterol binding protein-like 6
225894_at	171024	SYNPO2	synaptopodin 2
232944_at	79875	THSD4	Thrombospondin, type I, domain containing 4
223571_at	114904	C1QTNF6	C1q and tumor necrosis factor related protein 6
234480_at	1740	DLG2	Discs, large homolog 2, chapsyn-110 (Drosophila)
212657_s_at	3557	IL1RN	interleukin 1 receptor antagonist
243755_at	5618	PRLR	prolactin receptor
226869_at	1953	EGFL3	EGF-like-domain, multiple 3
220029_at	54898	ELOVL2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2
234199_at	57419	SLC24A3	Solute carrier family 24 (sodium/potassium/calcium exchanger), member 3
232210_at	NA	NA	NA
213139_at	6591	SNAI2	snail homolog 2 (Drosophila)
204584_at	3897	L1CAM	L1 cell adhesion molecule
238953_at	NA	NA	CDNA clone IMAGE:5206119
232098_at	667	DST	dystonin
223449_at	57556	SEMA6A	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A
236934_at	NA	NA	NA
209792_s_at	5655	KLK10	kallikrein 10
240111_at	22836	RHOBTB3	Rho-related BTB domain containing 3
233388_at	126626	MGC29891	Hypothetical protein MGC29891
228620_at	8575	PRKRA	Protein kinase, interferon-inducible double stranded RNA dependent activator
233305_at	64168	EFCBP1	EF-hand calcium binding protein 1
214218_s_at	7503	XIST	X (inactive)-specific transcript
203685_at	596	BCL2	B-cell CLL/lymphoma 2
206400_at	3963	LGALS7	lectin, galactoside-binding, soluble, 7 (galectin 7)
1567997_x_at	NA	NA	NA
205326_at	10268	RAMP3	receptor (calcitonin) activity modifying protein 3
230869_at	NA	NA	Transcribed locus, moderately similar to NP_775622.1 transmembrane protein 28 [Mus musculus]
1555893_at	NA	NA	CDNA clone IMAGE:5267578
229072_at	27314	RAB30	RAB30, member RAS oncogene family
232843_s_at	81704	DOCK8	dedicator of cytokinesis 8
241986_at	168667	BMPER	BMP binding endothelial regulator
243358_at	145815	MGC18216	hypothetical protein MGC18216
207886_s_at	799	CALCR	calcitonin receptor
1552582_at	150000	ABCC13	ATP-binding cassette, sub-family C (CFTR/MRP), member 13
227671_at	7503	XIST	X (inactive)-specific transcript
243168_at	5174	PDZK1	PDZ domain containing 1
219932_at	28965	SLC27A6	solute carrier family 27 (fatty acid transporter), member 6
232122_s_at	79674	VEPH1	ventricular zone expressed PH domain homolog 1 (zebrafish)
228714_at	8575	PRKRA	Protein kinase, interferon-inducible double stranded RNA dependent activator
223422_s_at	83478	ARHGAP24	Rho GTPase activating protein 24
237881_at	3480	IGF1R	Insulin-like growth factor 1 receptor
216638_s_at	5618	PRLR	prolactin receptor
213745_at	26033	ATRNL1	attractin-like 1
1559942_at	29969	MDFIC	MyoD family inhibitor domain containing
230302_at	NA	NA	Full length insert cDNA clone ZD68B12
1553180_at	171019	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif, 19
1564699_at	10826	C5orf4	Chromosome 5 open reading frame 4
238481_at	4256	MGP	matrix Gla protein
239650_at	344148	NAP5	Nck-associated protein 5
240218_at	NA	NA	Transcribed locus
233109_at	1303	COL12A1	collagen, type XII, alpha 1
238625_at	199920	C1orf168	chromosome 1 open reading frame 168
215028_at	57556	SEMA6A	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A
1563513_at	94121	SYTL4	synaptotagmin-like 4 (granuphilin-a)
233302_at	64919	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
205358_at	2891	GRIA2	glutamate receptor, ionotropic, AMPA 2
206528_at	7225	TRPC6	transient receptor potential cation channel, subfamily C, member 6
232119_at	171024	SYNPO2	synaptopodin 2
232614_at	NA	NA	CDNA FLJ12049 fis, clone HEMBB1001996
238047_at	158763	FLJ30058	hypothetical protein FLJ30058
233371_at	150000	ABCC13	ATP-binding cassette, sub-family C (CFTR/MRP), member 13
1555801_s_at	151126	ZNF533	zinc finger protein 533
229430_at	254778	C8orf46	chromosome 8 open reading frame 46
206346_at	5618	PRLR	prolactin receptor
234243_at	80135	BXDC5	brix domain containing 5
