probe set	Entrez Gene	Gene Symbol	Gene Title
222245_s_at	80307	FER1L4	fer-1-like 4 (C. elegans)
208770_s_at	1979	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2
226908_at	121227	LRIG3	leucine-rich repeats and immunoglobulin-like domains 3
214798_at	9914	KIAA0703	KIAA0703 gene product
219216_at	54465	ETAA16	ETAA16 protein
232017_at	9414	TJP2	tight junction protein 2 (zona occludens 2)
227396_at	5795	PTPRJ	Protein tyrosine phosphatase, receptor type, J
202679_at	4864	NPC1	Niemann-Pick disease, type C1
219481_at	79573	TTC13	tetratricopeptide repeat domain 13
209706_at	4824	NKX3-1	NK3 transcription factor related, locus 1 (Drosophila)
1556308_at	285368	FLJ33674	hypothetical protein FLJ33674
57540_at	64080	RBKS	ribokinase
223242_s_at	79157	ET	hypothetical protein ET
228980_at	117584	RFFL	ring finger and FYVE-like domain containing 1
204791_at	7181	NR2C1	nuclear receptor subfamily 2, group C, member 1
221245_s_at	81561	C2orf31	chromosome 2 open reading frame 31 /// chromosome 2 open reading frame 31
204000_at	10681	GNB5	guanine nucleotide binding protein (G protein), beta 5
212780_at	6654	SOS1	son of sevenless homolog 1 (Drosophila)
219222_at	64080	RBKS	ribokinase
211922_s_at	847	CAT	catalase /// catalase
1553132_a_at	123036	MTAC2D1	membrane targeting (tandem) C2 domain containing 1
211715_s_at	622	BDH	3-hydroxybutyrate dehydrogenase (heart, mitochondrial) /// 3-hydroxybutyrate dehydrogenase (heart, mitochondrial)
227341_at	222389	C10orf30	Chromosome 10 open reading frame 30
217826_s_at	51465	UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)
225769_at	57511	COG6	component of oligomeric golgi complex 6
225589_at	57630	SH3MD2	SH3 multiple domains 2
212327_at	22998	KIAA1102	KIAA1102 protein
213189_at	84864	MINA	MYC induced nuclear antigen
212902_at	10802	SEC24A	SEC24 related gene family, member A (S. cerevisiae)
209300_s_at	25977	NECAP1	NECAP endocytosis associated 1
226931_at	83857	ARG99	ARG99 protein
227685_at	NA	NA	NA
205633_s_at	211	ALAS1	aminolevulinate, delta-, synthase 1
227776_at	55331	PHCA	Phytoceramidase, alkaline
235037_at	90407	TMEM41A	transmembrane protein 41A
220108_at	9630	GNA14	guanine nucleotide binding protein (G protein), alpha 14
225033_at	286167	LOC286167	hypothetical protein LOC286167
228450_at	144100	PLEKHA7	pleckstrin homology domain containing, family A member 7
214733_s_at	54432	YIPF1	Yip1 domain family, member 1
227143_s_at	637	BID	BH3 interacting domain death agonist
226375_at	22853	LMTK2	Lemur tyrosine kinase 2
224871_at	127262	FAM79A	family with sequence similarity 79, member A
224826_at	56261	KIAA1434	hypothetical protein KIAA1434
202625_at	4067	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog /// v-yes-1 Yamaguchi sarcoma viral related oncogene homolog
221879_at	91860	CALML4	calmodulin-like 4
227467_at	157506	RDH10	retinol dehydrogenase 10 (all-trans)
212093_s_at	57509	MTUS1	mitochondrial tumor suppressor 1
225991_at	NA	NA	MRNA; cDNA DKFZp686N06149 (from clone DKFZp686N06149)
227530_at	9590	AKAP12	A kinase (PRKA) anchor protein (gravin) 12
242417_at	283278	LOC283278	hypothetical protein LOC283278
208453_s_at	7511	XPNPEP1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble
219157_at	11275	KLHL2	kelch-like 2, Mayven (Drosophila)
229460_at	NA	NA	CDNA clone IMAGE:5273245
205068_s_at	23092	ARHGAP26	Rho GTPase activating protein 26
202460_s_at	9663	LPIN2	lipin 2
226507_at	5058	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)
224950_at	5738	PTGFRN	prostaglandin F2 receptor negative regulator
235571_at	NA	NA	Transcribed locus, moderately similar to NP_060312.1 hypothetical protein FLJ20489 [Homo sapiens]
209600_s_at	51	ACOX1	acyl-Coenzyme A oxidase 1, palmitoyl
206483_at	23639	LRRC6	leucine rich repeat containing 6
227506_at	220963	SLC16A9	solute carrier family 16 (monocarboxylic acid transporters), member 9
218847_at	10644	IMP-2	IGF-II mRNA-binding protein 2
1569057_s_at	348477 /// 375056	KIAA0268 /// UNQ6077	C219-reactive peptide /// AAAP6077
232530_at	5337	PLD1	phospholipase D1, phophatidylcholine-specific
213056_at	23150	FRMD4B	FERM domain containing 4B
203924_at	2938	GSTA1	glutathione S-transferase A1
222773_s_at	79695	GALNT12	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)
221561_at	6646	SOAT1	sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1
209505_at	7025	NR2F1	Nuclear receptor subfamily 2, group F, member 1
210904_s_at	3597	IL13RA1	interleukin 13 receptor, alpha 1
204547_at	10966	RAB40B	RAB40B, member RAS oncogene family
226384_at	84513	PPAPDC1B	phosphatidic acid phosphatase type 2 domain containing 1B
224829_at	80315	CPEB4	cytoplasmic polyadenylation element binding protein 4
205882_x_at	120	ADD3	adducin 3 (gamma)
201482_at	5768	QSCN6	quiescin Q6
206510_at	10736	SIX2	sine oculis homeobox homolog 2 (Drosophila)
207124_s_at	10681	GNB5	guanine nucleotide binding protein (G protein), beta 5
201034_at	120	ADD3	adducin 3 (gamma)
212325_at	22998	KIAA1102	KIAA1102 protein
202594_at	23484	LEPROTL1	leptin receptor overlapping transcript-like 1
226611_s_at	201161	PRR6	proline rich 6
223427_s_at	54566	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
202540_s_at	3156	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
202080_s_at	22906	OIP106	OGT(O-Glc-NAc transferase)-interacting protein 106 KDa
232396_at	374655	ZNF710	Zinc finger protein 710
204984_at	2239	GPC4	glypican 4
226868_at	283464	LOC283464	hypothetical protein LOC283464
201752_s_at	120	ADD3	adducin 3 (gamma)
232360_at	26298	EHF	ets homologous factor
201191_at	5306	PITPNA	phosphatidylinositol transfer protein, alpha
242705_x_at	4043	LRPAP1	Low density lipoprotein receptor-related protein associated protein 1
1569144_a_at	375791	MGC59937	Similar to RIKEN cDNA 2310002J15 gene
211676_s_at	3459	IFNGR1	interferon gamma receptor 1 /// interferon gamma receptor 1
226553_at	7113	TMPRSS2	transmembrane protease, serine 2
202211_at	26286	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3
243580_at	9630	GNA14	Guanine nucleotide binding protein (G protein), alpha 14
204875_s_at	2762	GMDS	GDP-mannose 4,6-dehydratase
220140_s_at	29916	SNX11	sorting nexin 11
221004_s_at	81618	ITM2C	integral membrane protein 2C /// integral membrane protein 2C
219439_at	56913	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1
226525_at	9262	STK17B	Basic leucine zipper and W2 domains 1
232612_s_at	55054	ATG16L1	ATG16 autophagy related 16-like 1 (S. cerevisiae)
201835_s_at	5564	PRKAB1	protein kinase, AMP-activated, beta 1 non-catalytic subunit
202794_at	3628	INPP1	inositol polyphosphate-1-phosphatase
205513_at	6947	TCN1	transcobalamin I (vitamin B12 binding protein, R binder family)
41329_at	57147	SCYL3	SCY1-like 3 (S. cerevisiae)
221190_s_at	29919	C18orf8	chromosome 18 open reading frame 8
224817_at	9644	SH3MD1	SH3 multiple domains 1
212538_at	23348	DOCK9	dedicator of cytokinesis 9
231769_at	26270	FBXO6	F-box protein 6
210951_x_at	5873	RAB27A	RAB27A, member RAS oncogene family
236685_at	NA	NA	Transcribed locus
210582_s_at	3985	LIMK2	LIM domain kinase 2
209666_s_at	1147	CHUK	conserved helix-loop-helix ubiquitous kinase
205538_at	7464	CORO2A	coronin, actin binding protein, 2A
219450_at	55286	FLJ11017	hypothetical protein FLJ11017
219562_at	25837	RAB26	RAB26, member RAS oncogene family
225282_at	64744	SMAP1L	stromal membrane-associated protein 1-like
211506_s_at	3576	IL8	interleukin 8
216248_s_at	4929	NR4A2	nuclear receptor subfamily 4, group A, member 2
219580_s_at	79838	TMC5	transmembrane channel-like 5
223214_s_at	11244	ZHX1	zinc fingers and homeoboxes 1
223159_s_at	10783	NEK6	NIMA (never in mitosis gene a)-related kinase 6
228574_at	160335	TMTC2	Transmembrane and tetratricopeptide repeat containing 2
202510_s_at	7127	TNFAIP2	tumor necrosis factor, alpha-induced protein 2
242868_at	2034	EPAS1	Endothelial PAS domain protein 1
225557_at	64651	AXUD1	AXIN1 up-regulated 1
212274_at	23175	LPIN1	lipin 1
226576_at	10221	TRIB1	Tribbles homolog 1 (Drosophila)
203845_at	8850	PCAF	p300/CBP-associated factor
216905_s_at	6768	ST14	suppression of tumorigenicity 14 (colon carcinoma, matriptase, epithin)
201206_s_at	6238	RRBP1	ribosome binding protein 1 homolog 180kDa (dog)
50965_at	25837	RAB26	RAB26, member RAS oncogene family
213786_at	NA	NA	NA
210754_s_at	4067	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog
213082_s_at	11046	SLC35D2	solute carrier family 35, member D2
223282_at	10194	SDCCAG33	serologically defined colon cancer antigen 33
235566_at	NA	NA	NA
243729_at	NA	NA	CDNA FLJ37931 fis, clone CTONG2004397
214282_at	84343	HPS3	Hermansky-Pudlak syndrome 3
226298_at	146923	RUNDC1	RUN domain containing 1
205327_s_at	92	ACVR2A	activin A receptor, type IIA
203892_at	10406	WFDC2	WAP four-disulfide core domain 2
214455_at	8347	HIST1H2BC	histone 1, H2bc
213115_at	115201	ATG4A	ATG4 autophagy related 4 homolog A (S. cerevisiae)
1559477_s_at	4211	MEIS1	Meis1, myeloid ecotropic viral integration site 1 homolog (mouse)
222612_at	55269	PSPC1	Paraspeckle component 1
214030_at	131544	DKFZp667G2110	hypothetical protein DKFZp667G2110
233506_at	NA	NA	Full length insert cDNA clone ZB81B12
226067_at	92747	C20orf114	chromosome 20 open reading frame 114
222173_s_at	55357	TBC1D2	TBC1 domain family, member 2
241459_at	22998	DKFZP686A01247	DKFZP686A01247 hypothetical protein
204856_at	10331	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3
201940_at	1362	CPD	carboxypeptidase D
219017_at	55500	ETNK1	ethanolamine kinase 1
226432_at	55500	ETNK1	Ethanolamine kinase 1
225847_at	57552	AADACL1	arylacetamide deacetylase-like 1
202973_x_at	10144	FAM13A1	family with sequence similarity 13, member A1
226560_at	130367	SGPP2	Sphingosine-1-phosphate phosphotase 2
222262_s_at	55500	ETNK1	ethanolamine kinase 1
213839_at	57237	KIAA0500	KIAA0500 protein
244387_at	NA	NA	Transcribed locus
64408_s_at	91860	CALML4	calmodulin-like 4
216755_at	114884	OSBPL10	oxysterol binding protein-like 10
235204_at	1355	COX15	COX15 homolog, cytochrome c oxidase assembly protein (yeast)
223512_at	51128	SAR1B	SAR1 gene homolog B (S. cerevisiae)
222904_s_at	79838	TMC5	transmembrane channel-like 5
204622_x_at	4929	NR4A2	nuclear receptor subfamily 4, group A, member 2
223315_at	59277	NTN4	netrin 4
205266_at	3976	LIF	leukemia inhibitory factor (cholinergic differentiation factor)
235023_at	54832	VPS13C	Vacuolar protein sorting 13C (yeast)
222304_x_at	26628	OR7E47P	olfactory receptor, family 7, subfamily E, member 47 pseudogene
235065_at	64762	FAM59A	Family with sequence similarity 59, member A
231929_at	NA	NA	MRNA; cDNA DKFZp586O0724 (from clone DKFZp586O0724)
231836_at	284459	HKR1	GLI-Kruppel family member HKR1
232306_at	60437	CDH26	cadherin-like 26
230269_at	NA	NA	Transcribed locus
209288_s_at	10602	CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3
236656_s_at	NA	NA	Full length insert cDNA YI37C01
1555478_at	388407	LOC388407	hypothetical gene supported by BC046200
212856_at	23151	DIP	death-inducing-protein
220318_at	55040	EPN3	epsin 3
213975_s_at	10859 /// 4069	LYZ /// LILRB1	lysozyme (renal amyloidosis) /// leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1
227944_at	5774	PTPN3	protein tyrosine phosphatase, non-receptor type 3
229984_at	56986	DTWD1	DTW domain containing 1
1555167_s_at	10135	PBEF1	pre-B-cell colony enhancing factor 1
1554609_at	374408	MGC12965	similar to Cytochrome c, somatic
236168_at	2181	ACSL3	Acyl-CoA synthetase long-chain family member 3
203180_at	220	ALDH1A3	aldehyde dehydrogenase 1 family, member A3
218706_s_at	65983	NS3TP2	HCV NS3-transactivated protein 2
44783_s_at	23462	HEY1	hairy/enhancer-of-split related with YRPW motif 1
222689_at	55331	PHCA	phytoceramidase, alkaline
203917_at	1525	CXADR	coxsackie virus and adenovirus receptor
234140_s_at	57620	STIM2	stromal interaction molecule 2
221840_at	5791	PTPRE	protein tyrosine phosphatase, receptor type, E
217967_s_at	116496	C1orf24	chromosome 1 open reading frame 24
212978_at	400761	FLJ27354	Hypothetical gene supported by AK130864
210045_at	3418	IDH2	isocitrate dehydrogenase 2 (NADP+), mitochondrial
214140_at	8034	SLC25A16	solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16
227725_at	55808	ST6GALNAC1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
213126_at	112950	MED8	mediator of RNA polymerase II transcription, subunit 8 homolog (yeast)
202193_at	3985	LIMK2	LIM domain kinase 2
227371_at	55971	BAIAP2L1	BAI1-associated protein 2-like 1
213703_at	150759	LOC150759	hypothetical protein LOC150759
216698_x_at	26628 /// 390885 /// 391632 /// 441453	OR7E47P /// OR7E18P /// OR7E35P /// LOC441453	olfactory receptor, family 7, subfamily E, member 47 pseudogene /// olfactory receptor, family 7, subfamily E, member 18 pseudogene /// olfactory receptor, family 7, subfamily E, member 35 pseudogene /// similar to olfactory receptor, family 7, subfamily A, member 17
225217_s_at	27154	BRPF3	bromodomain and PHD finger containing, 3
202626_s_at	4067	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog /// v-yes-1 Yamaguchi sarcoma viral related oncogene homolog
223434_at	2635	GBP3	guanylate binding protein 3
225354_s_at	83699	SH3BGRL2	SH3 domain binding glutamic acid-rich protein like 2
226226_at	120224	TMEM45B	transmembrane protein 45B
223650_s_at	29982	NRBF2	nuclear receptor binding factor 2
234331_s_at	151354	FAM84A	Family with sequence similarity 84, member A
226610_at	201161	PRR6	proline rich 6
217047_s_at	10144	FAM13A1	family with sequence similarity 13, member A1
223283_s_at	10194	SDCCAG33	serologically defined colon cancer antigen 33
204624_at	540	ATP7B	ATPase, Cu++ transporting, beta polypeptide (Wilson disease)
225008_at	157807	MGC34646	Hypothetical protein MGC34646
219911_s_at	28231	SLCO4A1	solute carrier organic anion transporter family, member 4A1
206382_s_at	627	BDNF	brain-derived neurotrophic factor
226459_at	118788	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1
217691_x_at	9123	SLC16A3	solute carrier family 16 (monocarboxylic acid transporters), member 3
223386_at	79607	FLJ21103	hypothetical protein FLJ21103
204761_at	9712	USP6NL	USP6 N-terminal like
219888_at	6676	SPAG4	sperm associated antigen 4
219561_at	51226	COPZ2	coatomer protein complex, subunit zeta 2
236193_at	8347	HIST1H2BC	histone 1, H2bc
223469_at	83542	MGC10812	hypothetical protein MGC10812
242726_at	2181	ACSL3	Acyl-CoA synthetase long-chain family member 3
225228_at	128338	TMEM77	transmembrane protein 77
225752_at	123606	NIPA1	non imprinted in Prader-Willi/Angelman syndrome 1
206482_at	5753	PTK6	PTK6 protein tyrosine kinase 6
226622_at	200958	MUC20	mucin 20
235583_at	286676	ILDR1	immunoglobulin-like domain containing receptor 1
202459_s_at	9663	LPIN2	lipin 2
226105_at	56913	C1GALT1	Core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1
215195_at	5578	PRKCA	protein kinase C, alpha
230076_at	54478	FAM64A	Family with sequence similarity 64, member A
209498_at	634	CEACAM1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)
205875_s_at	11277	TREX1	three prime repair exonuclease 1
225246_at	57620	STIM2	stromal interaction molecule 2
215446_s_at	4015	LOX	lysyl oxidase
232361_s_at	26298	EHF	ets homologous factor
212771_at	221061	C10orf38	chromosome 10 open reading frame 38
205593_s_at	5152	PDE9A	phosphodiesterase 9A
222715_s_at	11276	AP1GBP1	AP1 gamma subunit binding protein 1
205042_at	10020	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
1557448_a_at	NA	NA	NA
224461_s_at	84883	AMID	apoptosis-inducing factor (AIF)-like mitochondrion-associated inducer of death /// apoptosis-inducing factor (AIF)-like mitochondrion-associated inducer of death
205613_at	51760	SYT17	synaptotagmin XVII
232579_at	80853	KIAA1718	KIAA1718 protein
219150_s_at	11033	CENTA1	centaurin, alpha 1
206099_at	5583	PRKCH	protein kinase C, eta
225618_at	201176	ARHGAP27	Rho GTPase activating protein 27
226718_at	57463	AMIGO1	adhesion molecule with Ig-like domain 1
228549_at	NA	NA	NA
213256_at	115123	38779	membrane-associated ring finger (C3HC4) 3
207130_at	23613	PRKCBP1	protein kinase C binding protein 1
235125_x_at	374986	FAM73A	family with sequence similarity 73, member A
235333_at	9331	B4GALT6	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6
203658_at	788	SLC25A20	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20
219749_at	63898	SH2D4A	SH2 domain containing 4A
218562_s_at	55219	TMEM57	transmembrane protein 57
204368_at	6578	SLCO2A1	solute carrier organic anion transporter family, member 2A1
1561167_at	2120	ETV6	Ets variant gene 6 (TEL oncogene)
229014_at	441094	FLJ42709	hypothetical gene supported by AK124699
1554004_a_at	64283	RGNEF	Rho-guanine nucleotide exchange factor
212828_at	8871	SYNJ2	synaptojanin 2
1552378_s_at	157506	RDH10	retinol dehydrogenase 10 (all-trans)
202079_s_at	22906	OIP106	OGT(O-Glc-NAc transferase)-interacting protein 106 KDa
243594_x_at	84501	SPIRE2	spire homolog 2 (Drosophila)
214500_at	9555	H2AFY	H2A histone family, member Y
214442_s_at	9063	PIAS2	protein inhibitor of activated STAT, 2
203767_s_at	412	STS	steroid sulfatase (microsomal), arylsulfatase C, isozyme S
227072_at	25914	RTTN	rotatin
208510_s_at	5468	PPARG	peroxisome proliferative activated receptor, gamma
227862_at	388610	LOC388610	hypothetical LOC388610
232628_at	NA	NA	CDNA FLJ13464 fis, clone PLACE1003478
1557688_at	23092	ARHGAP26	Rho GTPase activating protein 26
211871_x_at	10681	GNB5	guanine nucleotide binding protein (G protein), beta 5
235747_at	8034	SLC25A16	Solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16
227955_s_at	NA	NA	CDNA: FLJ22256 fis, clone HRC02860
204983_s_at	2239	GPC4	glypican 4
212745_s_at	585	BBS4	Bardet-Biedl syndrome 4
231037_at	NA	NA	CDNA FLJ26031 fis, clone PNC08078
242706_s_at	9439	CRSP3	cofactor required for Sp1 transcriptional activation, subunit 3, 130kDa
205102_at	7113	TMPRSS2	transmembrane protease, serine 2
213142_x_at	54103	LOC54103	hypothetical protein LOC54103
222675_s_at	55971	BAIAP2L1	BAI1-associated protein 2-like 1
226733_at	5208	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
232994_s_at	64283	RGNEF	Rho-guanine nucleotide exchange factor
222829_s_at	53832	IL20RA	interleukin 20 receptor, alpha
1565863_at	9414	TJP2	Tight junction protein 2 (zona occludens 2)
213657_s_at	374655	ZNF710	Zinc finger protein 710
208370_s_at	1827	DSCR1	Down syndrome critical region gene 1
209615_s_at	5058	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)
226264_at	64420	SUSD1	sushi domain containing 1
241359_at	NA	NA	Transcribed locus, weakly similar to NP_055301.1 neuronal thread protein AD7c-NTP [Homo sapiens]
203702_s_at	9654	TTLL4	tubulin tyrosine ligase-like family, member 4
228479_at	NA	NA	Transcribed locus, weakly similar to XP_209041.2 PREDICTED: similar to KIAA1503 protein [Homo sapiens]
1569723_a_at	84501	SPIRE2	Spire homolog 2 (Drosophila)
203125_x_at	4891	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2
228303_at	11226	GALNT6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)
213953_at	54474	KRT20	keratin 20
205081_at	1396	CRIP1	cysteine-rich protein 1 (intestinal)
218899_s_at	79870	BAALC	brain and acute leukemia, cytoplasmic
1569208_a_at	22998	DKFZP686A01247	DKFZP686A01247 hypothetical protein
230523_at	NA	NA	Transcribed locus
226324_s_at	26160	SLB	selective LIM binding factor, rat homolog
230152_at	55779	WDR52	WD repeat domain 52
205632_s_at	8395	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase, type I, beta
226051_at	140606	SELM	selenoprotein M
219806_s_at	56935	FN5	FN5 protein
203379_at	6195	RPS6KA1	ribosomal protein S6 kinase, 90kDa, polypeptide 1
224204_x_at	56938	ARNTL2	aryl hydrocarbon receptor nuclear translocator-like 2
222150_s_at	54103	LOC54103	hypothetical protein LOC54103
242931_at	NA	NA	Transcribed locus
212841_s_at	8495	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)
223437_at	5465	PPARA	peroxisome proliferative activated receptor, alpha
235056_at	2120	ETV6	ets variant gene 6 (TEL oncogene)
202807_s_at	10043	TOM1	target of myb1 (chicken)
229242_at	NA	NA	Transcribed locus
224480_s_at	84803	MGC11324	hypothetical protein MGC11324 /// hypothetical protein MGC11324
1557146_a_at	146336	FLJ32252	hypothetical protein FLJ32252
210201_x_at	274	BIN1	bridging integrator 1
209506_s_at	7025	NR2F1	nuclear receptor subfamily 2, group F, member 1
228485_s_at	23446	SLC44A1	solute carrier family 44, member 1
235948_at	284716	FAM80A	family with sequence similarity 80, member A
213393_at	84804	MGC11332	Hypothetical protein MGC11332
209286_at	10602	CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3
211689_s_at	7113	TMPRSS2	transmembrane protease, serine 2 /// transmembrane protease, serine 2
206935_at	5100	PCDH8	protocadherin 8
227812_at	55504	TNFRSF19	tumor necrosis factor receptor superfamily, member 19
220625_s_at	2001	ELF5	E74-like factor 5 (ets domain transcription factor)
226697_at	92689	LOC92689	hypothetical protein BC001096
220658_s_at	56938	ARNTL2	aryl hydrocarbon receptor nuclear translocator-like 2
224835_at	56261	KIAA1434	hypothetical protein KIAA1434
221669_s_at	27034	ACAD8	acyl-Coenzyme A dehydrogenase family, member 8
204140_at	8460	TPST1	tyrosylprotein sulfotransferase 1
208892_s_at	1848	DUSP6	dual specificity phosphatase 6
231145_at	89874	SLC25A21	Solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21
1563445_x_at	1518	CTSLL3	cathepsin L-like 3
208300_at	5794	PTPRH	protein tyrosine phosphatase, receptor type, H
235688_s_at	9618	TRAF4	TNF receptor-associated factor 4
226169_at	81846	SBF2	SET binding factor 2
239292_at	NA	NA	Transcribed locus
209717_at	7813	EVI5	ecotropic viral integration site 5
230323_s_at	120224	TMEM45B	transmembrane protein 45B
236587_at	23639	LRRC6	Leucine rich repeat containing 6
202742_s_at	5567	PRKACB	protein kinase, cAMP-dependent, catalytic, beta
203769_s_at	412	STS	steroid sulfatase (microsomal), arylsulfatase C, isozyme S
228054_at	93109	TMEM44	transmembrane protein 44
222126_at	3268	HRBL	Insulin receptor substrate 3-like
221935_s_at	285203	AER61	AER61 glycosyltransferase
209910_at	8034	SLC25A16	solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16
219901_at	55785	FGD6	FYVE, RhoGEF and PH domain containing 6
212558_at	10252	SPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)
234780_at	8537	BCAS1	Breast carcinoma amplified sequence 1
1556012_at	127707	KLHDC7A	Kelch domain containing 7A
225285_at	586	BCAT1	branched chain aminotransferase 1, cytosolic
209990_s_at	9568	GPR51	G protein-coupled receptor 51
1555310_a_at	56924	PAK6	p21(CDKN1A)-activated kinase 6
232457_at	NA	NA	CDNA FLJ12252 fis, clone MAMMA1001442
226982_at	22936	ELL2	elongation factor, RNA polymerase II, 2
224828_at	80315	CPEB4	cytoplasmic polyadenylation element binding protein 4
230897_at	80098		Hypothetical protein FLJ20972
1552627_a_at	394	ARHGAP5	Rho GTPase activating protein 5
211580_s_at	8503	PIK3R3	phosphoinositide-3-kinase, regulatory subunit 3 (p55, gamma)
219850_s_at	26298	EHF	ets homologous factor
226390_at	134429	STARD4	START domain containing 4, sterol regulated
205414_s_at	9912	KIAA0672	KIAA0672 gene product
222932_at	26298	EHF	ets homologous factor
204040_at	9781	RNF144	ring finger protein 144
214088_s_at	2525	FUT3	fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included)
206696_at	4935	GPR143	G protein-coupled receptor 143
224325_at	8325	FZD8	frizzled homolog 8 (Drosophila) /// frizzled homolog 8 (Drosophila)
225186_at	65059	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
206576_s_at	634	CEACAM1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)
209757_s_at	4613	MYCN	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)
204988_at	2244	FGB	fibrinogen beta chain
238983_at	79730	FLJ14001	hypothetical protein FLJ14001
238567_at	130367	SGPP2	sphingosine-1-phosphate phosphotase 2
228013_at	5520	PPP2R2A	Protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), alpha isoform
222271_at	NA	NA	Transcribed locus
244780_at	130367	SGPP2	sphingosine-1-phosphate phosphotase 2
1556952_at	NA	NA	NA
225259_at	51560	RAB6B	RAB6B, member RAS oncogene family
230233_at	153020	RASGEF1B	RasGEF domain family, member 1B
226374_at	1525	CXADR	Coxsackie virus and adenovirus receptor
226388_at	6920	TCEA3	transcription elongation factor A (SII), 3
227176_at	114134	SLC2A13	Solute carrier family 2 (facilitated glucose transporter), member 13
220238_s_at	55975	KLHL7	kelch-like 7 (Drosophila)
238784_at	283417	DPY19L2	dpy-19-like 2 (C. elegans)
230212_at	NA	NA	NA
212095_s_at	57509	MTUS1	mitochondrial tumor suppressor 1
220542_s_at	51297	PLUNC	palate, lung and nasal epithelium carcinoma associated
225630_at	80820	KIAA1706	KIAA1706 protein
204813_at	5602	MAPK10	mitogen-activated protein kinase 10
223748_at	83959	SLC4A11	solute carrier family 4, sodium bicarbonate transporter-like, member 11
226636_at	5337	PLD1	phospholipase D1, phophatidylcholine-specific
227088_at	8654	PDE5A	phosphodiesterase 5A, cGMP-specific
203559_s_at	26	ABP1	amiloride binding protein 1 (amine oxidase (copper-containing))
219551_at	55840	EAF2	ELL associated factor 2
243586_at	5144	PDE4D	Phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)
219369_s_at	78990	OTUB2	OTU domain, ubiquitin aldehyde binding 2
239035_at	4524	MTHFR	5,10-methylenetetrahydrofolate reductase (NADPH)
225034_at	286167	LOC286167	hypothetical protein LOC286167
243444_at	NA	NA	NA
210159_s_at	11074	TRIM31	tripartite motif-containing 31
238491_at	NA	NA	NA
226875_at	139818	DOCK11	dedicator of cytokinesis 11
205530_at	2110	ETFDH	electron-transferring-flavoprotein dehydrogenase
238029_s_at	151473	SLC16A14	solute carrier family 16 (monocarboxylic acid transporters), member 14
244503_at	627	BDNF	Brain-derived neurotrophic factor opposite strand
217209_at	NA	NA	NA
228482_at	284040	NBLA10383	putative protein product of Nbla10383
225626_at	55824	PAG1	phosphoprotein associated with glycosphingolipid microdomains 1
202948_at	3554	IL1R1	interleukin 1 receptor, type I
217767_at	718	C3	complement component 3
