CloneID	UGCluster	Symbol	Chromosome	Cytoband	q.value...	Log2Rat
1602123	Hs.296949	CLDN9	16	16p13.3	4.9367209	-0.6771908
1554549	Hs.157394	HAGH	16	16p13.3	4.9367209	-0.7659909
432047	Hs.555994	LONP	16	16q12.1	0.5870943	-0.9799422
129585	Hs.460867		16	16q12.2	0	-2.9992836
2313852	Hs.146393	HERPUD1	16	16q12.2-q13	2.5893073	-0.7118195
245990	Hs.513626	MT1F	16	16q13	0	-3.5751044
232772	Hs.36102	MT1B	16	16q13	0	-2.9547185
78353	Hs.513626	MT1F	16	16q13	0	-3.3963492
297392	Hs.374950	MT1X	16	16q13	0	-3.1083708
726658	Hs.514065	NME3	16	16q13	0	-1.5903778
2317017	Hs.433391	MT1G	16	16q13	0	-3.4595567
126458	Hs.188518	MT1K	16	16q13	0	-2.9987849
1899230	Hs.458273	MT1L	16	16q13	0	-1.8324136
1472735	Hs.534330	MT1E	16	16q13	0	-2.9347304
129988	Hs.89538	CETP	16	16q21	1.0143514	-1.2797092
1525691	Hs.161640	TAT	16	16q22.1	1.2851815	-1.0661726
2508044	Hs.513711	HP	16	16q22.1	1.8545039	-0.7721718
743426	Hs.461405	KIAA1576	16	16q23.1	4.3499731	-0.6794853
144849	Hs.289092	COTL1	16	16q24.1	1.5687539	-0.8028449
232586	Hs.540606		16		0	-1.4232989
39798	Hs.513987	SHMT1	17	17p11.2	0.5870943	-0.9185883
197727	Hs.287717	PEMT	17	17p11.2	2.0771464	-0.9571272
769571	Hs.554776	SREBF1	17	17p11.2	2.2269093	-0.6472897
754349	Hs.514016	LOC339263	17	17p11.2	3.117673	-0.7181141
739183	Hs.246381	CD68	17	17p13	3.117673	-0.5859194
26021	Hs.463928	DLG4	17	17p13.1	0.7827924	-1.2211825
66953	Hs.417029	DERP6	17	17p13.1	3.9045713	-0.5806329
245299	Hs.462230	LOC388335	17	17p13.1	4.9367209	-0.585893
199663	Hs.272493	CCL15	17	17q11.2	0.5870943	-1.0277444
460398	Hs.514107	CCL3	17	17q11-q21	0	-1.7414828
205633	Hs.512306	CCL4L	17	17q12	0.5870943	-1.464094
1486533	Hs.432448	KRT16	17	17q12-q21	2.2269093	-0.8848535
49553	Hs.183153	ARF4L	17	17q12-q21	3.3031713	-1.4850308
2342392	Hs.198241	AOC3	17	17q21	5.4562362	-0.6147446
126887	Hs.464137	ACOX1	17	17q24-q25	3.3031713	-0.8216788
796694	Hs.514527	BIRC5	17	17q25	0.5870943	-1.5230857
222454	Hs.9688	CMRF-35H	17	17q25.1	0	-1.1081505
362278	Hs.527973	SOCS3	17	17q25.3	3.3031713	-0.8576078
704049	Hs.132342	LPIN2	18	18p11.31	2.2269093	-0.7551876
284689	Hs.370725	OSBPL1A	18	18q11.1	0	-1.1996163
2446706	Hs.445511	RIOK3	18	18q11.2	4.3499731	-0.6589684
263836	Hs.514802	ZNF24	18	18q12	0	-1.0378082
129589	Hs.427202	TTR	18	18q12.1	3.3031713	-1.0788325
745983	Hs.200136	ACAA2	18	18q21.1	0	-1.1441002
1069733	Hs.465102	LIPG	18	18q21.1	3.9045713	-0.8078586
67625	Hs.465102	LIPG	18	18q21.1	4.3499731	-0.7007295
1509935	Hs.138202	SERPINB7	18	18q21.33	2.0771464	-1.0274633
742049	Hs.149185	CNDP2	18	18q22.3	2.5893073	-0.6296788
25194	Hs.25318		18		1.0143514	-1.2475509
782758	Hs.421437	CD209L	19	19p13	0.5870943	-1.7628427
2018789	Hs.442138	WIZ	19	19p13.1	0.7827924	-0.7933145
245547	Hs.13999	SIN3B	19	19p13.11	0.5870943	-1.0688807
1239840	Hs.77876	ARMC6	19	19p13.11	3.9045713	-1.5393266
309864	Hs.25292	JUNB	19	19p13.2	4.9367209	-0.678143
809383	Hs.175120	FLJ11286	19	19p13.2	5.4562362	-0.6545915
346031	Hs.181390	CSNK1G2	19	19p13.3	0	-1.5946298
731356	Hs.140452	M6PRBP1	19	19p13.3	1.5687539	-0.9211599
825461	Hs.110571	GADD45B	19	19p13.3	3.3031713	-0.7570263
23804	Hs.534052	ZFP36	19	19q13.1	1.5687539	-0.8447448
2061923	Hs.558317	CYP2A6	19	19q13.2	3.117673	-0.9451119
1915749	Hs.5210	GMFG	19	19q13.2	3.3031713	-0.6503059
112371	Hs.9754	ATF5	19	19q13.3	1.3090616	-1.1014253
488145	Hs.445466	FPRL2	19	19q13.3-q13.4	1.3090616	-0.7602568
399421	Hs.559295		19		3.117673	-0.7667581
1486260	Hs.464572		19		3.3031713	-0.7085477
462192	Hs.213735	ZNF337	20	20p11.21	2.5893073	-0.8442135
1521297	Hs.472101	PLCB4	20	20p12	0.5870943	-1.0492838
812048	Hs.472010	PRNP	20	20pter-p12	5.4562362	-0.6775316
308452	Hs.278839	C20orf77	20	20q11.21-q12	4.3499731	-0.8364398
84730	Hs.154078	LBP	20	20q11.23-q12	0.5870943	-1.2935713
77193	Hs.169487	MAFB	20	20q11.2-q13.1	2.2269093	-0.8447638
504544	Hs.126521	HCK	20	20q11-q12	4.3499731	-0.6275316
366950	Hs.517070	SLPI	20	20q12	0	-1.390048
2477598	Hs.517070	SLPI	20	20q12	0	-1.450409
366902	Hs.517070	SLPI	20	20q12	0.5870943	-1.3671766
741831	Hs.439312	PLTP	20	20q12-q13.1	1.8545039	-1.1984271
2493796	Hs.439312	PLTP	20	20q12-q13.1	3.9045713	-0.6846354
247082	Hs.283869	C20orf121	20	20q13.12	3.117673	-1.1838268
66532	Hs.1408	EDN3	20	20q13.2-q13.3	3.9045713	-0.975714
360025	Hs.473341	SAMSN1	21	21q11	4.9367209	-0.6465206
825312	Hs.246310	ATP5J	21	21q21.1	3.3031713	-0.6415785
343631	Hs.433668	C21orf4	21	21q22.11	5.4562362	-0.6113827
120124	Hs.282326	DSCR1	21	21q22.1-q22.2	1.5687539	-0.8581402
2556526	Hs.282326	DSCR1	21	21q22.1-q22.2	4.9367209	-0.7389891
283341	Hs.474069	PCNT2	21	21q22.3	2.2269093	-0.8485598
298417	Hs.82961	TFF3	21	21q22.3	3.3031713	-2.5128321
50503	Hs.375957	ITGB2	21	21q22.3	4.3499731	-0.6247024
1941633	Hs.282982	SLC25A18	22	22q11.2	1.2851815	-1.0008437
2274786	Hs.517581	HMOX1	22	22q12	1.3090616	-0.9394836
345645	Hs.1976	PDGFB	22	22q12.3-q13.1	0	-1.1475507
2228544	Hs.114309	APOL1	22	22q13.1	0.7827924	-1.1293009
814123	Hs.474781	NCF4	22	22q13.1	2.0771464	-0.785418
611443	Hs.517586	MB	22	22q13.1	4.3499731	-0.8335157
282404	Hs.419171	KIAA1671	22		2.2269093	-0.7432414
178950	Hs.522632	TIMP1	X	Xp11.3-p11.23	0.5870943	-0.9847719
235934	Hs.53155	PFC	X	Xp11.3-p11.23	1.3090616	-1.1488918
501868	Hs.446680	RAI2	X	Xp22	1.8545039	-0.9622377
412999	Hs.272410	TLR8	X	Xp22	2.0771464	-0.7782851
897864	Hs.28491	SAT	X	Xp22.1	3.3031713	-0.6619519
810224	Hs.369422	DKFZp564I1922	X	Xp22.33	3.9045713	-0.6201098
841046	Hs.8904	VSIG4	X	Xq12-q13.3	0	-1.2238712
41648	Hs.336046	IL13RA2	X	Xq13.1-q28	0.7827924	-0.859566
67037	Hs.529901	XIST	X	Xq13.2	0.5870943	-1.3458817
345656	Hs.529901	XIST	X	Xq13.2	2.0771464	-1.4177509
470227	Hs.529901	XIST	X	Xq13.2	2.2269093	-0.7645132
755444	Hs.522584	TMSB4X	X	Xq21.3-q22	0.7827924	-0.9115364
2577002	Hs.435369	FHL1	X	Xq26	0.5870943	-1.0173288
813266	Hs.435369	FHL1	X	Xq26	1.2851815	-1.004959
286684	Hs.374414	MGC39606	X	Xq26.3	1.3090616	-0.7880008
144786	Hs.821	BGN	X	Xq28	4.3499731	-0.5035006
823776	Data not found				0	-1.7629692
712604	Data not found				0	-1.491442
590150	In multiple clusters				0	-2.7951797
202535	In multiple clusters				0	-2.8609373
153355	In multiple clusters				0	-1.6565922
244681	Data not found				0	-1.1974022
241537	In multiple clusters				0	-1.6114064
767405	In multiple clusters				0	-1.0262151
341137	In multiple clusters				0	-1.24401
1554367	In multiple clusters				0.5870943	-1.0955601
810754	Data not found				0.5870943	-1.1764454
809829	In multiple clusters				0.5870943	-0.9367221
626682	In multiple clusters				0.5870943	-1.1553676
488888	In multiple clusters				0.5870943	-1.1219823
491460	In multiple clusters				0.5870943	-1.0407374
1892526	Data not found				0.5870943	-0.9598022
320564	In multiple clusters				0.7827924	-1.1193453
239535	Data not found				0.7827924	-1.1711566
45376	In multiple clusters				0.7827924	-1.3152511
768417	In multiple clusters				1.2851815	-0.8165525
246079	In multiple clusters				1.2851815	-0.9408387
1584411	Data not found				1.2851815	-1.3546791
mitoch. cont. IMAGE:502634	Data not found				1.3090616	-0.9224893
1473171	In multiple clusters				1.3090616	-0.902815
462412	Data not found				1.8545039	-1.0718672
504372	Data not found				1.8545039	-1.0328209
295889	In multiple clusters				1.8545039	-0.9002509
1011697	In multiple clusters				2.0771464	-0.8460691
768370	In multiple clusters				2.0771464	-0.8558663
1620712	Data not found				2.0771464	-0.9486359
186767	In multiple clusters				2.0771464	-0.8453682
1471826	In multiple clusters				2.2269093	-0.8019262
154185	In multiple clusters				2.2269093	-0.6731654
257155	In multiple clusters				2.5893073	-0.7044873
296640	In multiple clusters				2.5893073	-0.7528411
711857	In multiple clusters				2.5893073	-0.7197456
199945	In multiple clusters				2.5893073	-0.7080948
135106	In multiple clusters				3.117673	-1.0093434
753104	In multiple clusters				3.117673	-0.9518646
280782	In multiple clusters				3.117673	-0.8677313
129375	Data not found				3.3031713	-0.946922
155227	In multiple clusters				3.3031713	-0.9772863
49354	In multiple clusters				3.9045713	-0.5793096
1614000	Data not found				3.9045713	-0.8479901
365973	In multiple clusters				4.3499731	-0.6856878
129570	Data not found				4.3499731	-0.7635131
195524	Data not found				4.9367209	-0.6942336
341588	In multiple clusters				4.9367209	-0.6631007
244147	In multiple clusters				4.9367209	-0.4524558
