Row	Gene Name	Gene ID	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value (%)	Significance
15220	215846_at	NA	-4.313122513	-2.411087391	0.559012034	0.1685	6.697446941	Negatively significant
1388	201859_at	PRG1	-4.260017263	-2.816839009	0.661227135	0.18037	6.697446941	Negatively significant
1272	201743_at	CD14	-4.23578718	-2.067595937	0.488125548	0.24275	6.697446941	Negatively significant
11143	211742_s_at	EVI2B	-4.17745275	-1.876976171	0.449311167	0.28157	6.697446941	Negatively significant
6455	206928_at	ZNF124	-4.163848958	-1.792514517	0.430494606	0.27886	6.697446941	Negatively significant
12136	212750_at	PPP1R16B	-4.099796566	-2.789775334	0.680466772	0.12829	6.697446941	Negatively significant
3542	204014_at	DUSP4	-4.099133871	-3.560666765	0.86863881	0.06707	6.697446941	Negatively significant
6764	207238_s_at	PTPRC	-4.070634348	-3.184204505	0.78223791	0.15264	6.697446941	Negatively significant
19190	219825_at	CYP26B1	-4.057646418	-2.943275084	0.725365096	0.13528	6.697446941	Negatively significant
14037	214660_at	ITGA1	-4.044334468	-2.523615575	0.623987851	0.1742	6.697446941	Negatively significant
19231	219866_at	CLIC5	-4.017562015	-2.053438939	0.511115679	0.22776	6.697446941	Negatively significant
7626	208116_s_at	MAN1A1	-3.967189002	-3.08298611	0.777121057	0.17335	6.697446941	Negatively significant
6045	206518_s_at	RGS9	-3.961797388	-2.306513538	0.582188666	0.17542	6.697446941	Negatively significant
7471	207957_s_at	PRKCB1	-3.960647126	-3.058033193	0.772104431	0.12533	6.697446941	Negatively significant
515	200986_at	SERPING1	-3.945085355	-2.101287986	0.532634353	0.21244	6.697446941	Negatively significant
1883	202354_s_at	GTF2F1	-3.914824449	-1.61941887	0.413663216	0.33188	6.697446941	Negatively significant
7007	207484_s_at	BAT8	-3.897410036	-1.816114122	0.465979742	0.26452	8.515654186	Negatively significant
817	201288_at	ARHGDIB	-3.868987337	-1.679028839	0.433971138	0.30128	8.515654186	Negatively significant
11974	212588_at	PTPRC	-3.845467099	-2.12332342	0.55216268	0.20329	8.515654186	Negatively significant
2028	202499_s_at	SLC2A3	-3.840037309	-3.105711893	0.808771281	0.21473	8.515654186	Negatively significant
19309	219944_at	FLJ21069	-3.815265853	-2.235803742	0.586015189	0.26895	8.515654186	Negatively significant
12857	213475_s_at	ITGAL	-3.807383266	-1.959198176	0.514578659	0.26827	8.515654186	Negatively significant
21909	38149_at	ARHGAP25	-3.777777672	-1.655944746	0.438338327	0.30017	8.515654186	Negatively significant
4707	205179_s_at	ADAM8	-3.775484861	-2.850771988	0.755074406	0.16604	8.515654186	Negatively significant
4797	205269_at	LCP2	-3.732285045	-1.902794557	0.509820267	0.25286	8.515654186	Negatively significant
4644	205116_at	LAMA2	-3.704863636	-2.440609155	0.658758161	0.18649	8.515654186	Negatively significant
12144	212758_s_at	TCF8	-3.704711537	-2.233346619	0.602839546	0.18998	8.515654186	Negatively significant
17770	218404_at	SNX10	-3.701264539	-2.498049923	0.674917963	0.23674	8.515654186	Negatively significant
3750	204222_s_at	GLIPR1	-3.691193834	-2.85528319	0.773539218	0.12124	8.515654186	Negatively significant
11196	211799_x_at	HLA-C	-3.677323128	-2.488381876	0.676682954	0.20515	8.515654186	Negatively significant
4798	205270_s_at	LCP2	-3.676454434	-1.839731007	0.500409033	0.26448	8.515654186	Negatively significant
5326	205798_at	IL7R	-3.671437102	-2.610831441	0.711119752	0.18966	8.515654186	Negatively significant
5314	205786_s_at	ITGAM	-3.641151447	-1.876085191	0.515245031	0.32379	8.515654186	Negatively significant
15620	216247_at	RPS20	-3.623645342	-1.935011343	0.533995786	0.30012	8.515654186	Negatively significant
21870	37145_at	GNLY	-3.613962307	-3.099572183	0.857665886	0.10677	8.515654186	Negatively significant
9126	209636_at	NFKB2	-3.613479368	-1.564251077	0.432893319	0.31641	8.515654186	Negatively significant
13295	213915_at	NKG7	-3.587022152	-4.623941843	1.289075352	0.02251	8.515654186	Negatively significant
18025	218660_at	DYSF	-3.58643622	-2.780293349	0.775224535	0.18245	8.515654186	Negatively significant
6253	206726_at	PGDS	-3.576619758	-1.732219218	0.48431741	0.28766	8.515654186	Negatively significant
13464	214084_x_at	NCF1	-3.573321031	-3.043494297	0.851727083	0.10828	8.515654186	Negatively significant
18235	218870_at	ARHGAP15	-3.572293056	-2.004408351	0.561098521	0.23601	8.515654186	Negatively significant
12719	213337_s_at	SOCS1	-3.56108574	-1.823272652	0.511999088	0.32926	8.515654186	Negatively significant
2080	202551_s_at	CRIM1	-3.525767697	-2.091162269	0.593108352	0.2058	8.515654186	Negatively significant
9495	210009_s_at	GOSR2	-3.525362128	-1.793853329	0.508842287	0.28529	8.515654186	Negatively significant
5700	206173_x_at	GABPB2	-3.519457373	-2.278135949	0.647297497	0.18424	8.515654186	Negatively significant
1273	201744_s_at	LUM	-3.514635201	-2.944332301	0.837734824	0.20079	8.515654186	Negatively significant
2634	203104_at	CSF1R	-3.512813262	-1.887370453	0.537281749	0.29588	8.515654186	Negatively significant
13050	213669_at	FCHO1	-3.504425316	-2.10114875	0.599570132	0.21502	8.515654186	Negatively significant
370	200841_s_at	EPRS	-3.494077134	-1.762244643	0.504351958	0.31212	8.515654186	Negatively significant
14349	214973_x_at	MGC27165	-3.483887538	-3.893630409	1.11761082	0.04989	8.515654186	Negatively significant
11038	211633_x_at	NA	-3.472355878	-4.8421426	1.394483391	0.01828	8.515654186	Negatively significant
5032	205504_at	BTK	-3.465865582	-1.611182343	0.464871561	0.30271	8.515654186	Negatively significant
19897	220532_s_at	LR8	-3.461213509	-2.610567026	0.754234611	0.21671	8.515654186	Negatively significant
12325	212940_at	COL6A1	-3.42966505	-1.591042856	0.463906193	0.32496	8.515654186	Negatively significant
1812	202283_at	SERPINF1	-3.422451016	-2.08393587	0.608901591	0.21205	8.515654186	Negatively significant
15364	215991_s_at	KIAA0090	-3.412323256	-2.535664879	0.743090466	0.14621	8.515654186	Negatively significant
20364	220999_s_at	CYFIP2	-3.403100049	-2.22399679	0.653520836	0.17918	8.515654186	Negatively significant
6279	206752_s_at	DFFB	-3.39930167	-2.230265929	0.656095324	0.29533	8.515654186	Negatively significant
21767	32128_at	CCL18	-3.395153392	-4.252194434	1.252430728	0.05045	8.515654186	Negatively significant
9542	210056_at	RND1	-3.378655465	-2.068751534	0.612300235	0.21061	8.515654186	Negatively significant
6237	206710_s_at	EPB41L3	-3.365435849	-2.866566629	0.851766831	0.11855	8.515654186	Negatively significant
10914	211506_s_at	IL8	-3.343713682	-4.111968018	1.229760802	0.03415	8.515654186	Negatively significant
9284	209795_at	CD69	-3.341442432	-1.841795223	0.551197652	0.28352	8.515654186	Negatively significant
8868	209374_s_at	IGHM	-3.33043826	-4.095595581	1.229746736	0.04921	8.515654186	Negatively significant
10344	210889_s_at	FCGR2B	-3.320362783	-2.762300475	0.831927309	0.12356	8.515654186	Negatively significant
5762	206235_at	LIG4	-3.313731726	-1.957791477	0.590811701	0.314	8.515654186	Negatively significant
12383	212999_x_at	HLA-DQB1	-3.310729464	-4.051079962	1.223621563	0.03256	8.515654186	Negatively significant
3173	203645_s_at	CD163	-3.289409782	-1.793103366	0.545114013	0.30653	9.833553048	Negatively significant
6864	207339_s_at	LTB	-3.267526803	-2.214272401	0.677660057	0.25945	9.833553048	Negatively significant
8578	209083_at	CORO1A	-3.263393154	-1.896401858	0.581113512	0.27086	9.833553048	Negatively significant
18275	218910_at	FLJ10375	-3.237763097	-1.938765196	0.598797731	0.30442	9.833553048	Negatively significant
6013	206486_at	LAG3	-3.22673417	-2.261831149	0.700966064	0.18632	9.833553048	Negatively significant
3257	203729_at	EMP3	-3.226234911	-2.132860318	0.66109889	0.28585	9.833553048	Negatively significant
11378	211990_at	HLA-DPA1	-3.222193168	-1.740955555	0.540301423	0.31296	9.833553048	Negatively significant
6164	206637_at	GPR105	-3.216745557	-2.038354714	0.633669862	0.2645	9.833553048	Negatively significant
14424	215049_x_at	CD163	-3.200188755	-2.171544561	0.678567649	0.20219	9.833553048	Negatively significant
4226	204698_at	ISG20	-3.19932803	-3.175588701	0.992579901	0.07314	9.833553048	Negatively significant
1798	202269_x_at	GBP1	-3.195857443	-2.090778881	0.654215314	0.20987	9.833553048	Negatively significant
9481	209994_s_at	ABCB1	-3.183082278	-2.973127393	0.934040384	0.09694	9.833553048	Negatively significant
5108	205580_s_at	HRH1	-3.182736186	-1.807734922	0.56798139	0.26657	9.833553048	Negatively significant
5733	206206_at	LY64	-3.182195807	-1.855254786	0.583010883	0.24244	9.833553048	Negatively significant
3228	203700_s_at	DIO2	-3.172750405	-2.300131868	0.724964644	0.24076	9.833553048	Negatively significant
8225	208729_x_at	HLA-B	-3.161183267	-1.890494292	0.598033753	0.30139	9.833553048	Negatively significant
15265	215891_s_at	GM2A	-3.155812819	-2.394539617	0.758771117	0.21164	9.833553048	Negatively significant
21500	222139_at	KIAA1466	-3.155027308	-1.785166644	0.565816543	0.27111	9.833553048	Negatively significant
15969	216598_s_at	CCL2	-3.145471981	-3.551890408	1.129207454	0.06055	9.833553048	Negatively significant
10095	210629_x_at	LST1	-3.144183562	-2.114229996	0.672425752	0.29982	9.833553048	Negatively significant
11040	211635_x_at	IGHG1	-3.144083935	-4.314195065	1.372162816	0.01949	9.833553048	Negatively significant
5152	205624_at	CPA3	-3.142301689	-2.248248823	0.715478349	0.18287	9.833553048	Negatively significant
5418	205890_s_at	UBD	-3.134986253	-2.860149913	0.912332521	0.17468	9.833553048	Negatively significant
15863	216491_x_at	IGHM	-3.124224927	-4.57378958	1.463975766	0.03569	9.833553048	Negatively significant
3227	203699_s_at	DIO2	-3.116194926	-3.48137293	1.117187151	0.13623	9.833553048	Negatively significant
18452	219087_at	ASPN	-3.112685193	-2.220251672	0.71329143	0.18264	9.833553048	Negatively significant
3865	204337_at	RGS4	-3.101866096	-2.724380909	0.878303842	0.1411	9.833553048	Negatively significant
9216	209727_at	GM2A	-3.099163273	-3.185131152	1.027739061	0.16418	9.833553048	Negatively significant
21121	221760_at	MAN1A1	-3.095361228	-2.094992891	0.676816932	0.19043	9.833553048	Negatively significant
12382	212998_x_at	HLA-DQB1	-3.085079094	-2.306076271	0.747493403	0.15707	10.39743511	Negatively significant
21738	222378_at	NA	-3.072545359	-2.088254276	0.679649617	0.29838	10.39743511	Negatively significant
10	1405_i_at	CCL5	-3.066171506	-2.379926156	0.776188205	0.15529	10.39743511	Negatively significant
20944	221581_s_at	WBSCR5	-3.065704239	-1.697486987	0.553702136	0.3146	10.39743511	Negatively significant
5023	205495_s_at	GNLY	-3.063682534	-2.214495067	0.722821324	0.16785	10.39743511	Negatively significant
6145	206618_at	IL18R1	-3.059558074	-2.122322114	0.693669498	0.19044	10.39743511	Negatively significant
4477	204949_at	ICAM3	-3.040852272	-2.323199228	0.763996084	0.19628	10.39743511	Negatively significant
13988	214609_at	PHOX2A	-3.032921385	-1.853783925	0.611220566	0.25095	10.39743511	Negatively significant
11192	211795_s_at	FYB	-3.024120676	-1.733362831	0.573179121	0.27188	10.39743511	Negatively significant
18870	219505_at	CECR1	-3.022306431	-1.740403345	0.575852709	0.32776	10.39743511	Negatively significant
11061	211656_x_at	HLA-DQB1	-3.022039288	-2.087941529	0.690904826	0.19623	10.39743511	Negatively significant
21518	222157_s_at	KIAA1449	-3.020134644	-1.621863312	0.537016889	0.306	10.39743511	Negatively significant
3226	203698_s_at	FRZB	-3.01977514	-2.492007292	0.825229422	0.1496	10.39743511	Negatively significant
12919	213537_at	HLA-DPA1	-3.015367334	-2.160954211	0.716647085	0.23113	10.39743511	Negatively significant
10363	210915_x_at	NA	-3.006187862	-1.641262113	0.54596126	0.28977	10.39743511	Negatively significant
9649	210164_at	GZMB	-3.003201092	-2.117532146	0.705091694	0.23348	10.39743511	Negatively significant
15216	215842_s_at	ATP11A	-2.997071416	-2.412978434	0.805112091	0.24326	10.44963107	Negatively significant
12057	212671_s_at	HLA-DQA1	-2.99369683	-2.672934512	0.892854108	0.1151	10.44963107	Negatively significant
9176	209687_at	CXCL12	-2.98802991	-3.347518126	1.120309444	0.08448	10.44963107	Negatively significant
17678	218312_s_at	FLJ12895	-2.986751914	-2.275273774	0.761788672	0.24564	10.44963107	Negatively significant
15323	215949_x_at	IGHG1	-2.980936876	-3.175822738	1.065377386	0.0637	10.44963107	Negatively significant
14757	215382_x_at	TPSB2	-2.978378843	-3.0081396	1.009992267	0.13694	10.44963107	Negatively significant
3005	203477_at	COL15A1	-2.970936492	-2.157632457	0.726246577	0.21423	10.44963107	Negatively significant
12884	213502_x_at	LOC91316	-2.967015542	-2.352211433	0.792787028	0.29469	10.44963107	Negatively significant
13931	214551_s_at	CD7	-2.966094298	-2.310840877	0.779085438	0.20632	10.44963107	Negatively significant
21020	221658_s_at	IL21R	-2.965285968	-2.347525053	0.791669026	0.16014	10.44963107	Negatively significant
16393	217022_s_at	MGC27165	-2.963833465	-3.369073356	1.136728293	0.11088	10.44963107	Negatively significant
4108	204580_at	MMP12	-2.947534541	-2.468177043	0.837370015	0.13071	10.44963107	Negatively significant
951	201422_at	IFI30	-2.941657004	-1.943977649	0.660844431	0.2177	10.44963107	Negatively significant
14598	215223_s_at	SOD2	-2.940064317	-1.862562626	0.633510844	0.31339	10.44963107	Negatively significant
8243	208747_s_at	C1S	-2.934622465	-2.470186758	0.841739197	0.20768	10.44963107	Negatively significant
2910	203382_s_at	APOE	-2.933925458	-2.589082436	0.882463605	0.2394	10.44963107	Negatively significant
16744	217378_x_at	IGKC	-2.931580499	-4.617348825	1.575037366	0.02035	10.44963107	Negatively significant
18410	219045_at	RHOF	-2.923673531	-2.1884729	0.748535319	0.31442	10.44963107	Negatively significant
1387	201858_s_at	PRG1	-2.921635337	-2.525087998	0.864272131	0.20975	10.44963107	Negatively significant
21665	222305_at	HK2	-2.907690257	-2.002057323	0.688538718	0.2887	10.44963107	Negatively significant
1720	202191_s_at	GAS7	-2.900116037	-2.039337985	0.703191858	0.25151	10.44963107	Negatively significant
19049	219684_at	IFRG28	-2.89732077	-1.968174737	0.679308538	0.28495	10.44963107	Negatively significant
9569	210084_x_at	TPSB2	-2.894420392	-3.335495561	1.152388081	0.11907	10.44963107	Negatively significant
16205	216834_at	RGS1	-2.889103293	-2.548012073	0.881938724	0.12721	11.91767922	Negatively significant
14589	215214_at	NA	-2.873334355	-4.273814243	1.48740582	0.04937	11.91767922	Negatively significant
14312	214936_at	CHDC1	-2.871777047	-2.22026275	0.773132006	0.28601	11.91767922	Negatively significant
18308	218943_s_at	DDX58	-2.870057823	-1.507865509	0.525378094	0.32058	11.91767922	Negatively significant
11193	211796_s_at	NA	-2.865208304	-2.229432345	0.778104803	0.17554	11.91767922	Negatively significant
21986	41577_at	PPP1R16B	-2.862427505	-2.578998621	0.900983035	0.12933	11.91767922	Negatively significant
5036	205508_at	SCN1B	-2.850462284	-2.143063353	0.751830103	0.21409	11.91767922	Negatively significant
11872	212486_s_at	FYN	-2.847649055	-1.93587825	0.679816302	0.25271	11.91767922	Negatively significant
9211	209722_s_at	SERPINB9	-2.837556842	-2.094356506	0.738084424	0.33013	11.91767922	Negatively significant
16286	216915_s_at	PTPN12	-2.82807805	-2.539819553	0.898072651	0.2943	11.91767922	Negatively significant
21322	221961_at	CLCN7	-2.824249623	-2.54463178	0.900993935	0.12645	11.91767922	Negatively significant
18865	219500_at	CLC	-2.821890247	-1.840635502	0.652270408	0.26602	11.91767922	Negatively significant
1917	202388_at	RGS2	-2.81965925	-1.70554547	0.604876448	0.31737	11.91767922	Negatively significant
11059	211654_x_at	HLA-DQB1	-2.810671676	-2.14538079	0.763298256	0.17246	11.91767922	Negatively significant
6803	207277_at	CD209	-2.809286757	-1.608379046	0.572522204	0.31186	11.91767922	Negatively significant
14859	215485_s_at	ICAM1	-2.807028611	-1.814969625	0.64658038	0.26269	11.91767922	Negatively significant
17711	218345_at	HCA112	-2.801787188	-1.903972085	0.679556282	0.31661	11.91767922	Negatively significant
7132	207610_s_at	EMR2	-2.800167103	-1.747705092	0.624143141	0.24966	11.91767922	Negatively significant
10331	210875_s_at	TCF8	-2.789715066	-2.862099813	1.025947003	0.16311	11.91767922	Negatively significant
6323	206796_at	WISP1	-2.780851795	-1.936303379	0.69629866	0.25392	11.91767922	Negatively significant
11297	211908_x_at	IGHG1	-2.776059545	-3.59694447	1.295701483	0.04333	11.91767922	Negatively significant
16604	217236_x_at	IGHG1	-2.768354861	-1.622807204	0.586199127	0.28696	11.91767922	Negatively significant
12948	213566_at	RNASE6	-2.768292139	-1.899136711	0.686031898	0.22741	11.91767922	Negatively significant
2084	202555_s_at	MYLK	-2.766700663	-2.242790159	0.810637085	0.25925	11.91767922	Negatively significant
3640	204112_s_at	HNMT	-2.766233819	-2.378937708	0.85999155	0.1632	11.91767922	Negatively significant
8390	208894_at	HLA-DRA	-2.763835061	-2.225202659	0.805114129	0.20312	11.91767922	Negatively significant
10430	210982_s_at	HLA-DRA	-2.760001584	-2.305780012	0.835427061	0.22715	11.91767922	Negatively significant
1381	201852_x_at	COL3A1	-2.753763587	-2.301754011	0.835857523	0.305	11.91767922	Negatively significant
9661	210176_at	TLR1	-2.746721356	-1.530539811	0.557224273	0.32718	11.91767922	Negatively significant
8678	209183_s_at	C10orf10	-2.746316747	-2.26040263	0.82306698	0.15583	11.91767922	Negatively significant
3396	203868_s_at	VCAM1	-2.74492267	-1.86687715	0.680120125	0.22399	11.91767922	Negatively significant
14754	215379_x_at	IGLJ3	-2.744295566	-3.333850518	1.214829248	0.07438	11.91767922	Negatively significant
9337	209850_s_at	CDC42EP2	-2.74231603	-1.66627837	0.607617194	0.30861	11.91767922	Negatively significant
8633	209138_x_at	IGLJ3	-2.729514338	-3.139941103	1.150366224	0.14806	12.63544214	Negatively significant
16802	217436_x_at	NA	-2.728203747	-1.913292876	0.701301315	0.29034	12.63544214	Negatively significant
13953	214574_x_at	LST1	-2.713391507	-2.198704838	0.810316105	0.30546	12.63544214	Negatively significant
1321	201792_at	AEBP1	-2.709153069	-2.759338048	1.018524232	0.20654	12.63544214	Negatively significant
4155	204627_s_at	ITGB3	-2.704910085	-2.43714833	0.901009	0.1783	12.63544214	Negatively significant
7811	208306_x_at	HLA-DRB3	-2.702637097	-1.645044061	0.608681078	0.30665	12.63544214	Negatively significant
2389	202859_x_at	IL8	-2.701576722	-3.045991071	1.127486422	0.0717	12.63544214	Negatively significant
11999	212613_at	BTN3A3	-2.688350769	-1.953388963	0.726612385	0.30526	12.63544214	Negatively significant
9624	210139_s_at	PMP22	-2.684925509	-1.580297741	0.588581596	0.30848	12.63544214	Negatively significant
14705	215330_at	NA	-2.684462767	-2.405499713	0.896082353	0.13915	12.63544214	Negatively significant
18447	219082_at	CGI-14	-2.684194575	-2.143242848	0.798467767	0.20109	12.63544214	Negatively significant
5854	206327_s_at	CDH15	-2.683531706	-2.110013297	0.786282231	0.18274	12.63544214	Negatively significant
5886	206359_at	SOCS3	-2.683073159	-2.102621622	0.783661681	0.2169	12.63544214	Negatively significant
14451	215076_s_at	COL3A1	-2.678673052	-2.240881231	0.836563921	0.32711	12.63544214	Negatively significant
3177	203649_s_at	PLA2G2A	-2.672256342	-1.606956016	0.601348003	0.29941	13.823166	Negatively significant
5633	206106_at	MAPK12	-2.66478164	-1.960573441	0.73573512	0.21629	13.823166	Negatively significant
3885	204357_s_at	LIMK1	-2.651612494	-2.352696805	0.887270221	0.1708	13.823166	Negatively significant
5997	206470_at	PLXNC1	-2.647390894	-2.44360844	0.923025174	0.13462	13.823166	Negatively significant
16399	217028_at	CXCR4	-2.642034271	-1.858581778	0.703466188	0.31215	13.823166	Negatively significant
10604	211161_s_at	NA	-2.633701173	-1.945854735	0.738828974	0.32136	13.823166	Negatively significant
14883	215509_s_at	BUB1	-2.63146063	-1.983946454	0.75393355	0.19698	13.823166	Negatively significant
21242	221881_s_at	CLIC4	-2.627843795	-1.631391535	0.620809935	0.27483	13.823166	Negatively significant
11049	211644_x_at	NA	-2.625300833	-4.168675157	1.58788475	0.02612	13.823166	Negatively significant
11379	211991_s_at	HLA-DPA1	-2.606255123	-1.944809097	0.746208259	0.26904	13.823166	Negatively significant
14054	214677_x_at	IGLJ3	-2.605055304	-2.8038166	1.076298302	0.21827	13.823166	Negatively significant
6311	206784_at	AQP8	-2.604257829	-1.735226324	0.666303584	0.30124	13.823166	Negatively significant
4198	204670_x_at	HLA-DRB3	-2.601877574	-1.573286511	0.604673535	0.32944	13.823166	Negatively significant
11050	211645_x_at	IGKC	-2.601366275	-3.101857904	1.192395678	0.07707	13.823166	Negatively significant
4349	204821_at	BTN3A3	-2.601054707	-1.913260365	0.735570982	0.31581	13.823166	Negatively significant
14496	215121_x_at	NA	-2.601024867	-3.29764737	1.26782616	0.08528	13.823166	Negatively significant
17939	218573_at	MAGEH1	-2.588962541	-2.026910779	0.782904637	0.1979	13.823166	Negatively significant
17349	217983_s_at	RNASET2	-2.573080968	-1.472403397	0.572233605	0.31163	13.823166	Negatively significant
10991	211585_at	NPAT	-2.572793282	-1.850033405	0.719075807	0.23706	13.823166	Negatively significant
12797	213415_at	CLIC2	-2.56895479	-2.94854546	1.147760744	0.09658	13.823166	Negatively significant
3000	203472_s_at	SLCO2B1	-2.566731927	-2.51197845	0.978668019	0.11185	13.823166	Negatively significant
11478	212091_s_at	COL6A1	-2.562490628	-2.926851999	1.142190324	0.28183	13.823166	Negatively significant
1799	202270_at	GBP1	-2.562398319	-1.799598335	0.702310145	0.24499	13.823166	Negatively significant
17343	217977_at	SEPX1	-2.547155506	-1.893980574	0.74356692	0.24074	14.88047954	Negatively significant
9265	209776_s_at	SLC19A1	-2.54313757	-1.993011512	0.783682147	0.19265	14.88047954	Negatively significant
9110	209619_at	CD74	-2.530102759	-1.546938716	0.611413394	0.31567	14.88047954	Negatively significant
6717	207191_s_at	ISLR	-2.530094827	-2.185101296	0.863644032	0.29196	14.88047954	Negatively significant
11574	212187_x_at	PTGDS	-2.527023009	-2.693753707	1.065979098	0.15161	14.88047954	Negatively significant
537	201008_s_at	TXNIP	-2.522558785	-1.954054658	0.774631961	0.20384	14.88047954	Negatively significant
20779	221415_s_at	GJA10	-2.515391608	-1.569132321	0.623812338	0.32178	14.88047954	Negatively significant
9687	210202_s_at	BIN1	-2.514403687	-1.75652223	0.698584018	0.27076	14.88047954	Negatively significant
4489	204961_s_at	NCF1	-2.512118711	-3.046966643	1.212907109	0.05588	14.88047954	Negatively significant
16844	217478_s_at	HLA-DMA	-2.511706426	-1.637249904	0.651847639	0.28363	14.88047954	Negatively significant
11044	211639_x_at	NA	-2.504421516	-3.052624557	1.218894079	0.07083	14.88047954	Negatively significant
1987	202458_at	SPUVE	-2.499633327	-2.231687048	0.892805766	0.25639	14.88047954	Negatively significant
11055	211650_x_at	NA	-2.497784057	-4.174984697	1.671475437	0.02527	14.88047954	Negatively significant
7520	208010_s_at	PTPN22	-2.493245193	-1.940985052	0.778497461	0.21681	14.88047954	Negatively significant
16756	217390_x_at	NA	-2.490254418	-1.692687017	0.679724531	0.27618	14.88047954	Negatively significant
7440	207923_x_at	PAX8	-2.483978616	-1.52741597	0.614907053	0.32266	15.90643648	Negatively significant
14163	214786_at	MAP3K1	-2.470011428	-1.704089085	0.689911417	0.25588	15.90643648	Negatively significant
16750	217384_x_at	NA	-2.466101075	-3.273492807	1.327396042	0.05175	15.90643648	Negatively significant
10937	211530_x_at	HLA-G	-2.464734538	-1.803853892	0.731865385	0.25157	15.90643648	Negatively significant
9810	210330_at	SGCD	-2.462833615	-1.513005107	0.614335089	0.30532	15.90643648	Negatively significant
16224	216853_x_at	IGLJ3	-2.460443099	-3.094644844	1.257759159	0.05664	15.90643648	Negatively significant
5677	206150_at	TNFRSF7	-2.457329365	-1.637590461	0.666410651	0.29596	15.90643648	Negatively significant
16797	217431_x_at	CYBB	-2.455196584	-1.833446186	0.74676146	0.22926	15.90643648	Negatively significant
19290	219925_at	ZNF258	-2.454453943	-2.004837263	0.816816005	0.26693	15.90643648	Negatively significant
3985	204457_s_at	GAS1	-2.451198929	-2.498793497	1.019416852	0.18141	15.90643648	Negatively significant
1933	202404_s_at	COL1A2	-2.449346599	-2.00478628	0.818498403	0.32599	15.90643648	Negatively significant
13463	214083_at	PPP2R5C	-2.445661495	-1.89909435	0.776515619	0.23591	15.90643648	Negatively significant
3867	204339_s_at	RGS4	-2.431968238	-2.145245073	0.882102422	0.15836	15.90643648	Negatively significant
11039	211634_x_at	IGHG1	-2.430361898	-3.515479525	1.44648397	0.03995	15.90643648	Negatively significant
5332	205804_s_at	T3JAM	-2.426193793	-2.037098874	0.839627436	0.17955	15.90643648	Negatively significant
21233	221872_at	RARRES1	-2.425585385	-3.766983322	1.553020292	0.06617	15.90643648	Negatively significant
17598	218232_at	C1QA	-2.402828166	-1.462284959	0.608568261	0.3035	17.03663065	Negatively significant
14461	215086_at	IBTK	-2.389971949	-2.164771724	0.905772858	0.25064	17.03663065	Negatively significant
9415	209928_s_at	MSC	-2.388143479	-1.820182384	0.762174635	0.27939	17.03663065	Negatively significant
2483	202953_at	C1QB	-2.384955672	-1.722189038	0.722105261	0.29208	17.03663065	Negatively significant
2833	203305_at	F13A1	-2.384648092	-1.393610231	0.584409178	0.32929	17.03663065	Negatively significant
14212	214836_x_at	NA	-2.382431225	-2.373310649	0.996171736	0.2488	17.03663065	Negatively significant
9456	209969_s_at	STAT1	-2.376407711	-1.4300129	0.601754023	0.32849	17.03663065	Negatively significant
9266	209777_s_at	SLC19A1	-2.374319281	-1.418211089	0.597312712	0.3235	17.03663065	Negatively significant
21091	221730_at	COL5A2	-2.372685076	-2.051220453	0.864514416	0.19254	17.03663065	Negatively significant
11195	211798_x_at	IGLJ3	-2.371988532	-2.947552589	1.242650438	0.0902	17.03663065	Negatively significant
3075	203547_at	GRCC10	-2.368902407	-1.697715947	0.716667746	0.32071	17.03663065	Negatively significant
10224	210762_s_at	DLC1	-2.367903468	-1.543485461	0.651836311	0.29436	17.03663065	Negatively significant
16394	217023_x_at	TPSB2	-2.367796509	-2.440396684	1.030661493	0.15761	17.03663065	Negatively significant
21272	221911_at	LOC221810	-2.365320592	-2.645642045	1.11851309	0.14228	17.03663065	Negatively significant
9927	210448_s_at	P2RX5	-2.357322136	-2.21161737	0.938190558	0.16157	17.03663065	Negatively significant
15320	215946_x_at	LOC91316	-2.356392118	-2.018841309	0.856751003	0.19873	17.03663065	Negatively significant
15773	216401_x_at	IGKC	-2.354022191	-3.902918429	1.657978605	0.02699	17.03663065	Negatively significant
12010	212624_s_at	CHN1	-2.353132152	-1.846965053	0.784896442	0.25003	17.03663065	Negatively significant
2857	203329_at	PTPRM	-2.352000266	-1.706613617	0.725600945	0.26227	17.03663065	Negatively significant
11454	212067_s_at	C1R	-2.347387849	-1.692336654	0.720944626	0.32805	17.03663065	Negatively significant
1836	202307_s_at	TAP1	-2.336775451	-1.499435067	0.641668444	0.30309	17.03663065	Negatively significant
11042	211637_x_at	IGHM	-2.335426901	-4.337131296	1.857104281	0.02728	18.63288759	Negatively significant
15889	216517_at	IGKV1D-8	-2.32327075	-1.747686282	0.752252523	0.24375	18.63288759	Negatively significant
9161	209671_x_at		-2.312073265	-1.665416073	0.720312846	0.26762	18.63288759	Negatively significant
8662	209167_at	GPM6B	-2.286660499	-2.345327276	1.025656094	0.26246	18.63288759	Negatively significant
21222	221861_at	NA	-2.284810942	-1.991510137	0.871630164	0.1957	18.63288759	Negatively significant
5016	205488_at	GZMA	-2.279722092	-1.57017126	0.688755557	0.29666	18.63288759	Negatively significant
13429	214049_x_at	CD7	-2.272588853	-1.79253022	0.788761336	0.22833	18.63288759	Negatively significant
