LocusLink	Name
84320	Acyl-Coenzyme A binding domain containing 6
84343	Hermansky-Pudlak syndrome 3
84517	Actin related protein M1
84662	GLIS family zinc finger 2
84668	Down-regulated by Ctnnb1, a
84726	KIAA0515
84792	Hypothetical protein MGC12966
84797
84814	Chromosome 9 open reading frame 67
84824	Fc receptor homolog expressed in B cells
84825	Hypothetical protein MGC5370
84826	Hypothetical protein MGC5391
84891	Zinc finger protein 206
84909	Chromosome 9 open reading frame 3
84923	Hypothetical protein FLJ14775
84962	Jub, ajuba homolog (Xenopus laevis)
84984	Hypothetical protein MGC14126
84993	Ubiquitin-like 7 (bone marrow stromal cell-derived)
85014	Hypothetical protein MGC14141
85301	Collagen, type XXVII, alpha 1
89796	Neuron navigator 1
89894	Hypothetical protein BC000282
90407	Transmembrane protein 41A
90417	Chromosome 15 open reading frame 23
90480	Growth arrest and DNA-damage-inducible, gamma interacting protein 1
90576
90809	Chromosome 14 open reading frame 9
92370	Acid phosphatase-like 2
92400	RNA binding motif protein 18
94431	Similar to RNA polymerase I transcription factor RRN3
114327	EF-hand domain (C-terminal) containing 1
114926	Hypothetical protein BC013035
115350	Fc receptor-like 1
115416	Chromosome 7 open reading frame 30
116835	Heat shock 70kD protein 12B
117581	In multiple clusters
118426	Loss of heterozygosity, 12, chromosomal region 1
121355	Hypothetical protein FLJ32942
123920	Chemokine-like factor super family 3
124565	Hypothetical protein MGC15523
124583	Calcium activated nucleotidase 1
124936	Hypothetical protein MGC32124
126626	Hypothetical protein MGC29891
128061	Hypothetical protein DKFZp547B1713
128989	Hypothetical protein DKFZp761P1121
130026
131450	CD200 receptor 1
134218	DnaJ homology subfamily A member 5
136991	Ankyrin repeat, SAM and basic leucine zipper domain containing 1
140460
140885	Protein tyrosine phosphatase, non-receptor type substrate 1
143872	Hypothetical protein FLJ32810
147837	Zinc finger protein 563
148327	CAMP responsive element binding protein 3-like 4
149705
151011	Septin 10
153218	Serine PI Kazal type 5-like 3
163050	In multiple clusters
165721	DnaJ (Hsp40) homolog, subfamily B, member 8
169505
192683	Secretory carrier membrane protein 5
196441	Hypothetical protein MGC23401
197131	Ubiquitin protein ligase E3 component n-recognin 1
199692	Zinc finger protein 627
200879	Lipase, member H
201254	Stimulated by retinoic acid 13 homolog (mouse)
219855	Solute carrier family 37 (glycerol-3-phosphate transporter), member 2
221191	Plasma kallikrein-like protein 4
246721	DNA directed RNA polymerase II polypeptide J-related gene
339229
348789
	A_23_P201051
	A_23_P23403
	A_23_P115154
	A_23_P126698
	A_23_P103334
	A_23_P31593
	A_23_P123440
	A_23_P31810
	A_23_P32454
	A_23_P254031
	A_23_P150267
	A_23_P98173
	A_23_P204194
	A_23_P2294
	A_23_P151625
	A_23_P37191
	A_23_P65515
	A_23_P25905
	A_23_P163236
	A_23_P118815
	A_23_P166068
	A_23_P84047
