Acc	Symbol	name	Unigene	LLID	Function	Chromosome	Cytoband	0439gpr MPP vs LT	0461gpr LT vs MPP	5351gpr MPP vs LT	5352gpr LT vs MPP	5359gpr LT vs MPP	5360gpr MPP vs LT	Pass	Fold change	1/fold change	Score(d)	Numerator(r)	Denominator(s+s0)	q-value (%)
BG073504	Pygl	liver glycogen phosphorylase	Mm.256926	110095		12		-0.7778	-0.7731	-1.048	-0.8555	-1.0233	-1.0932	6	0.527572745	1.895473201	-1.839264428	-0.928483333	0.504812315	0.289800804
AI847862	Myh10	myosin heavy chain 10, non-muscle	Mm.218233	77579		11		-1.9815	-1.4115	-3.0178	-2.7508	0.3352	-1.477	6	0.420328352	2.379092427	-1.834642137	-1.717233333	0.93600452	0.289800804
BG068497	Depdc6	DEP domain containing 6	Mm.295397	97998		15		-1.2629	-2.0611	-1.3901	-1.1193	-2.4401	-0.1788	6	0.427650434	2.338358438	-1.83384561	-1.408716667	0.768176263	0.289800804
AV048302	Siah2	seven in absentia 2	Mm.2847	20439	seven in absentia 2	3		-1.7805	-0.1776	-2.0644	-2.0015	-0.9643	-1.1661	6	0.437038746	2.288126646	-1.824145552	-1.359066667	0.745042886	0.289800804
AV037617	Procr	protein C receptor, endothelial	Mm.3243	19124	protein C receptor, endothelial	2	2 H1-3	-1.0321	-1.8279	-1.4804	-1.2569	-0.3538	-1.115	6	0.465285856	2.149216415	-1.816357434	-1.177683333	0.648376422	0.289800804
BG074718	Col4a2	procollagen, type IV, alpha 2	Mm.181021	12827		8		-0.8609	-0.8676	-1.4524	-1.3915	-1.0157	-0.6635	6	0.495196863	2.019398897	-1.811602224	-1.041933333	0.575144653	0.289800804
BG074141	Tnk2	tyrosine kinase, non-receptor, 2	Mm.251115	51789		16	16 A1	-0.8602	-1.0016	-1.6784	-1.4036	-1.2294	-0.5099	6	0.478250263	2.090955462	-1.809889893	-1.11385	0.615424178	0.289800804
BG063682	Mpzl1	myelin protein zero-like 1	Mm.46438	68481		1	1 H2.3	-0.9301	-2.2652	-1.6515	-1.8656	-1.5895	-0.0445	6	0.437912216	2.283562695	-1.809065987	-1.391066667	0.768941916	0.289800804
BG074459	Def8	differentially expressed in FDCP 8	Mm.275127	23854		8		-1.4988	-1.6721	-0.5359	-0.6436	-1.2631	-1.2649	6	0.471710283	2.119945306	-1.808911939	-1.1464	0.633751138	0.289800804
AI840578	Nrip1	nuclear receptor interacting protein 1	Mm.74711	268903		16	16 A1	-1.8037	-1.5658	-1.3381	-1.2127	-0.5977	-0.5621	6	0.464892189	2.151036358	-1.80629192	-1.180016667	0.653281263	0.289800804
AV093772				NA	Mus musculus carboxyl terminal LIM domain protein (Ldb3) mRN		NA	-0.9736	-1.6495	-0.9446	-0.7633	-0.7578	-1.2531	6	0.491274727	2.035520951	-1.803833931	-1.056983333	0.58596488	0.289800804
BG064165	Anxa5	annexin A5	Mm.1620	NA			NA	-1.596	-1.978	-0.7256	-0.8111	-2.543	-0.6297	6	0.429537225	2.328086929	-1.80155573	-1.380566667	0.766319156	0.289800804
BG065287	Cbx5	chromobox homolog 5 (Drosophila HP1a)	Mm.262059	NA			NA	-1.7364	-1.7502	-0.2568	-0.6899	-2.7693	-1.505	6	0.425537164	2.349971011	-1.796821307	-1.451266667	0.807685584	0.289800804
AV105115	Ermap	erythroblast membrane-associated protein	Mm.290753	27028		4		-0.6706	-0.9229	-1.4212	-1.2077	-0.6909	-1.3236	6	0.496842829	2.012708932	-1.796120635	-1.039483333	0.578738039	0.289800804
AV016553	B130017I01Rik	RIKEN cDNA B130017I01 gene	Mm.229287	214137		3	3 G1		-3.7153	-2.7246	-2.6059	0.063	-0.5038	5	0.523595642	1.909870746	-1.793965013	-1.853595	1.033239214	0.289800804
AV146205				NA			NA	-1.9525	-2.0566	-1.5856	-1.4218	-0.1422	-0.831	6	0.445576363	2.24428422	-1.791026489	-1.331616667	0.743493563	0.289800804
BG074538	9430041O17Rik	RIKEN cDNA 9430041O17 gene	Mm.211096	234214		8	8 B1.1	-0.5445	-1.4184	-1.8786	-1.8157	-0.8388	-0.7908	6	0.45881696	2.179518386	-1.790568819	-1.214466667	0.678257464	0.289800804
BG074195	Maged2	melanoma antigen, family D, 2	Mm.22575	80884			X F3	-0.5498	-1.3136	-1.3429	-1.5167	-1.9868	-0.5374	6	0.461741959	2.165711779	-1.780745866	-1.207866667	0.678292557	0.289800804
AV162436				NA	W54374 EST:embryo:Mus musculus		NA	-1.1256	-1.5656	-1.0794	-1.3803	-1.738	-0.21	6	0.46963921	2.129294101	-1.775181921	-1.18315	0.666495071	0.289800804
BF538875	Agpt	angiopoietin	Mm.2550	11600		15		-2.0506	-1.3945	-1.1866	-0.8226	-0.3321	-1.5516	6	0.460338348	2.172315221	-1.773078313	-1.223	0.689760848	0.289800804
AV032988				NA	U79298 unknown:Soares library 1NIB from IMAGE consortium:Hom		NA	-0.8741	-1.0279	-1.1775	-1.2022	-1.3391	-0.473	6	0.50474644	1.981192776	-1.772906117	-1.015633333	0.572863573	0.289800804
AV000213	B430104H02Rik	RIKEN cDNA B430104H02 gene	Mm.288676	68126		2	2 F1	-2.4059	-2.0424	-0.758	-0.6995	-0.768	-1.2459	6	0.441237955	2.266350815	-1.766982131	-1.31995	0.74700812	0.289800804
BG071244	Ehd3	EH-domain containing 3	Mm.18526	57440		17		-1.3061	-0.6776	-0.7899	-0.968	-1.9239	-1.0164	6	0.47951751	2.085429583	-1.765870118	-1.11365	0.630652271	0.289800804
AA118336	Tcfec	transcription factor EC	Mm.36217	21426		6	6 E4-G	-1.8781	-1.5707	-1.6118	-1.2505	-0.1218	-1.0045	6	0.462277048	2.163204955	-1.765797637	-1.239566667	0.701986819	0.289800804
BG064937	Sec24d	SEC24 related gene family, member D (S. cerevisiae)	Mm.29293	210529		3	3 G1	-0.6595	-1.2642	-1.8034	-1.9522	-2.1564	-0.2051	6	0.447690361	2.23368669	-1.755844302	-1.340133333	0.763241554	0.289800804
BG067014	Cbr3	carbonyl reductase 3	Mm.4512	109857		16		-0.678	-1.9808	-1.3697	-1.3692	-1.6563		5	0.494951632	2.020399438	-1.751459804	-1.22701	0.700564179	0.289800804
AV103136				NA	sorbitol dehydrogenase 1		NA	-1.1809	-1.5608	-1.3022	-0.9454	-0.7657	-0.5222	6	0.498218227	2.007152582	-1.742553711	-1.0462	0.600383216	0.289800804
AV105208				NA			NA	-0.6745	-1.1052	-1.4915	-1.0751	-1.0315	-0.6268	6	0.509746771	1.961758382	-1.737395939	-1.000766667	0.576015314	0.289800804
AV087213	Tacstd2	tumor-associated calcium signal transducer 2	Mm.154045	56753		6		-1.4463	-0.5665	-1.3	-1.2661	-0.5477	-1.2015	6	0.497175932	2.011360437	-1.737305783	-1.054683333	0.60707985	0.289800804
AU043501	Rab38	Rab38, member of RAS oncogene family	Mm.276669	72433		7		-1.154	-1.855	-0.7123	-0.5019	-3.0686	-1.3028	6	0.427811135	2.337480066	-1.73325181	-1.432433333	0.826442716	0.289800804
AV020933				NA	D90225 OSF-1::Mus musculus		NA	-0.7477	-2.9004	-2.1624	-1.7137	-0.5594	-0.6334	6	0.430164665	2.324691172	-1.730893407	-1.452833333	0.839354594	0.289800804
AV016931	Cpa3	carboxypeptidase A3, mast cell	Mm.1135	12873		3		-1.0975	-1.6854	-2.1619	-1.955	0.2393	-1.6839	6	0.458547465	2.18079932	-1.730653764	-1.390733333	0.803588426	0.289800804
AV135945				NA			NA	-0.8032	-2.0107	-1.5765	-1.5382	-0.8612	-0.3984	6	0.468338693	2.135206879	-1.728282572	-1.198033333	0.693192972	0.289800804
NA	NA	NA	NA		NA			-0.3579	-1.2843	-1.832	-2.0214	-0.8604	-0.9297	6	0.465638476	2.147588853	-1.727089215	-1.214283333	0.703080838	0.289800804
NA	NA	NA	NA		NA			-0.5406	-2.4703	-1.9509	-1.965	-0.493	-0.819	6	0.443352219	2.255543016	-1.725582268	-1.373133333	0.795750721	0.289800804
AI385717	Hoxb5	homeo box B5	Mm.207	15413		11		-1.4474	-3.3861	-2.0172	-2.1053	-0.3016	-0.3279	6	0.424969756	2.353108627	-1.722376568	-1.597583333	0.927545905	0.289800804
AV078279	D630039A03Rik	RIKEN cDNA D630039A03 gene	Mm.23214	242484		4	4 B3	-2.2612	-1.8369	-2.3106	-2.7489	0.4169	-0.8207	6	0.456680803	2.189713238	-1.715085503	-1.593566667	0.929147068	0.289800804
BG071659	Tuft1	tuftelin 1	Mm.10214	NA			NA	-0.7894	-1.9674	-1.7486	-1.6766	-3.8424	0	6	0.419070319	2.386234372	-1.713916546	-1.670733333	0.974804367	0.289800804
BG075733	Itga6	integrin alpha 6	Mm.225096	NA			NA	-0.9482	-0.2738	-1.8636	-1.846	-0.8151	-1.4805	6	0.470850444	2.123816623	-1.708802532	-1.204533333	0.70489908	0.289800804
AV092958				NA			NA	0.2499	-1.6314	-1.8522	-1.6997	-1.1499	-1.9495	6	0.467713622	2.138060454	-1.708562264	-1.3388	0.783582798	0.289800804
AV063635				NA	lupus nephritis-associated peptide 1		NA	-0.8733	-1.6439	-1.209	-1.1221	-0.5614	-0.7649	6	0.504003064	1.984114923	-1.707988967	-1.0291	0.602521456	0.289800804
AV086878				NA	D14340 ZO-1:lambda gt11:Mus musculus		NA	-0.7861	-1.7187	-2.8199	-2.7365	-0.3734	-0.6461	6	0.431061196	2.319856228	-1.706234244	-1.51345	0.887011854	0.289800804
AV054752				NA	1810032G06		NA	-1.3899	-1.5607	-1.0971	-1.2061	-0.4832	-0.6153	6	0.498275827	2.006920556	-1.705517515	-1.058716667	0.620759774	0.289800804
BG071794	Bnip3l	BCL2/adenovirus E1B 19kDa-interacting protein 3-like	Mm.29820	12177		14		-0.3458	-1.3921	-1.3835	-1.142	-1.0063	-0.9052	6	0.506013353	1.976232435	-1.701765394	-1.02915	0.604754335	0.289800804
BG070336	Tgfbr3	transforming growth factor, beta receptor III	Mm.346273	21814		5		-2.8526	-0.5172	-0.9114	-1.6417	-3.4609	-0.4279	6	0.420580036	2.37766873	-1.695932418	-1.635283333	0.964238501	0.289800804
BG075803	4930586I02Rik	RIKEN cDNA 4930586I02 gene	Mm.127378	68149		12	12 E	-2.6104	-1.292	-1.8221	-2.052		-0.8215	5	0.443658355	2.253986631	-1.691615268	-1.418778333	0.838712183	0.289800804
AV107375				NA			NA	-0.3105	-0.891	-1.491	-1.0284	-1.3	-1.2288	6	0.504070046	1.983851268	-1.691592877	-1.041616667	0.615760849	0.289800804
AV135859	Sgce	sarcoglycan, epsilon	Mm.8739	20392	sarcoglycan, epsilon	6		-1.4776	-2.4252	-1.0212	-0.9879	-1.1622	-0.3269	6	0.464377575	2.153420093	-1.689972941	-1.2335	0.729893343	0.289800804
AI838622	Lphn2	latrophilin 2	Mm.9776	99633		3	3 H3	-0.553	-1.0233	-1.7438	-1.7723	-1.011	-0.6181	6	0.485440908	2.059982962	-1.689480829	-1.12025	0.66307352	0.289800804
NA	NA	NA	NA		NA			-1.0766	-1.3463	-1.2024	-0.7854	-0.3758	-1.1995	6	0.514715218	1.942821904	-1.683407289	-0.997666667	0.59264723	0.289800804
AA042074	Hoxa5	homeo box A5	Mm.173	NA			NA	-1.1334	-0.9619	-0.8353	-0.8562	-0.8932	-0.575	6	0.548632911	1.822712381	-1.681537752	-0.875833333	0.520852614	0.289800804
AI838258	3110062M04Rik	RIKEN cDNA 3110062M04 gene	Mm.332986	78412; 381755; 68487		6	6 B1	-1.3856	-0.436	-1.6655	-1.3831	-0.7553	-0.8197	6	0.496587267	2.013744745	-1.680560065	-1.0742	0.639191673	0.289800804
AI847573	Hbb-y	hemoglobin Y, beta-like embryonic chain	Mm.288567	NA			NA	-1.4679	-0.5874	-1.5699	-1.3094	-0.2901	-1.5285	6	0.488642122	2.046487512	-1.680341059	-1.125533333	0.669824336	0.289800804
AV084482	Sdc2	syndecan 2	Mm.234266	15529		15		-2.5788	-0.6347	-1.9213	-2.4543	-0.634		5	0.483720785	2.067308312	-1.67325995	-1.430986667	0.855208819	0.289800804
AV141211				NA	AA073904 EST:heart:Mus musculus		NA		-1.0624	-4.2293	-3.6463	-0.3916	-1.8757	5	0.441132233	2.266893974	-1.672863084	-1.902233333	1.137112386	0.289800804
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-1.5457	-1.3332	-1.0314	-0.7185	-0.5393	-0.8652	6	0.512242591	1.952200027	-1.672634367	-1.00555	0.601177412	0.289800804
AA546583	Socs2	suppressor of cytokine signaling 2	Mm.291261	216233		10		-1.7541	-3.4056	-2.1616	-1.958		-0.3232	5	0.445168608	2.246339886	-1.670420328	-1.602038333	0.959063002	0.289800804
AV061493	Irf6	interferon regulatory factor 6	Mm.305674	54139; 338517		1	1 H6	-0.9156	-1.9837	-1.3709	-1.323	-0.7612	-0.3945	6	0.486679198	2.054741611	-1.670330264	-1.124816667	0.673409739	0.289800804
M34141	Ptgs1	prostaglandin-endoperoxide synthase 1	Mm.275434	19224		2		-1.0828	-1.1049	-1.9413	-1.7531	-0.293	-0.7855	6	0.481740933	2.075804508	-1.66790254	-1.1601	0.695544237	0.289800804
BG071905	2410003B16Rik	RIKEN cDNA 2410003B16 gene	Mm.29933	72333		8	8 B3.1	-1.8029	-0.8084	-1.5655	-1.9489	-0.5218	-0.4849	6	0.477589303	2.093849242	-1.660200138	-1.188733333	0.716018091	0.289800804
BG074570	Myl6	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	Mm.337074	17904		10		-1.9752	-1.9017	-0.4541	-0.0622	-1.3928	-2.2541	6	0.466697135	2.142717247	-1.653648233	-1.340016667	0.810339611	0.289800804
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-1.1675	-1.4742	-0.5691	-0.3159	-1.3926	-1.7874	6	0.492180552	2.031774714	-1.650850964	-1.117783333	0.677095242	0.289800804
BG067158	Aldoc	aldolase 3, C isoform	Mm.7729	11676		11		-1.0282	-1.2164	-1.1953	-1.4767	-4.4436	-0.6508	6	0.399927548	2.500452907	-1.648104917	-1.6685	1.01237487	0.289800804
AV013380	Agpt	angiopoietin	Mm.2550	11600		15		-0.7129	-2.4816	-1.1813	-1.0104	-1.3097	-0.5139	6	0.471705384	2.119967324	-1.648083506	-1.201633333	0.729109495	0.289800804
AA087526	Rbp1	retinol binding protein 1, cellular	Mm.302504	19659		9		-0.5299	-1.4149	-1.2438	-1.0098	-2.0363	-0.5114	6	0.48864034	2.046494974	-1.64751051	-1.12435	0.682453917	0.289800804
AV028985	App	amyloid beta (A4) precursor protein	Mm.277585	11820		16		-1.5825	-1.1569	-1.9323	-1.9188	-0.3387	-0.3878	6	0.477318535	2.095037015	-1.646310792	-1.2195	0.740747134	0.289800804
BG064548	Catnal1	catenin alpha-like 1	Mm.218891	54366		4	4 B3	-2.9159	-1.8434	-1.3919	-1.7044		-0.5213	5	0.465970456	2.146058804	-1.645051847	-1.410998333	0.857722713	0.289800804
BG073081	AW556347	expressed sequence AW556347	Mm.212546	268586; 71375		12	12 E	-0.8377	-1.2623	-0.6231	-0.7849	-1.5346	-0.7694	6	0.522986106	1.912096687	-1.642657489	-0.968666667	0.589694853	0.289800804
AV111415				NA	integral membrane protein 2		NA	-0.5086	-1.4182	-1.3354	-1.0577	-1.4793	-0.4345	6	0.508729255	1.965682119	-1.635053786	-1.03895	0.635422522	0.289800804
AV111531	D15Ertd366e	DNA segment, Chr 15, ERATO Doi 366, expressed	Mm.33207	65970		15		-0.3461	-1.8843	-1.5041	-1.5985	-1.3716	-0.3359	6	0.486517566	2.055424243	-1.633373361	-1.173416667	0.718400762	0.289800804
NA	NA	NA	NA		NA			-0.8604	-1.523	-1.1035	-1.0243	-1.2086	-0.2943	6	0.517325417	1.93301927	-1.631836231	-1.00235	0.614246688	0.289800804
AV074508	Creg	cellular repressor of E1A-stimulated genes	Mm.294885	23850; 380611		1	1 H1	-0.8238	-0.8253	-0.6813	-0.7236	-1.3227	-0.9139	6	0.548173118	1.824241225	-1.630747933	-0.881766667	0.540713037	0.289800804
AV083871				NA	Mouse germline IgM chain gene, mu-delta region		NA	-1.2207	-1.5757	-0.9135	-0.9712	-0.6373	-0.5531	6	0.521666844	1.916932254	-1.62844912	-0.978583333	0.600929634	0.289800804
AV030833	Dsip1	delta sleep inducing peptide, immunoreactor	Mm.22216	14605			X F1	-0.8252	-1.1349	-0.6395	-0.6884	-1.4226	-0.8391	6	0.535713182	1.866670513	-1.627479241	-0.92495	0.568332902	0.289800804
BG075567	D130026O08Rik	RIKEN cDNA D130026O08 gene	Mm.236401	259302		6	6 E3	-1.9456	-1.0731	-0.9834	-1.0848	-0.425	-0.8354	6	0.502902287	1.988457848	-1.627467275	-1.057883333	0.650018191	0.289800804
AV084756				NA	EST (AV084756)		NA	-0.2716	-0.909	-1.3021	-1.1575	-0.9113	-1.3339	6	0.523863124	1.908895576	-1.616614737	-0.9809	0.606761758	0.486538814
AI385595	Cish	cytokine inducible SH2-containing protein	Mm.4592	12700		9		-0.5364	-1.1832	-1.343	-1.1752	-1.2006	-0.4262	6	0.524366516	1.907063034	-1.613345818	-0.977433333	0.605842419	0.486538814
AV042373				NA	solute carrier family 30 (zinc transporter), member 3		NA	-0.8723	-1.9862	-1.5885	-1.7393	-0.4312	-0.4173	6	0.48686324	2.053964885	-1.612319685	-1.172466667	0.727192428	0.486538814
BG066024	Gata1	GATA binding protein 1	Mm.335973	NA			NA	-0.8293	-2.6752	-1.3596	-1.6368	-0.7523	-0.3351	6	0.469501404	2.129919082	-1.609846423	-1.264716667	0.785613242	0.486538814
BG066896	Depdc6	DEP domain containing 6	Mm.295397	97998		15		-1.7269	-0.2351	-0.8011	-1.03	-1.0268	-1.9972	6	0.492771887	2.029336549	-1.60713485	-1.136183333	0.706962041	0.486538814
AA137915	Anxa5	annexin A5	Mm.1620	11747		3		-2.3692	-2.3546	-0.8291	-0.6966	-0.597	-0.7918	6	0.467954952	2.136957831	-1.606913772	-1.27305	0.792232926	0.486538814
BG069465	Cd63	Cd63 antigen	Mm.277857	12512		10		-0.7071	-3.3065	-1.3943	-0.8236	-2.0998	-0.3132	6	0.449538325	2.224504438	-1.605189249	-1.44075	0.897557718	0.486538814
AV034892				NA	hemoglobin beta, pseudogene bh3		NA	-0.2768	-1.0786	-1.5143	-1.2202	-1.2825	-0.6926	6	0.51800295	1.930490937	-1.603616045	-1.010833333	0.630346233	0.486538814
AA060792	Krt1-18	keratin complex 1, acidic, gene 18	Mm.22479	16668		15		-1.3261	-0.5961	-1.5389	-1.3543	-0.3083	-1.0584	6	0.513902375	1.945894879	-1.602103042	-1.03035	0.643123428	0.486538814
BE306825	Nmyc1	neuroblastoma myc-related oncogene 1	Mm.16469	18109		12		-1.0938	-0.6989	-1.2065	-0.6767	-0.6505	-0.8876	6	0.553508772	1.806656102	-1.601321356	-0.869	0.542676832	0.486538814
AV140202	1810049H20Rik	RIKEN cDNA 1810049H20 gene	Mm.27406	66433		4	4 A1	-1.1317	-0.7871	-0.786	-0.6521	-1.0543	-0.665	6	0.560734689	1.783374596	-1.600871296	-0.846033333	0.528483043	0.486538814
AV095207	BC026991	cDNA sequence BC026991	Mm.246385	231004		4	4 E2	-0.9669	-0.9165	-1.3686	-0.5254	-0.7135	-0.8955	6	0.545138332	1.834396779	-1.598173671	-0.897733333	0.561724517	0.486538814
AV084423	Txnip	thioredoxin interacting protein	Mm.271877	56338		3		-2.0797	-1.3404	-0.8725	-0.6531	-0.4946	-1.0505	6	0.501024326	1.995911073	-1.591200314	-1.0818	0.679864119	0.486538814
AV095254				NA	AA432734 EST:embryo:Mus musculus		NA	-1.016	-0.8054	-0.4309	-1.2366	-1.5498	-0.7497	6	0.528190662	1.893255735	-1.589057099	-0.964733333	0.607110553	0.486538814
NA	NA	NA	NA		NA			-1.5901	-1.5895	-0.9093	-0.923	-2.2304	0	6	0.489564864	2.042630247	-1.586560908	-1.20705	0.760796509	0.486538814
BG064815	Igf2	insulin-like growth factor 2	Mm.3862	16002		7		-0.732	-1.3105	-1.7241	-1.4756	-1.5343		5	0.502127956	1.99152425	-1.584908881	-1.128433333	0.711986251	0.486538814
AV088107				NA	AA855396 EST:heart:Mus musculus		NA	-1.7963	-0.9478	-0.9315	-0.7962	-1.1927	-0.3918	6	0.517695461	1.931637566	-1.584810599	-1.009383333	0.636911019	0.486538814
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.65	-1.3324	-1.0236	-0.7115	-1.1933	-0.5587	6	0.542195792	1.844352197	-1.583456496	-0.911583333	0.575692061	0.486538814
AA050733	Dsip1	delta sleep inducing peptide, immunoreactor	Mm.22216	14605			X F1	-0.9437	-1.0254	-0.8281	-0.8671	-0.6106	-0.6152	6	0.571742317	1.749039681	-1.579615758	-0.815016667	0.51595881	0.486538814
BG071003	Prkar2b	protein kinase, cAMP dependent regulatory, type II beta	Mm.25594	19088		12	12 A2	-0.4349	-0.6637	-1.4128	-1.3226	-1.2415	-0.7117	6	0.5299885	1.886833392	-1.571544782	-0.964533333	0.613748551	0.486538814
AV033151	Fcgrt	Fc receptor, IgG, alpha chain transporter	Mm.3303	14132		7		-1.4683	-2.6143	-0.9407	-1.09	-0.5886	-0.4892	6	0.482144827	2.074065602	-1.568383808	-1.198516667	0.764173068	0.486538814
BG072463	H1f0	H1 histone family, member 0	Mm.24350	14958		15		-0.3658	-0.6787	-1.0488	-1.034	-1.2805	-1.0578	6	0.54408459	1.8379495	-1.568079226	-0.910933333	0.580923029	0.486538814
BG071335	5730469M10Rik	RIKEN cDNA 5730469M10 gene	Mm.27227	70564		14	14 B	0.0314	-1.2498	-1.4519	-1.4821	-1.4574	-0.8617	6	0.513411583	1.947755043	-1.56738246	-1.078583333	0.688143041	0.486538814
AV087971				NA	U29396 annexin V:peritoneal cavity:Mus musculus		NA	-1.9115	-2.1858	-0.9676	-0.4694	-0.3506	-1.1735	6	0.491138278	2.036086466	-1.566436921	-1.1764	0.751003749	0.486538814
AV104383	Lrpap1	low density lipoprotein receptor-related protein associated protein 1	Mm.277661	16976		5		-1.7876	-1.2995	-0.6401	-0.5996	-1.1519	-0.5854	6	0.519003756	1.92676833	-1.564893285	-1.010683333	0.645848086	0.486538814
AV024228		Transcribed sequences	Mm.353998					-0.916	-1.3437	-1.835	-1.7516	-0.1856	-0.6363	6	0.503982194	1.984197085	-1.562132768	-1.111366667	0.711441876	0.486538814
BG074531	Lphn2	latrophilin 2	Mm.9776	99633		3	3 H3	-0.9019	-0.4233	-1.6852	-2.0143	-2.5065		5	0.502562407	1.989802631	-1.557131837	-1.284646667	0.825008285	0.486538814
BG071136	D430039N05Rik	RIKEN cDNA D430039N05 gene	Mm.330351	241520		2	2 D	-0.2573	-1.8227	-1.6127	-1.271	-1.2592	-0.388	6	0.507110961	1.971955011	-1.555849412	-1.101816667	0.708176934	0.486538814
AV120521				NA			NA	-1.4219	-1.0988	-1.2487	-1.3716	-0.3487	-0.4566	6	0.526901296	1.89788867	-1.552387277	-0.99105	0.638403841	0.486538814
AI841372	Ndrg4	N-myc downstream regulated gene 4	Mm.29846	234593		8		-1.5034	-1.6677	-2.2912	-1.9158	-0.4497	0.1451	6	0.495801453	2.016936404	-1.548294371	-1.28045	0.827006817	0.486538814
BG063902	B230106I24Rik	RIKEN cDNA B230106I24 gene	Mm.24576	320024		3	3 A3	-0.3447	-2.1578	-1.315	-1.4313	-2.2976	-0.0619	6	0.490949062	2.036871191	-1.546475824	-1.26805	0.819961089	0.486538814
BG073075	Klhl13	kelch-like 13 (Drosophila)	Mm.224306	67455; 319843			X A2	0.4506	-2.165	-1.4409	-1.4712	-2.2113	-0.9821	6	0.506798699	1.973170021	-1.540447541	-1.303316667	0.846063649	0.486538814
AV036158				NA	AA260456 EST:fetus:Mus musculus		NA	-0.8372	-1.0226	-1.3851	-1.3979	-0.8386	-0.2496	6	0.535769487	1.86647434	-1.539173174	-0.955166667	0.62057128	0.486538814
BG072850	Sgce	sarcoglycan, epsilon	Mm.8739	20392		6		-1.5472	-1.3681	-0.9342	-1.1844	-0.5013	-0.3438	6	0.53122462	1.882442873	-1.525897491	-0.979833333	0.642135752	0.486538814
BG064672	Procr	protein C receptor, endothelial	Mm.3243	19124		2	2 H1-3	-0.8763	-1.4275	-1.0599	-1.4625	-2.993	0.0383	6	0.485262912	2.060738573	-1.522071698	-1.296816667	0.852007608	0.486538814
AI325851	Cd97	CD97 antigen	Mm.334648	26364		8		-1.6255	-2.2516	-1.642	-1.7755	0.1188	-0.3427	6	0.503498188	1.986104466	-1.521394222	-1.253083333	0.823641443	0.486538814
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-1.0569	-1.9632	-1.0399	-0.6586	-0.4816	-0.8046	6	0.524280066	1.907377497	-1.518794175	-1.0008	0.658943797	0.619813202
AA060792	Krt1-18	keratin complex 1, acidic, gene 18	Mm.22479	16668		15		-1.8476	-1.3979	-1.6366	-1.4142		-0.4516	5	0.514233007	1.944643742	-1.518610054	-1.127191667	0.742252209	0.619813202
AV078295	Itga6	integrin alpha 6	Mm.225096	16403		2		-0.8894	-0.899	-1.9521	-2.0176	-0.1962	-0.772	6	0.506659502	1.973712119	-1.516393441	-1.12105	0.739287028	0.619813202
AV032500	Prnp	prion protein	Mm.648	19122		2		-2.0893	-1.151	-1.6479	-1.7339	0	-0.4477	6	0.506376827	1.974813908	-1.516286567	-1.1783	0.777095851	0.619813202
NA	NA	NA	NA		NA			-1.1242	-1.2274	-0.9936	-1.0566	-0.8502	-0.1904	6	0.549983343	1.818236883	-1.515055988	-0.907066667	0.598701747	0.619813202
AV016857	9630025I22Rik	RIKEN cDNA 9630025I22 gene	Mm.31343	98682		1	1 C1.1	-1.111	-0.9278	-0.6878	-0.9382	-0.3385	-1.4273	6	0.549000836	1.82149085	-1.514967505	-0.9051	0.597438557	0.619813202
BG067456	Lyzs	lysozyme	Mm.45436	17105		10		-0.5381	-1.052	-0.9762	-1.0107	-0.6837	-0.6227	6	0.574603254	1.740331251	-1.513197196	-0.8139	0.537867769	0.619813202
AV006379	Hsd3b7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	Mm.157103	101502		7	7 F3	-0.3934	-0.4012	-1.088	-0.9249	-1.6852	-1.9014	6	0.515722465	1.939027418	-1.513152722	-1.065683333	0.704280089	0.619813202
AV140338	F2r	coagulation factor II (thrombin) receptor	Mm.24816	14062		13		-0.4311	-1.0094	-1.2426	-1.162	-0.6232	-0.7581	6	0.558075932	1.791870861	-1.510517512	-0.871066667	0.576667705	0.619813202
BG065067	Bteb1	basic transcription element binding protein 1	Mm.291595	16601		19	19 B	-0.5703	-1.796	-1.119	-1.3311		-0.3927	5	0.596838218	1.675495922	-1.504539814	-0.993351667	0.660236212	0.619813202
AV031541	Car2	carbonic anhydrase 2	Mm.1186	12349		3		-0.3029	-1.4128	-1.0441	-1.1445	-1.382	-0.4634	6	0.538743106	1.856172245	-1.501898054	-0.958283333	0.638048189	0.619813202
AA200080	Stat3	signal transducer and activator of transcription 3	Mm.249934	20848		11		-1.3068	-0.9124	-0.5014	-0.4965	-1.0214	-0.9415	6	0.560681919	1.783542445	-1.501753837	-0.863333333	0.574883388	0.619813202
AA261240	Sox18	SRY-box containing gene 18	Mm.264904	20672		2		-0.7793	-1.0528	-0.8924	-0.965	-0.4305	-2.4849	6	0.506052997	1.976077617	-1.49387579	-1.100816667	0.736886342	0.619813202
