probe set	Entrez Gene	Gene Symbol	Gene Title
238933_at	NA	NA	NA
239066_at	NA	NA	Transcribed locus, moderately similar to NP_055301.1 neuronal thread protein AD7c-NTP [Homo sapiens]
239171_at	120	ADD3	Adducin 3 (gamma)
239449_at	56172	ANKH	Ankylosis, progressive homolog (mouse)
239463_at	NA	NA	Transcribed locus
239466_at	344595	LOC344595	hypothetical LOC344595
239903_at	NA	NA	MRNA full length insert cDNA clone EUROIMAGE 994183
240204_at	7337	UBE3A	Ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome)
240218_at	NA	NA	Transcribed locus
240633_at	285489	FLJ33718	hypothetical protein FLJ33718
240776_at	5241	PGR	Progesterone receptor
241163_at	254827	NAALADL2	N-acetylated alpha-linked acidic dipeptidase-like 2
241355_at	55806	HR	hairless homolog (mouse)
241368_at	NA	NA	Similar to RIKEN cDNA 2310076L09 (LOC440503), mRNA
241535_at	NA	NA	Transcribed locus
241986_at	168667	BMPER	BMP binding endothelial regulator
242093_at	NA	NA	NA
242509_at	404550	MGC17624	MGC17624 protein
242546_at	84312	BRMS1L	Breast cancer metastasis-suppressor 1-like
242755_at	6733	SRPK2	SFRS protein kinase 2
242979_at	NA	NA	Transcribed locus
243168_at	5174	PDZK1	PDZ domain containing 1
243358_at	145815	MGC18216	hypothetical protein MGC18216
243929_at	151126	ZNF533	Zinc finger protein 533
244377_at	6509	SLC1A4	Solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
244475_at	NA	NA	Transcribed locus, weakly similar to XP_231787.3 PREDICTED: similar to hypothetical protein [Rattus norvegicus]
244745_at	85004	RERG	RAS-like, estrogen-regulated, growth inhibitor
244828_x_at	92345	LOC92345	hypothetical protein BC008207
36499_at	1952	CELSR2	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)
37408_at	9902	MRC2	mannose receptor, C type 2
57532_at	1856	DVL2	dishevelled, dsh homolog 2 (Drosophila)
