Probesets	Symbol	Title
1436651_at	---	Transcribed locus
1436694_s_at	Neurod4	neurogenic differentiation 4
1436743_at	Igsf4d	immunoglobulin superfamily, member 4
1436750_a_at	Oxct1	3-oxoacid CoA transferase 1
1436800_at	Fstl5	follistatin-like 5
1436833_x_at	Ttll1	tubulin tyrosine ligase-like 1
1436838_x_at	Cotl1	coactosin-like 1 (Dictyostelium)
1436841_at	B230380D07Rik	RIKEN cDNA B230380D07 gene
1436842_at	B230380D07Rik	RIKEN cDNA B230380D07 gene
1436888_at	Nhlh2	nescient helix loop helix 2
1436911_at	Ss18l1	synovial sarcoma translocation gene on chromosome 18-like 1
1436912_at	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit
1436921_at	Atp7a	ATPase, Cu++ transporting, alpha polypeptide
1436944_x_at	4933439C20Rik	RIKEN cDNA 4933439C20 gene
1437173_at	Edg3	endothelial differentiation, sphingolipid G-protein-coupled receptor, 3
1437188_at	Gabbr1	gamma-aminobutyric acid (GABA-B) receptor, 1
1437216_at	A430106J12Rik	RIKEN cDNA A430106J12 gene
1437382_at	Acvr2a	Activin receptor IIA
1437385_at	Ccbe1	collagen and calcium binding EGF domains 1
1437400_at	---	Adult male corpus striatum cDNA, RIKEN full-length enriched library, clone:C0...
1437441_at	AA388235	expressed sequence AA388235
1437472_at	Unc13a	unc-13 homolog A (C. elegans)
1437588_at	Pou4f2	POU domain, class 4, transcription factor 2
1437613_s_at	AW456874	expressed sequence AW456874
1437710_x_at	1700021P22Rik	RIKEN cDNA 1700021P22 gene
1437784_at	Runx1t1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
1437811_x_at	Cotl1	Coactosin-like 1 (Dictyostelium)
1437855_at	Mtap4	microtubule-associated protein 4
1437892_at	Zfp306	zinc finger protein 306
1437920_at	Epha5	Eph receptor A5
1437996_s_at	1500012D20Rik	RIKEN cDNA 1500012D20 gene
1438038_at	4930402H24Rik	RIKEN cDNA 4930402H24 gene
1438042_at	Shox2	short stature homeobox 2
1438057_at	---	Transcribed locus
1438072_at	Nfib	Nuclear factor I/B
1438088_at	---	Adult male cecum cDNA, RIKEN full-length enriched library, clone:9130222J03 p...
1438104_at	---	---
1438106_at	Pcdhb22	protocadherin beta 22
1438134_at	Pcdh10	protocadherin 10
1438201_at	Ppm2c	protein phosphatase 2C, magnesium dependent, catalytic subunit
1438214_at	Trps1	trichorhinophalangeal syndrome I (human)
1438231_at	Foxp2	forkhead box P2
1438236_at	Nfia	nuclear factor I/A
1438244_at	Nfib	nuclear factor I/B
1438245_at	---	---
1438258_at	Vldlr	very low density lipoprotein receptor
1438306_at	Rnf180	ring finger protein 180
1438312_s_at	Ltbp3	latent transforming growth factor beta binding protein 3
1438551_at	Neurog1	neurogenin 1
1438665_at	Smpd3	sphingomyelin phosphodiesterase 3, neutral
1438667_at	5730410E15Rik	RIKEN cDNA 5730410E15 gene
1438720_at	9330159F19Rik	RIKEN cDNA 9330159F19 gene
1438784_at	---	---
1438880_at	1700012D14Rik	RIKEN cDNA 1700012D14 gene
1438889_at	---	15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930025C0...
1438972_x_at	2810410L24Rik	RIKEN cDNA 2810410L24 gene
1439015_at	Gfra1	glial cell line derived neurotrophic factor family receptor alpha 1
1439048_at	2900078E11Rik	RIKEN cDNA 2900078E11 gene
1439089_at	Zbtb41	zinc finger and BTB domain containing 41 homolog
1439107_a_at	Mll5	myeloid/lymphoid or mixed-lineage leukemia 5
1439108_at	Mll5	myeloid/lymphoid or mixed-lineage leukemia 5
1439177_at	---	Transcribed locus
1439193_at	Prrxl1	Paired related homeobox protein-like 1
1439204_at	Scn3a	sodium channel, voltage-gated, type III, alpha
1439232_at	1500016L03Rik	RIKEN cDNA 1500016L03 gene
1439234_a_at	Tm2d2	TM2 domain containing 2
1439265_at	Xkr6	X Kell blood group precursor related family member 6 homolog
1439272_at	Lcorl	ligand dependent nuclear receptor corepressor-like
1439293_at	C130047D21Rik	RIKEN cDNA C130047D21 gene
1439313_at	Lphn3	latrophilin 3
1439322_at	Pcdh9	Protocadherin 9
1439493_at	D630040G17Rik; LOC622675	RIKEN cDNA D630040G17 gene; similar to zinc finger protein 64 (predicted)
1439541_at	4930414L22Rik	RIKEN cDNA 4930414L22 gene
1439622_at	Rassf4	Ras association (RalGDS/AF-6) domain family 4
1439671_at	4930466K18Rik	RIKEN cDNA 4930466K18 gene
1439732_at	---	16 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:96...
1439750_at	---	Transcribed locus
1439777_at	B230218O03	hypothetical protein B230218O03
1439799_at	---	Transcribed locus
1439806_at	Tada1l	Transcriptional adaptor 1 (HFI1 homolog, yeast) like
1439840_at	A430088C08Rik	RIKEN cDNA A430088C08 gene
1439845_at	---	Transcribed locus
1439847_s_at	Klf12	Kruppel-like factor 12
1439858_at	---	12 days embryo spinal ganglion cDNA, RIKEN full-length enriched library, clon...
1439886_at	4632415L05Rik	RIKEN cDNA 4632415L05 gene
1439887_at	---	16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130025B0...
1439900_at	Thtpa	Thiamine triphosphatase
1439901_at	2610208M17Rik	RIKEN cDNA 2610208M17 gene
1439904_at	Fstl5	follistatin-like 5
1439969_at	4930500O05Rik	RIKEN cDNA 4930500O05 gene
1439971_at	6330439K17Rik	RIKEN cDNA 6330439K17 gene
1439994_at	---	Adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clo...
1440015_at	---	Transcribed locus
1440056_at	---	Adult male hippocampus cDNA, RIKEN full-length enriched library, clone:C63000...
1440071_at	Magi1	membrane associated guanylate kinase, WW and PDZ domain containing 1
1440086_at	Rnf182	ring finger protein 182
1440108_at	Foxp2	forkhead box P2
1440201_at	Mapk10	mitogen activated protein kinase 10
1440204_at	3110039M20Rik	RIKEN cDNA 3110039M20 gene
1440224_at	9330133O14Rik	RIKEN cDNA 9330133O14 gene
1440310_at	Runx1t1	Runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
1440325_at	---	Adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:...
1440368_at	Jmjd2b	Jumonji domain containing 2B
1440455_at	AI848599	expressed sequence AI848599
1440495_at	Dmt2	dorso-medial telencephalon gene 2
1440650_at	Slit2	Slit homolog 2 (Drosophila)
1440699_at	Mtap2	microtubule-associated protein 2
1440745_at	Prdm16	PR domain containing 16
1440810_x_at	---	PREDICTED: Mus musculus similar to ribosomal protein L27a (LOC628200), mRNA
1440812_at	---	Transcribed locus
1440827_x_at	Sox5	SRY-box containing gene 5
1440859_at	Akap6	A kinase (PRKA) anchor protein 6
1440911_at	Col23a1	procollagen, type XXIII, alpha 1
1440930_a_at	Scrt2	scratch homolog 2, zinc finger protein (Drosophila)
1440934_at	AW742931	expressed sequence AW742931
1440969_at	BC030308	cDNA sequence BC030308
1440970_at	---	Transcribed locus
1440992_at	3110052M02Rik	RIKEN cDNA 3110052M02 gene
1441212_at	6720467C03Rik	RIKEN cDNA 6720467C03 gene
1441254_at	1810008K04Rik	RIKEN cDNA 1810008K04 gene
1441305_at	---	Adult male corpus striatum cDNA, RIKEN full-length enriched library, clone:C0...
1441313_x_at	Lhx9	LIM homeobox protein 9
1441353_at	5330421F07Rik	RIKEN cDNA 5330421F07 gene
1441358_at	Pcdhb16	protocadherin beta 16
1441368_at	---	12 days embryo embryonic body between diaphragm region and neck cDNA, RIKEN f...
1441376_at	Gabarapl2	gamma-aminobutyric acid (GABA-A) receptor-associated protein-like 2
1441461_at	Frmd4a	FERM domain containing 4A
1441547_at	Nfia	Nuclear factor I/A
1441880_x_at	MGC30332	hypothetical protein MGC30332
1441994_at	Pcdhb16	protocadherin beta 16
1442007_at	9830124H08Rik	RIKEN cDNA 9830124H08 gene
1442051_at	Hist2h3c1	histone 2, H3c1
1442068_at	---	Mus musculus, clone IMAGE:5363897, mRNA
1442153_at	Uty	Ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome
1442174_at	Tspan18	tetraspanin 18
1442214_at	Nfib	Nuclear factor I/B
1442321_at	Commd2	COMM domain containing 2
1442325_at	Tbc1d24	TBC1 domain family, member 24
1442348_at	---	---
1442562_at	D630040G17Rik; LOC622675	RIKEN cDNA D630040G17 gene; similar to zinc finger protein 64 (predicted)
1442659_at	Pcdh9	protocadherin 9
1442686_at	Dpf3	D4, zinc and double PHD fingers, family 3
1442724_at	AW060763	expressed sequence AW060763
1442786_s_at	Rufy3	RUN and FYVE domain containing 3
1443033_at	Rbm14	RNA binding motif protein 14
1443158_at	Scmh1	Sex comb on midleg homolog 1
1443589_at	DXErtd242e	DNA segment, Chr X, ERATO Doi 242, expressed
1443728_at	---	Transcribed locus
1443779_s_at	Lcor	ligand dependent nuclear receptor corepressor
1443790_x_at	4930414L22Rik	RIKEN cDNA 4930414L22 gene
1443885_at	---	7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A73...
1443989_at	Trim9	tripartite motif protein 9
1444086_at	E030049G20Rik	RIKEN cDNA E030049G20 gene
1444408_at	B130040O20Rik	RIKEN cDNA B130040O20 gene
1444498_at	---	---
1444510_at	---	Transcribed locus
1444517_at	---	---
1444528_at	---	---
1444543_at	---	Transcribed locus
1444550_at	1110021J02Rik	RIKEN cDNA 1110021J02 gene
1444615_x_at	Runx1t1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
1444690_at	Epha5	Eph receptor A5
1444761_at	Ccdc8	Coiled-coil domain containing 8
1444956_at	Gabarapl2	Gamma-aminobutyric acid (GABA-A) receptor-associated protein-like 2
1444974_at	AU023617	expressed sequence AU023617
1445124_at	A930009L07Rik	RIKEN cDNA A930009L07 gene
1445160_at	9630020C08Rik; LOC676640	RIKEN cDNA 9630020C08 gene; region containing RIKEN cDNA 9630020C08 gene; neu...
1445234_at	C130030K03Rik	RIKEN cDNA C130030K03 gene
1445275_at	C130092O11Rik	RIKEN cDNA C130092O11 gene
1445363_at	2810055G20Rik	RIKEN cDNA 2810055G20 gene
1445421_at	---	Transcribed locus
1445461_at	---	Transcribed locus
1445532_at	C230040D10Rik	RIKEN cDNA C230040D10 gene
1445537_at	Srgap3	SLIT-ROBO Rho GTPase activating protein 3
1445625_at	---	Transcribed locus
1445804_at	9630020C08Rik	RIKEN cDNA 9630020C08 gene
1446190_at	Dcamkl1	doublecortin and calcium/calmodulin-dependent protein kinase-like 1
1446392_at	Slit2	Slit homolog 2 (Drosophila)
1446599_at	---	---
1446990_at	Nfia	nuclear factor I/A
1447500_at	Cutl2	cut-like 2 (Drosophila)
1447550_at	LOC666892; LOC671332	hypothetical protein LOC666892; hypothetical protein LOC671332
1447723_at	---	16 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:96...
1447755_at	Srpk2	Serine/arginine-rich protein specific kinase 2
1447773_x_at	6330409D20Rik	RIKEN cDNA 6330409D20 gene
1447854_s_at	Hist2h2be	histone 2, H2be
1447903_x_at	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit
1448021_at	---	Transcribed locus
1448023_at	Kalrn	kalirin, RhoGEF kinase
1448028_at	Tbc1d24	TBC1 domain family, member 24
1448083_at	LOC675405	similar to voltage gated channel like 1
1448113_at	Stmn1; LOC639458	stathmin 1; similar to Stathmin (Phosphoprotein p19) (pp19) (Oncoprotein 18) ...
1448139_at	Mlc1	megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)
1448162_at	Vcam1	vascular cell adhesion molecule 1
1448209_a_at	Slc22a17	solute carrier family 22 (organic cation transporter), member 17
1448250_at	9030425E11Rik	RIKEN cDNA 9030425E11 gene
1448251_at	9030425E11Rik	RIKEN cDNA 9030425E11 gene
1448260_at	Uchl1	ubiquitin carboxy-terminal hydrolase L1
1448288_at	Nfib	nuclear factor I/B
1448443_at	Serpini1	serine (or cysteine) peptidase inhibitor, clade I, member 1
1448656_at	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit
1448760_at	Zfp68	zinc finger protein 68
1448785_at	Runx1t1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
1448788_at	Cd200	Cd200 antigen
1448842_at	Cdo1	cysteine dioxygenase 1, cytosolic
1448858_at	Ulk2	Unc-51 like kinase 2 (C. elegans)
1448860_at	Rem2	rad and gem related GTP binding protein 2
1448933_at	Pcdhb17	protocadherin beta 17
1449020_at	Plscr3	phospholipid scramblase 3
1449022_at	Nes	nestin
1449059_a_at	Oxct1	3-oxoacid CoA transferase 1
1449101_at	Ebf2	early B-cell factor 2
1449117_at	Jund1	Jun proto-oncogene related gene d1
1449158_at	Kcnk2	potassium channel, subfamily K, member 2
1449202_at	Sema4g	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short ...
1449225_a_at	Mapk8ip2	mitogen-activated protein kinase 8 interacting protein 2
1449236_at	Dll3	delta-like 3 (Drosophila)
1449240_at	Gsbs	G substrate
1449286_at	Ntng1	netrin G1
1449376_at	Nicn1	nicolin 1
1449441_a_at	Wbp1	WW domain binding protein 1
1449482_at	Hist3h2ba	histone 3, H2ba
1449494_at	Rab3c	RAB3C, member RAS oncogene family
1449522_at	Unc5c	unc-5 homolog C (C. elegans)
1449527_at	Pcdhb7	protocadherin beta 7
1449530_at	Trps1	trichorhinophalangeal syndrome I (human)
1449531_at	Leprel2	leprecan-like 2
1449536_at	Kcnn1	potassium intermediate/small conductance calcium-activated channel, subfamily...
1449542_at	Pbx1	pre B-cell leukemia transcription factor 1
1449563_at	Cntn1	contactin 1
1449583_at	Pcdhb20	protocadherin beta 20
1449601_x_at	---	Transcribed locus
1449686_s_at	Scp2	sterol carrier protein 2, liver
1449813_at	Zfp30	zinc finger protein 30
1449843_at	St8sia2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
1450027_at	Sdc3	syndecan 3
1450072_at	Ash1l	ash1 (absent, small, or homeotic)-like (Drosophila)
1450164_at	Ascl1	achaete-scute complex homolog-like 1 (Drosophila)
1450339_a_at	Bcl11b	B-cell leukemia/lymphoma 11B
1450376_at	Mxi1	Max interacting protein 1
1450428_at	Lhx1	LIM homeobox protein 1
1450435_at	L1cam	L1 cell adhesion molecule
1450522_a_at	H1f0	H1 histone family, member 0
1450642_at	3110001I20Rik	RIKEN cDNA 3110001I20 gene
1450659_at	Rgs7	regulator of G protein signaling 7
1450683_at	Tagln3	transgelin 3
1450708_at	Scg2	secretogranin II
1450723_at	Isl1	ISL1 transcription factor, LIM/homeodomain
1450770_at	3632451O06Rik	RIKEN cDNA 3632451O06 gene
1450831_at	Pou3f2	POU domain, class 3, transcription factor 2
1450940_at	Gdap1	ganglioside-induced differentiation-associated-protein 1
1450960_at	Igfbpl1	insulin-like growth factor binding protein-like 1
1451070_at	Gdi1	guanosine diphosphate (GDP) dissociation inhibitor 1
1451134_a_at	Tm2d2	TM2 domain containing 2
1451148_at	Pink1	PTEN induced putative kinase 1
1451156_s_at	Vldlr	very low density lipoprotein receptor
1451177_at	Dnajb4	DnaJ (Hsp40) homolog, subfamily B, member 4
1451190_a_at	Sbk1	SH3-binding kinase 1
1451207_at	Cbara1	calcium binding atopy-related autoantigen 1
1451229_at	Hdac11	histone deacetylase 11
1451257_at	Acsl6	acyl-CoA synthetase long-chain family member 6
1451364_at	Polr3gl	polymerase (RNA) III (DNA directed) polypeptide G like
1451430_at	Slit2	slit homolog 2 (Drosophila)
1451435_at	Cutl1	cut-like 1 (Drosophila)
1451469_at	D530005L17Rik	RIKEN cDNA D530005L17 gene
1451566_at	BC005471	cDNA sequence BC005471
1451595_a_at	Kcnq2	potassium voltage-gated channel, subfamily Q, member 2
1451674_at	Slc12a5	solute carrier family 12, member 5
1451728_at	Wdr13	WD repeat domain 13
1451731_at	Abca3	ATP-binding cassette, sub-family A (ABC1), member 3
1451769_s_at	Pcdha4; Pcdha6; Pcdha7; Pcd...	protocadherin alpha 4; protocadherin alpha 6; protocadherin alpha 7; protocad...
1452021_a_at	Hes6	hairy and enhancer of split 6 (Drosophila)
1452240_at	Brunol4	bruno-like 4, RNA binding protein (Drosophila)
1452446_a_at	2010008E23Rik	RIKEN cDNA 2010008E23 gene
1452524_a_at	Elavl3	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)
1452646_at	Trp53inp2	tumor protein p53 inducible nuclear protein 2
1452657_at	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit
1452679_at	Tubb2b	tubulin, beta 2b
1452696_a_at	4933439C10Rik	RIKEN cDNA 4933439C10 gene
1452763_at	Nipa1	non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human)
1452844_at	Pou6f1	POU domain, class 6, transcription factor 1
1452858_at	Elavl1	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)
1452913_at	Pcp4l1	Purkinje cell protein 4-like 1
1452915_at	Prkar2a	protein kinase, cAMP dependent regulatory, type II alpha
1452921_at	B130050I23Rik	RIKEN cDNA B130050I23 gene
1452961_at	1200009O22Rik	RIKEN cDNA 1200009O22 gene
1452981_at	Cntn1	contactin 1
1453060_at	Rgs8	regulator of G-protein signaling 8
1453065_at	Aldh5a1	aldhehyde dehydrogenase family 5, subfamily A1
1453084_s_at	Col22a1	collagen, type XXII, alpha 1
1453144_at	4933439C20Rik	RIKEN cDNA 4933439C20 gene
1453266_at	---	---
1453267_at	Atbf1	AT motif binding factor 1
1453289_at	Eif2c4	eukaryotic translation initiation factor 2C, 4
1453386_at	Tusc1	tumor suppressor candidate 1
1453419_at	2900078C09Rik	RIKEN cDNA 2900078C09 gene
1453421_at	Srr	serine racemase
1453514_at	Gpm6b	glycoprotein m6b
1453668_at	3110052M02Rik	RIKEN cDNA 3110052M02 gene
1453768_a_at	5430432M24Rik	RIKEN cDNA 5430432M24 gene
1453791_at	2810449C10Rik	RIKEN cDNA 2810449C10 gene
1454086_a_at	Lmo2	LIM domain only 2
1454280_at	4931406H21Rik	RIKEN cDNA 4931406H21 gene
1454592_at	9430012M22Rik	RIKEN cDNA 9430012M22 gene
1454608_x_at	Ttr	transthyretin
1454642_a_at	Commd3	COMM domain containing 3
1454675_at	Thra	thyroid hormone receptor alpha
1454691_at	Nrxn1	neurexin I
1454715_at	0710005M24Rik	RIKEN cDNA 0710005M24 gene
1454726_s_at	AW456874	expressed sequence AW456874
1454742_at	Rasgef1b	RasGEF domain family, member 1B
1454761_at	BC005764	cDNA sequence BC005764
1454767_at	D2Bwg1423e	DNA segment, Chr 2, Brigham & Womens Genetics 1423 expressed
1454780_at	Galntl4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransfer...
1454800_at	Morn2	MORN repeat containing 2
1454834_at	Nfib	nuclear factor I/B
1454886_x_at	---	---
1454951_at	Zfp606	zinc finger protein 606
1454961_at	Synj1	synaptojanin 1
1454987_a_at	H2-Ke6	H2-K region expressed gene 6
1455027_at	Rufy3	RUN and FYVE domain containing 3
1455028_at	Mapt	microtubule-associated protein tau
1455031_at	---	---
1455045_at	Srr	serine racemase
1455095_at	Hist2h2be	histone 2, H2be
1455098_a_at	Vtn	vitronectin
1455121_at	Lcor	ligand dependent nuclear receptor corepressor
1455123_at	St18	suppression of tumorigenicity 18
1455160_at	2610203C20Rik	RIKEN cDNA 2610203C20 gene
1455230_at	Cacng4	calcium channel, voltage-dependent, gamma subunit 4
1455231_s_at	---	---
1455249_at	---	10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732480G...
1455256_at	Tnik; LOC665113; LOC674765	TRAF2 and NCK interacting kinase; similar to [Segment 1 of 2] Traf2 and NCK-i...
1455266_at	Kif5c	kinesin family member 5C
1455267_at	Esrrg	estrogen-related receptor gamma
1455269_a_at	Coro1a	coronin, actin binding protein 1A
1455296_at	Adcy5	adenylate cyclase 5
1455324_at	LOC433022	hypothetical LOC433022
1455328_at	Accn2	amiloride-sensitive cation channel 2, neuronal
1455336_at	Thap2	THAP domain containing, apoptosis associated protein 2
1455358_at	A2bp1	Ataxin 2 binding protein 1
1455377_at	4921517B04Rik	RIKEN cDNA 4921517B04 gene
1455438_at	Pxmp4	peroxisomal membrane protein 4
1455471_at	1500012D20Rik	RIKEN cDNA 1500012D20 gene
1455472_at	A630071D13Rik	RIKEN cDNA A630071D13 gene
1455484_at	2600009P04Rik	RIKEN cDNA 2600009P04 gene
1455492_at	B330016D10Rik	RIKEN cDNA B330016D10 gene
1455509_at	AB182283	cDNA sequence AB182283
1455521_at	Klf12	Kruppel-like factor 12
1455535_at	A730017D01Rik	RIKEN cDNA A730017D01 gene
1455539_at	---	---
1455542_at	C630043F03Rik	RIKEN cDNA C630043F03 gene
1455630_at	1700010H15Rik	RIKEN cDNA 1700010H15 gene
1455686_at	---	---
1455689_at	Fzd10	frizzled homolog 10 (Drosophila)
1455695_at	St8sia1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
1455701_at	Snx26	sorting nexin 26
1455702_at	---	---
1455712_at	Hist3h2a	histone 3, H2a
1455724_at	---	2 days pregnant adult female oviduct cDNA, RIKEN full-length enriched library...
1455769_at	Dcun1d5	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)
1455804_x_at	Oxct1	3-oxoacid CoA transferase 1
1455847_at	Pak7	p21 (CDKN1A)-activated kinase 7
1455865_at	Insm1	insulinoma-associated 1
1455925_at	Prdm8	PR domain containing 8
1455931_at	Chrna3	cholinergic receptor, nicotinic, alpha polypeptide 3
1456028_x_at	Marcks	Myristoylated alanine rich protein kinase C substrate
1456087_at	Nfia	nuclear factor I/A
1456093_at	Zfp536	zinc finger protein 536
1456116_at	Ctnnd2	catenin (cadherin associated protein), delta 2
1456127_at	9630008K15Rik	RIKEN cDNA 9630008K15 gene
1456137_at	Nrxn3	neurexin III
1456144_at	LOC676640	region containing RIKEN cDNA 9630020C08 gene; neuron navigator 3
1456158_at	---	---
1456283_at	Neto1	neuropilin (NRP) and tolloid (TLL)-like 1
1456339_at	2810410D24Rik	RIKEN cDNA 2810410D24 gene
1456346_at	Dnm1	Dynamin 1
1456379_x_at	Dner	delta/notch-like EGF-related receptor
1456399_at	---	---
1456402_at	A330076H08Rik	RIKEN cDNA A330076H08 gene
1456417_at	Zic4	zinc finger protein of the cerebellum 4
1456421_at	4930578M01Rik	RIKEN cDNA 4930578M01 gene
1456487_at	Adcy1	adenylate cyclase 1
1456499_at	LOC552912	hypothetical LOC552912
1456513_at	Ebf3	Early B-cell factor 3
1456535_at	Vps13c	vacuolar protein sorting 13C (yeast)
1456557_at	1700041C02Rik	RIKEN cDNA 1700041C02 gene
1456632_at	Bcl11a	B-cell CLL/lymphoma 11A (zinc finger protein)
1456633_at	Trpm3	transient receptor potential cation channel, subfamily M, member 3
1456650_at	---	6 days neonate skin cDNA, RIKEN full-length enriched library, clone:A030010B1...
1456656_at	Lin7a	lin-7 homolog A (C. elegans)
1456710_at	Pcdhb11	Protocadherin beta 11
1456779_a_at	4930414L22Rik	RIKEN cDNA 4930414L22 gene
1456782_at	Tada1l	transcriptional adaptor 1 (HFI1 homolog, yeast) like
1456787_at	---	---
1456874_at	Flrt2	fibronectin leucine rich transmembrane protein 2
1456904_at	---	Transcribed locus
1456944_at	Kcnc1	potassium voltage gated channel, Shaw-related subfamily, member 1
1456962_at	Cntn2	contactin 2
1456970_at	Cdh7	Cadherin 7, type 2
1456974_at	Onecut1	one cut domain, family member 1
1456983_at	Trps1	Trichorhinophalangeal syndrome I (human)
1456990_at	---	0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430015G...
1457012_at	Dbx1	developing brain homeobox 1
1457042_at	AI256396	EST AI256396
1457072_at	2410127E16Rik; Bcl11a	RIKEN cDNA 2410127E16 gene; B-cell CLL/lymphoma 11A (zinc finger protein)
1457086_at	LOC434147	hypothetical LOC434147
1457087_at	2900083I11Rik	RIKEN cDNA 2900083I11 gene
1457112_at	A230106N23	hypothetical protein A230106N23
1457148_at	Csmd2	CUB and Sushi multiple domains 2
1457190_at	---	12 days embryo eyeball cDNA, RIKEN full-length enriched library, clone:D23000...
1457254_x_at	6330442E10Rik	RIKEN cDNA 6330442E10 gene
1457284_at	---	CDNA clone IMAGE:5256843
1457289_at	Nr2e1	nuclear receptor subfamily 2, group E, member 1
1457310_x_at	Scrt2	scratch homolog 2, zinc finger protein (Drosophila)
1457316_at	Mtap6	microtubule-associated protein 6
1457399_at	Elavl4	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)
1457423_at	LOC675405	similar to voltage gated channel like 1
1457483_at	Arid5b	AT rich interactive domain 5B (Mrf1 like)
1457651_x_at	Rem2	rad and gem related GTP binding protein 2
1457673_at	2610005L07Rik	RIKEN cDNA 2610005L07 gene
1457683_at	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)
1457731_at	Snapc3	small nuclear RNA activating complex, polypeptide 3
1457736_at	Vps37d	vacuolar protein sorting 37D (yeast)
1457973_at	Pcdh9	Protocadherin 9
1458050_at	---	---
1458119_at	Slc25a27	solute carrier family 25, member 27
1458135_at	G630014P10Rik	RIKEN cDNA G630014P10 gene
1458379_at	9330159F19Rik	RIKEN cDNA 9330159F19 gene
1458515_at	Zfp128	zinc finger protein 128
1458585_at	---	Transcribed locus
1458592_at	Auts2	Autism susceptibility candidate 2
1458702_at	2610316D01Rik	RIKEN cDNA 2610316D01 gene
1458742_at	Lphn3	latrophilin 3
1458933_at	A530052I06Rik	RIKEN cDNA A530052I06 gene
1458997_at	A230106M20Rik	RIKEN cDNA A230106M20 gene
1459054_at	BC035954	cDNA sequence BC035954
1459148_at	Pax3	Paired box gene 3
1459223_at	B930095G15Rik	RIKEN cDNA B930095G15 gene
1459860_x_at	Trim2	tripartite motif protein 2
1459896_at	Pogk	pogo transposable element with KRAB domain
1459914_at	2810402A17Rik	RIKEN cDNA 2810402A17 gene
1460009_at	---	Transcribed locus
1460045_at	Cdh7	cadherin 7, type 2
1460061_at	---	Adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:64...
1460324_at	Dnmt3a	DNA methyltransferase 3A
1460365_a_at	Dnm1	dynamin 1
1460440_at	Lphn3	latrophilin 3
1460537_at	9430085L16Rik	RIKEN cDNA 9430085L16 gene
1460617_s_at	Rab6b	RAB6B, member RAS oncogene family
1460666_a_at	Ebf3	early B-cell factor 3
1460684_at	Tm7sf2	transmembrane 7 superfamily member 2
