IMAGE ID	Title	Gene symbol	Cluster	Chr	Cytoband	Entrez Gene
246748	Bruton agammaglobulinemia tyrosine kinase	BTK	Hs.159494	X	Xq21.33-q22	695
246786	Chemokine (C-X-C motif) receptor 7|Transcribed locus	CXCR7|N/A	Hs.471751, Hs.651410	2|N/A	2q37.3|N/A	57007N/A
247281	Chemokine (C-C motif) receptor 6	CCR6	Hs.46468	6	6q27	1235
247816	Complement component 5	C5	Hs.494997	9	9q33-q34	727
249526	Popeye domain containing 3	POPDC3	Hs.458336	6	6q21	64208
249688	Cyclin D2	CCND2	Hs.376071	12	12p13	894
249856	Retinoblastoma-like 1 (p107)	RBL1	Hs.207745	20	20q11.2	5933
251351	Polyhomeotic homolog 1 (Drosophila)	PHC1	Hs.305985	12	12p13	1911
252515	Kynureninase (L-kynurenine hydrolase)	KYNU	Hs.470126	2	2q22.2	8942
253009	Metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	MALAT1	Hs.642877	N/A	11q13.1	378938
256664	H2A histone family, member X	H2AFX	Hs.477879	11	11q23.2-q23.3	3014
257135	Solute carrier family 22 (organic cation transporter), member 4|Tubulin, alpha 3	SLC22A4|TUBA3	Hs.310591, Hs.524390	5|12	5q31.1|12q12-12q14.3	65837846
257162	Pregnancy specific beta-1-glycoprotein 9	PSG9	Hs.502092	19	19q13.2	5678
257422	Bone marrow stromal cell antigen 1	BST1	Hs.169998	4	4p15	683
258120	Ceramide kinase-like|Cytochrome c oxidase subunit VIIb	CERKL|COX7B	Hs.440955, Hs.522699	2|X	2q31.3|Xq21.1	3752981349
259591	Pregnancy specific beta-1-glycoprotein 1	PSG1	Hs.466843	19	19q13.2	5669
259842	Peptidase (mitochondrial processing) beta|Zuotin related factor 1	PMPCB|ZRF1	Hs.184211, Hs.558476	7|7	7q22.1|7q22	951227000
260200	Myeloid cell nuclear differentiation antigen	MNDA	Hs.153837	1	1q22	4332
260325	GA binding protein transcription factor, alpha subunit 60kDa	GABPA	Hs.473470	21	21q21-q22.1|21q21.3	2551
260619	Ubiquitin specific peptidase 12	USP12	Hs.42400	13	13q12.13	219333
260741	Mannosidase, alpha, class 1A, member 2	MAN1A2	Hs.435938	1	1p13	10905
261519	CD40 molecule, TNF receptor superfamily member 5|Clone FLH179569.01L; RZPDo839A02131D MGC18216 mRNA, partial sequence	CD40|N/A	Hs.472860, Hs.649408	20|N/A	20q12-q13.2|N/A	958N/A
261567	Nibrin	NBN	Hs.492208	8	8q21	4683
261580	PI-3-kinase-related kinase SMG-1	SMG1	Hs.460179	16	16p12.3	23049
261834	Plexin C1	PLXNC1	Hs.584845	12	12q23.3	10154
262996	Transcribed locus	N/A	Hs.643465	N/A	N/A
263010	Heterogeneous nuclear ribonucleoprotein A3	HNRPA3	Hs.516539	2	2q31.2	220988
264117	Cathepsin D	CTSD	Hs.121575	11	11p15.5	1509
265874	Nuclear factor I/C (CCAAT-binding transcription factor)	NFIC	Hs.170131	19	19p13.3	4782
266146	Cytochrome P450, family 24, subfamily A, polypeptide 1|Transcribed locus	CYP24A1|N/A	Hs.89663, Hs.596674	20|20	20q13|N/A	1591N/A
266318	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	MLLT4	Hs.648081	N/A	6q27	4301
267390	Aquaporin 9|RPA interacting protein	AQP9|RPAIN	Hs.104624, Hs.462086	15|17	15q22.1-22.2|17p13.2	36684268
268005	Myosin X|Solute carrier family 23 (nucleobase transporters), member 2	MYO10|SLC23A2	Hs.481720, Hs.516866	5|20	5p15.1-p14.3|20p13	46519962
269292	Suppressor of hairy wing homolog 2 (Drosophila)	SUHW2	Hs.43834	22	22q11.22	140883
269747	Centaurin, beta 2	CENTB2	Hs.478746	3	3q29	23527
271744	Epiregulin	EREG	Hs.115263	4	4q13.3	2069
271899	CDC42 binding protein kinase alpha (DMPK-like)	CDC42BPA	Hs.35433	1	1q42.11	8476
271985	Tyrosinase (oculocutaneous albinism IA)	TYR	Hs.503555	11	11q14-q21	7299
272529	Phosphomannomutase 2	PMM2	Hs.459855	16	16p13.3-p13.2	5373
272690	5-hydroxytryptamine (serotonin) receptor 2B	HTR2B	Hs.421649	2	2q36.3-q37.1	3357
274638	Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	CAD	Hs.377010	2	2p22-p21	790
275738	Carbonic anhydrase I	CA1	Hs.23118	8	8q13-q22.1	759
276469	N/A	N/A	N/A	N/A	N/A	N/A
276915	DNA (cytosine-5-)-methyltransferase 3 beta	DNMT3B	Hs.652284	N/A	20q11.2	1789
277165	Transmembrane protein with EGF-like and two follistatin-like domains 1	TMEFF1	Hs.336224	9	9q31	8577
277305	Ras homolog gene family, member B	RHOB	Hs.502876	2	2p24	388
277589	Ring finger protein (C3H2C3 type) 6	RNF6	Hs.136885	13	13q12.2	6049
278556	Transcribed locus	N/A	Hs.649092	17	N/A
279970	Adenosine A2a receptor	ADORA2A	Hs.197029	22	22q11.23	135
280249	Kruppel-like factor 7 (ubiquitous)	KLF7	Hs.471221	2	2q32	8609
280252	Acylphosphatase 2, muscle type	ACYP2	Hs.516173	2	2p16.2	98
280371	5-hydroxytryptamine (serotonin) receptor 2C	HTR2C	Hs.149037	X	Xq24	3358
280688	Zinc finger protein 559	ZNF559	Hs.172979	19	19p13.2	84527
282500	Plexin B3	PLXNB3	Hs.632833	X	Xq28	5365
283191	Immunoglobulin superfamily, member 4	IGSF4	Hs.370510	11	11q23.2	23705
283715	Lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	LCP2	Hs.304475	5	5q33.1-qter	3937
284001	Protein kinase D1	PRKD1	Hs.508999	14	14q11	5587
284160	Calcium channel, voltage-dependent, alpha 2/delta subunit 2	CACNA2D2	Hs.476273	3	3p21.3	9254
284341	SH3 domain binding glutamic acid-rich protein	SH3BGR	Hs.473847	21	21q22.3	6450
284542	Heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1|Transcribed locus, moderately similar to XP_546635.2 similar to heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3A1 [Canis familiaris]	HS3ST3A1|N/A	Hs.462270, Hs.597129	17|17	17p12-p11.2|N/A	9955N/A
284619	Tropomodulin 3 (ubiquitous)|Glycophorin C (Gerbich blood group)	TMOD3|GYPC	Hs.4998, Hs.59138	15|2	15q21.1-q21.2|2q14-q21	297662995
284799	Zinc finger and BTB domain containing 25	ZBTB25	Hs.632340	14	14q23-q24	7597
284908	SEC63 homolog (S. cerevisiae)	SEC63	Hs.529957	6	6q21	11231
285460	Collagen, type XI, alpha 2	COL11A2	Hs.390171	6	6p21.3	1302
287125	Transcribed locus	N/A	Hs.597227	5	N/A
287749	Cell division cycle 7 homolog (S. cerevisiae)	CDC7	Hs.533573	1	1p22	8317
289337	Immunoglobulin heavy constant gamma 1 (G1m marker)	IGHG1	Hs.510635	14	14q32.33	3500
289447	POU domain, class 6, transcription factor 1	POU6F1	Hs.594817	12	12q13.13	5463
289496	Interferon-induced protein with tetratricopeptide repeats 2	IFIT2	Hs.437609	10	10q23-q25	3433
289551	Fragile X mental retardation, autosomal homolog 1	FXR1	Hs.478407	3	3q28	8087
289606	Interleukin 15	IL15	Hs.168132	4	4q31	3600
289923	Zinc finger protein 35	ZNF35	Hs.288658	3	3p22-p21	7584
289939	Chromosome 13 open reading frame 24	C13orf24	Hs.441926	13	13q22.1	10464
289945	PC4 and SFRS1 interacting protein 1	PSIP1	Hs.493516	9	9p22.3	11168
290091	Sperm associated antigen 8	SPAG8	Hs.256747	9	9p13.3	26206
290265	Transcribed locus	N/A	Hs.597193	22	N/A
290607	NIMA (never in mitosis gene a)-related kinase 1	NEK1	Hs.481181	4	4q33	4750
291255	Prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	PSAP	Hs.523004	10	10q21-q22	5660
291880	Microfibrillar-associated protein 2	MFAP2	Hs.389137	1	1p36.1-p35	4237
291985	Solute carrier family 26 (sulfate transporter), member 2	SLC26A2	Hs.648366	N/A	5q31-q34	1836
292222	Transcribed locus	N/A	Hs.633637	N/A	N/A
292306	Lipase, hepatic	LIPC	Hs.188630	15	15q21-q23	3990
292463	Excision repair cross-complementing rodent repair deficiency, complementation group 5 (xeroderma pigmentosum, complementation group G (Cockayne syndrome))	ERCC5	Hs.258429	13	13q22|13q33	2073
292475	MYC associated factor X|Hemoglobin, alpha 1	MAX|HBA1	Hs.285354, Hs.449630	14|16	14q23|16p13.3	41493039
292806	CSE1 chromosome segregation 1-like (yeast)	CSE1L	Hs.90073	20	20q13	1434
292933	Kinesin family member C1	KIFC1	Hs.436912	6	6p21.3	3833
293403	CDC14 cell division cycle 14 homolog A (S. cerevisiae)	CDC14A	Hs.127411	1	1p21	8556
293696	Glycosylphosphatidylinositol specific phospholipase D1	GPLD1	Hs.591810	6	6p22.3-p22.2	2822
293858	Spastic ataxia of Charlevoix-Saguenay (sacsin)	SACS	Hs.159492	13	13q12	26278
293924	Acetylcholinesterase (Yt blood group)	ACHE	Hs.154495	7	7q22	43
293925	Lysozyme (renal amyloidosis)	LYZ	Hs.524579	12	12q15	4069
293925	Lysozyme (renal amyloidosis)	LYZ	Hs.524579	12	12q15	4069
293940	Early endosome antigen 1, 162kD	EEA1	Hs.567367	12	12q22	8411
294487	Programmed cell death 4 (neoplastic transformation inhibitor)	PDCD4	Hs.232543	10	10q24	27250
295137	Aspartoacylase (Canavan disease)	ASPA	Hs.171142	17	17pter-p13	443
296448	Insulin-like growth factor 2 (somatomedin A)	IGF2	Hs.523414	11	11p15.5	3481
296498	Formiminotransferase cyclodeaminase	FTCD	Hs.415846	21	21q22.3	10841
296587	Hepatic leukemia factor	HLF	Hs.196952	17	17q22	3131
297731	Zinc finger protein 273	ZNF273	Hs.520889	7	7q11.21	10793
298155	Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	ACADM	Hs.445040	1	1p31	34
298612	CDC5 cell division cycle 5-like (S. pombe)	CDC5L	Hs.485471	6	6p21	988
300137	Protein kinase, AMP-activated, beta 2 non-catalytic subunit	PRKAB2	Hs.50732	1	1q21.1	5565
300432	Chromosome 22 open reading frame 31	C22orf31	Hs.50891	22	22q12.1	25770
301018	Cyclin-dependent kinase-like 5	CDKL5	Hs.435570	X	Xp22	6792
301082	Cathepsin O	CTSO	Hs.75262	4	4q31-q32	1519
303109	Purinergic receptor P2Y, G-protein coupled, 5	P2RY5	Hs.123464	13	13q14	10161
307471	Tetraspanin 7	TSPAN7	Hs.441664	X	Xp11.4	7102
307873	ATPase, Ca++ transporting, plasma membrane 4	ATP2B4	Hs.343522	1	1q32.1	493
308588	FK506 binding protein 8, 38kDa	FKBP8	Hs.173464	19	19p12	23770
309032	Cleavage and polyadenylation specific factor 1, 160kDa	CPSF1	Hs.493202	8	8q24.23	29894
309970	RAS p21 protein activator (GTPase activating protein) 1	RASA1	Hs.553501	5	5q13.3	5921
310138	Forkhead box F2	FOXF2	Hs.484423	6	6p25.3	2295
320763	Sp3 transcription factor	SP3	Hs.531587	2	2q31	6670
321386	IQ motif containing GTPase activating protein 2	IQGAP2	Hs.291030	5	5q13.3	10788
322051	Parathyroid hormone	PTH	Hs.37045	11	11p15.3-p15.1	5741
322160	Phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	PTEN	Hs.500466	10	10q23.3	5728
323693	Transcribed locus	N/A	Hs.489365	7	N/A
323777	Membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	MPP3	Hs.396566	17	17q12-q21	4356
324122	Endothelial cell-specific molecule 1	ESM1	Hs.129944	5	5q11.2	11082
324383	Fibroblast growth factor 2 (basic)	FGF2	Hs.284244	4	4q26-q27	2247
324437	Chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	CXCL1	Hs.789	4	4q21	2919
324494	Heat shock 27kDa protein 2	HSPB2	Hs.78846	11	11q22-q23	3316
324715	Folate receptor 3 (gamma)	FOLR3	Hs.352	11	11q13	2352
324717	Cofilin 2 (muscle)	CFL2	Hs.180141	14	14q12	1073
327150	Dedicator of cytokinesis 1	DOCK1	Hs.159195	10	10q26.13-q26.3	1793
328802	Elastase 3A, pancreatic	ELA3A	Hs.181289	1	1p36.12	10136
340644	Integrin, beta 8	ITGB8	Hs.592171	7	7p15.3	3696
340657	Pyrroline-5-carboxylate reductase family, member 2	PYCR2	Hs.520187	1	1q42.12	29920
342181	B-cell CLL/lymphoma 2	BCL2	Hs.150749	18	18q21.33|18q21.3	596
342721	Integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	ITGB2	Hs.375957	21	21q22.3	3689
343072	Integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	ITGB1	Hs.295626	19	10p11.2	3688
344139	Filamin A interacting protein 1-like	FILIP1L	Hs.104672	3	3q12.1	11259
344820	Kinesin family member 3A	KIF3A	Hs.43670	5	5q31	11127
345330	Homeobox A2	HOXA2	Hs.592177	7	7p15-p14	3199
345680	DIRAS family, GTP-binding RAS-like 3	DIRAS3	Hs.194695	1	1p31	9077
356783	Transmembrane 4 L six family member 5	TM4SF5	Hs.184194	17	17p13.3	9032
358850	Transmembrane emp24-like trafficking protein 10 (yeast)	TMED10	Hs.74137	14	14q24.3	10972
359747	Lectin, galactoside-binding, soluble, 7 (galectin 7)	LGALS7	Hs.597642	19	19q13.2	3963
360778	Ataxia telangiectasia mutated (includes complementation groups A, C and D)	ATM	Hs.652244	N/A	11q22-q23	472
361668	Sodium channel, voltage gated, type VIII, alpha|Metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	SCN8A|MALAT1	Hs.436550, Hs.642877	12|N/A	12q13|11q13.1	6334378938
361943	Transcribed locus|Meis1, myeloid ecotropic viral integration site 1 homolog (mouse)	N/A|MEIS1	Hs.597044, Hs.603755	2|2	N/A|2p14-p13	42114211
361974	Transcribed locus	N/A	Hs.597821	7	N/A
362718	Potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)	KCNA1	Hs.416139	12	12p13.32	3736
364541	Rap guanine nucleotide exchange factor (GEF) 2	RAPGEF2	Hs.113912	4	4q32.1	9693
365826	Growth arrest-specific 1	GAS1	Hs.65029	9	9q21.3-q22	2619
365945	Ribosomal protein L3	RPL3	Hs.119598	22	22q13	6122
366041	Bromodomain adjacent to zinc finger domain, 1B	BAZ1B	Hs.647016	N/A	7q11.23	9031
366100	Matrilin 2	MATN2	Hs.189445	8	8q22	4147
366105	Protein phosphatase 1, regulatory subunit 10	PPP1R10	Hs.106019	6	6p21.3	5514
366341	Aryl hydrocarbon receptor|LAG1 homolog, ceramide synthase 4 (S. cerevisiae)	AHR|LASS4	Hs.171189, Hs.515111	7|19	7p15|19p13.2	19679603
366511	Actin, alpha 1, skeletal muscle	ACTA1	Hs.1288	1	1q42.13-q42.2	58
366859	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)|Transcribed locus	RER1|N/A	Hs.525527, Hs.593593	1|1	1pter-q24|N/A	11079N/A
366971	N/A	N/A	N/A	N/A	N/A	N/A
376875	Flavin containing monooxygenase 1	FMO1	Hs.1424	1	1q23-q25	2326
377560	CD3d molecule, delta (CD3-TCR complex)	CD3D	Hs.504048	11	11q23	915
377692	Microfibrillar associated protein 5	MFAP5	Hs.512842	12	12p13.1-p12.3	8076
378461	Secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)	SPP1	Hs.313	4	4q21-q25	6696
381812	Glutamate receptor, ionotropic, kainate 3	GRIK3	Hs.2389	1	1p34-p33	2899
382654	Proprotein convertase subtilisin/kexin type 2	PCSK2	Hs.315186	20	20p11.2	5126
383089	ADP-ribosylation factor-like 16	ARL16	Hs.405942	17	17q25.3	339231
384015	Dopa decarboxylase (aromatic L-amino acid decarboxylase)	DDC	Hs.359698	7	7p11	1644
415084	Similar to hyperpolarization activated cyclic nucleotide-gated potassium channel 2	LOC728424	Hs.652128	N/A	15q13.2	728424
415086	Killer cell lectin-like receptor subfamily C, member 3	KLRC3	Hs.74082	12	12p13	3823
415089	NIMA (never in mitosis gene a)-related kinase 2	NEK2	Hs.153704	1	1q32.2-q41	4751
415102	Cell division cycle 25 homolog C (S. cerevisiae)	CDC25C	Hs.656	5	5q31	995
415529	Phosphonoformate immuno-associated protein 5|Transcribed locus	PFAAP5|N/A	Hs.507680, Hs.597711	13|13	13q12-q13|N/A	10443N/A
415698	Galactosylceramidase	GALC	Hs.513439	14	14q31	2581
415817	Cytochrome P450, family 4, subfamily A, polypeptide 11|Solute carrier family 4, sodium bicarbonate cotransporter, member 7	CYP4A11|SLC4A7	Hs.1645, Hs.250072	1|3	1p33|3p22	15799497
415870	Glycogen synthase kinase 3 alpha	GSK3A	Hs.466828	19	19q13.2	2931
415899	Insulin-degrading enzyme	IDE	Hs.500546	10	10q23-q25	3416
416099	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)	BTAF1	Hs.500526	10	10q22-q23	9044
416202	Proline synthetase co-transcribed homolog (bacterial)	PROSC	Hs.304792	8	8p11.2	11212
416316	Pinin, desmosome associated protein	PNN	Hs.409965	14	14q21.1	5411
416374	Tetraspanin 13	TSPAN13	Hs.364544	7	7p21.1	27075
416567	Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5	SERPINA5	Hs.510334	14	14q32.1	5104
417249	Timeless homolog (Drosophila)	TIMELESS	Hs.118631	12	12q12-q13	8914
417403	V-raf murine sarcoma viral oncogene homolog B1	BRAF	Hs.550061	7	7q34	673
417920	Small nuclear ribonucleoprotein polypeptide N	SNRPN	Hs.632166	15	15q11.2	6638
427750	Spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	SPTA1	Hs.119825	1	1q21	6708
428103	CD1c molecule	CD1C	Hs.132448	1	1q22-q23	911
428231	Baculoviral IAP repeat-containing 3	BIRC3	Hs.127799	11	11q22	330
428582	Retinol saturase (all-trans-retinol 13,14-reductase)	RETSAT	Hs.440401	2	2p11.2	54884
428756	Glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	GPD2	Hs.512382	2	2q24.1	2820
429349	Regulator of G-protein signalling 4	RGS4	Hs.386726	1	1q23.3	5999
429555	Fibrinogen alpha chain	FGA	Hs.351593	4	4q28	2243
430218	TROVE domain family, member 2	TROVE2	Hs.288178	1	1q31	6738
430314	4-hydroxyphenylpyruvate dioxygenase	HPD	Hs.2899	12	12q24-qter	3242
430318	Parvalbumin	PVALB	Hs.295449	22	22q12-q13.1|22q13.1	5816
430928	BRCA1 associated RING domain 1	BARD1	Hs.591642	2	2q34-q35	580
431655	CD37 molecule	CD37	Hs.166556	19	19q13.3	951
432042	Adaptor-related protein complex 3, beta 1 subunit	AP3B1	Hs.532091	5	5q14.1	8546
432050	WEE1 homolog (S. pombe)	WEE1	Hs.249441	11	11p15.3-p15.1	7465
432210	Carboxypeptidase N, polypeptide 1, 50kD	CPN1	Hs.2246	10	10q24.2	1369
433553	Similar to carbonic anhydrase VA, mitochondrial precursor	LOC647057	Hs.592035	16	16p11.2	647057
434768	Follistatin	FST	Hs.9914	5	5q11.2	10468
435076	Centromere protein F, 350/400ka (mitosin)	CENPF	Hs.497741	1	1q32-q41	1063
435434	CD14 molecule	CD14	Hs.163867	5	5q22-q32|5q31.1	929
435597	5-hydroxytryptamine (serotonin) receptor 3A	HTR3A	Hs.413899	11	11q23.1	3359
435642	Talin 1	TLN1	Hs.471014	9	9p13	7094
435855	Chromosome 6 open reading frame 12	C6orf12	Hs.651177	N/A	6p21.33	80862
436094	Retinol binding protein 1, cellular	RBP1	Hs.529571	3	3q23	5947
436121	Delta-like 1 homolog (Drosophila)	DLK1	Hs.533717	14	14q32	8788
436135	Solute carrier family 22 (organic cation transporter), member 1	SLC22A1	Hs.117367	6	6q26	6580
447208	Exonuclease 1	EXO1	Hs.498248	1	1q42-q43	9156
447365	Myosin IXB	MYO9B	Hs.123198	19	19p13.1	4650
447509	Major histocompatibility complex, class II, DO alpha	HLA-DOA	Hs.631991	6	6p21.3	3111
448190	Baculoviral IAP repeat-containing 2	BIRC2	Hs.503704	11	11q22	329
448619	Glutathione reductase	GSR	Hs.271510	8	8p21.1	2936
449058	Roundabout, axon guidance receptor, homolog 1 (Drosophila)	ROBO1	Hs.13640	3	3p12	6091
450060	Complement factor H	CFH	Hs.363396	1	1q32	3075
450382	Slit homolog 3 (Drosophila)	SLIT3	Hs.604116	5	5q35	6586
450574	Ataxin 7	ATXN7	Hs.476595	3	3p21.1-p12	6314
450745	Transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)	TLE4	Hs.444213	9	9q21.31	7091
450949	Cas-Br-M (murine) ecotropic retroviral transforming sequence b	CBLB	Hs.430589	3	3q13.11	868
451706	N/A	N/A	N/A	N/A	N/A	N/A
453641	FXYD domain containing ion transport regulator 2	FXYD2	Hs.413137	11	11q23	486
454048	Tec protein tyrosine kinase	TEC	Hs.479670	4	4p12	7006
454339	Thiopurine S-methyltransferase	TPMT	Hs.444319	6	6p22.3	7172
454440	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	TAF1	Hs.158560	X	Xq13.1	6872
454672	Ankyrin 3, node of Ranvier (ankyrin G)	ANK3	Hs.499725	10	10q21	288
455128	Cyclin F	CCNF	Hs.1973	16	16p13.3	899
461287	Coiled-coil domain containing 6	CCDC6	Hs.591360	10	10q21	8030
461516	Retinoic acid receptor, alpha	RARA	Hs.137731	17	17q21	5914
461759	Oxidized low density lipoprotein (lectin-like) receptor 1	OLR1	Hs.412484	12	12p13.2-p12.3	4973
462691	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	TAF2	Hs.122752	8	8q24.12	6873
462953	Monoamine oxidase B	MAOB	Hs.46732	X	Xp11.23	4129
469281	Lethal giant larvae homolog 1 (Drosophila)	LLGL1	Hs.513983	17	17p11.2	3996
469345	Kinase insert domain receptor (a type III receptor tyrosine kinase)	KDR	Hs.479756	4	4q11-q12	3791
469981	Multiple PDZ domain protein	MPDZ	Hs.169378	9	9p24-p22	8777
470092	Like-glycosyltransferase	LARGE	Hs.474667	22	22q12.3	9215
470161	Homer homolog 1 (Drosophila)	HOMER1	Hs.591761	5	5q14.2	9456
471498	Glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)	GNS	Hs.334534	12	12q14	2799
471641	Hydroxysteroid (17-beta) dehydrogenase 6 homolog (mouse)	HSD17B6	Hs.524513	12	12q13	8630
471725	Inositol 1,4,5-triphosphate receptor, type 1	ITPR1	Hs.567295	3	3p26-p25	3708
471902	Calcitonin gene-related peptide-receptor component protein	RCP9	Hs.300684	7	7q11.21	27297
485744	Thromboxane A2 receptor	TBXA2R	Hs.442530	19	19p13.3	6915
485989	Chemokine (C-C motif) ligand 7	CCL7	Hs.251526	17	17q11.2-q12	6354
486304	RAS protein activator like 2	RASAL2	Hs.167371	1	1q24	9462
487071	Gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)	GNRH1	Hs.82963	8	8p21-p11.2	2796
487172	Centromere protein N|UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	CENPN|B4GALT1	Hs.55028, Hs.651277	16|N/A	16q23.2|9p13	558392683
487429	Collagen, type VI, alpha 1	COL6A1	Hs.474053	21	21q22.3	1291
487761	Transcription elongation regulator 1	TCERG1	Hs.443465	5	5q31	10915
487773	Clone MO-30 mRNA sequence|ADAM metallopeptidase domain 10	N/A|ADAM10	Hs.172028, Hs.578508	15|15	N/A|15q2|15q22	102102
488107	Ribosomal protein L27	RPL27	Hs.199739	16	17q21.1-q21.2	6155
488276	Oxytocin receptor|CDNA FLJ12742 fis, clone NT2RP2000644	OXTR|N/A	Hs.2820, Hs.273830	3|1	3p25|N/A	5021N/A
488645	Rho guanine nucleotide exchange factor (GEF) 5	ARHGEF5	Hs.334	7	7q33-q35	7984
488873	Syndecan 2 (heparan sulfate proteoglycan 1, cell surface-associated, fibroglycan)	SDC2	Hs.1501	8	8q22-q23	6383
489079	Interleukin 2 receptor, beta	IL2RB	Hs.474787	22	22q13|22q13.1	3560
489489	Lamin B receptor	LBR	Hs.435166	1	1q42.1	3930
489506	Protein S (alpha)	PROS1	Hs.64016	3	3q11.2	5627
489519	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	TIMP3	Hs.652397	N/A	22q12.1-q13.2|22q12.3	7078
489595	Ubiquitin specific peptidase 1	USP1	Hs.35086	1	1p31.3	7398
489626	Phosphofructokinase, muscle	PFKM	Hs.75160	12	12q13.3	5213
490232	Coatomer protein complex, subunit alpha|Interleukin-1 receptor-associated kinase 1	COPA|IRAK1	Hs.162121, Hs.522819	1|X	1q23-q25|Xq28	13143654
490763	Iron-responsive element binding protein 2	IREB2	Hs.436031	15	15q25.1	3658
490995	Procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	PLOD2	Hs.477866	3	3q23-q24	5352
491418	Carbonyl reductase 4|Transcribed locus, strongly similar to XP_224241.3 similar to zinc finger protein 198 [Rattus norvegicus]	CBR4|N/A	Hs.481166, Hs.644041	4|N/A	4q32.3|N/A	84869N/A
491692	Collagen, type IV, alpha 1	COL4A1	Hs.17441	13	13q34	1282
491763	Interleukin 1, beta	IL1B	Hs.126256	2	2q14	3553
502198	Enhancer of polycomb homolog 2 (Drosophila)|Protein phosphatase 1, regulatory (inhibitor) subunit 3C	EPC2|PPP1R3C	Hs.23270, Hs.303090	2|10	2q23.1|10q23-q24	261225507
502297	Polymerase (DNA directed) iota	POLI	Hs.438533	18	18q21.1	11201
502393	Sirtuin (silent mating type information regulation 2 homolog) 4 (S. cerevisiae)	SIRT4	Hs.50861	12	12q	23409
502690	Ribophorin I	RPN1	Hs.518244	3	3q21.3	6184
502832	AT rich interactive domain 4A (RBP1-like)	ARID4A	Hs.161000	14	14q23.1	5926
503338	Wilms tumor 1	WT1	Hs.591980	11	11p13	7490
504452	Protoporphyrinogen oxidase	PPOX	Hs.517373	1	1q22	5498
504544	Hemopoietic cell kinase	HCK	Hs.126521	20	20q11-q12	3055
505005	Telomeric repeat binding factor (NIMA-interacting) 1	TERF1	Hs.442707	8	8q13	7013
505872	Tumor suppressor candidate 2	TUSC2	Hs.517981	3	3p21.3	11334
506369	Nidogen 1	NID1	Hs.356624	1	1q43	4811
509731	Tetraspanin 8	TSPAN8	Hs.170563	12	12q14.1-q21.1	7103
509823	Carcinoembryonic antigen-related cell adhesion molecule 5	CEACAM5	Hs.466814	19	19q13.1-q13.2	1048
511633	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	DDX58	Hs.190622	9	9p12	23586
526945	PHD finger protein 6|Hydroxysteroid (17-beta) dehydrogenase 8	PHF6|HSD17B8	Hs.356501, Hs.415058	X|6	Xq26.3|6p21.3	842957923
531319	Aurora kinase B	AURKB	Hs.442658	17	17p13.1	9212
549139	Arylsulfatase D	ARSD	Hs.652412	N/A	Xp22.3	414
549146	Tripartite motif-containing 22	TRIM22	Hs.501778	11	11p15	10346
549933	Interleukin 8|Transcribed locus	IL8|N/A	Hs.624, Hs.632880	4|N/A	4q13-q21|N/A	3576N/A
549933	Interleukin 8|Transcribed locus	IL8|N/A	Hs.624, Hs.632880	4|N/A	4q13-q21|N/A	3576N/A
563621	TNF receptor-associated factor 5	TRAF5	Hs.523930	1	1q32	7188
588453	Target of myb1-like 1 (chicken)|COX11 homolog, cytochrome c oxidase assembly protein (yeast)	TOM1L1|COX11	Hs.153504, Hs.591171	17|17	17q23.2|17q22	100401353
588492	Interferon-induced protein with tetratricopeptide repeats 2	IFIT2	Hs.437609	10	10q23-q25	3433
