Fold change	Acession number	gene symbol	gene
3.680750602	NM_020100	Ramp3	receptor (calcitonin) activity modifying protein 3
3.680750602	ENSRNOT00000020673	Obsl1	obscurin like 1
3.680750602	ENSRNOT00000004718	RGD1311422	similar to CG8841 PA
3.680750602	NM_001106210	Rnaset2	ribonuclease T2
3.680750602	NM_001007757	Armcx6	armadillo repeat containing, X linked 6
3.668016173	NM_012781	Arnt2	aryl hydrocarbon receptor nuclear translocator 2
3.668016173	NM_053580	Slc27a1	solute carrier family 27 (fatty acid transporter), member 1
3.668016173	NM_013221	Hbp1	high mobility group box transcription factor 1
3.655325801	NM_022927	Mid1	midline 1
3.655325801	NM_001004249	Tmed3	transmembrane emp24 domain containing 3
3.642679334	NM_001007691	Prss23	protease, serine, 23
3.630076621	NM_021586	Ltbp2	latent transforming growth factor beta binding protein 2
3.630076621
3.630076621	NM_019318	Maf	v maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)
3.61751751	NM_001100970	Aebp1	AE binding protein 1
3.61751751	NM_030848	Bst1	bone marrow stromal cell antigen 1
3.60500185	NM_022600	Adcy5	adenylate cyclase 5
3.592529492	NM_001108671	Ror1	receptor tyrosine kinase like orphan receptor 1
3.592529492	ENSRNOT00000007412	RGD1565947	similar to netrin 4
3.592529492	NM_001106838	RGD1310552	similar to hypothetical protein MGC38960
3.592529492	NM_031830	Flot2	flotillin 2
3.592529492	ENSRNOT00000040998	Pcdhb17	protocadherin beta 17
3.580100284	NM_053992	Nlgn2	neuroligin 2
3.580100284	NM_001108364	Mxd4	Max dimerization protein 4
3.580100284	NM_001009658	Thnsl2	threonine synthase like 2 (bacterial)
3.580100284	NM_001106943	Foxo4	forkhead box O4
3.555370725	NM_182816	Amigo2	adhesion molecule with Ig like domain 2
3.543070076	NM_001105721	Notch1	Notch gene homolog 1 (Drosophila)
3.543070076	ENSRNOT00000031047	Armc2	armadillo repeat containing 2
3.530811985	NM_001106055	Mycbp2	MYC binding protein 2
3.530811985	NM_001037355	Mettl7a	methyltransferase like 7A
3.506422885	NM_203335	Vkorc1	vitamin K epoxide reductase complex, subunit 1
3.506422885	NM_001010953	Rnd2	Rho family GTPase 2
3.506422885	NM_138890	Ehd3	EH domain containing 3
3.506422885	NM_024392	Hsd17b4	hydroxysteroid (17 beta) dehydrogenase 4
3.506422885	NM_001106856	Ube1l	ubiquitin activating enzyme E1 like
3.506422885	NM_001007797	Arrdc3	arrestin domain containing 3
3.506422885	NM_001109395	Pcdhb20	protocadherin beta 20
3.506422885	NM_001107881	Plxnd1	plexin D1
3.494291584	ENSRNOT00000028262	Ltbp3	latent transforming growth factor beta binding protein 3
3.494291584	NM_053838	Npr2	natriuretic peptide receptor 2
3.494291584	ENSRNOT00000028186	RGD1310862	similar to adult retina protein
3.494291584	NM_177421	Slc22a17	solute carrier family 22 (organic cation transporter), member 17
3.482202253	NM_031560	Ctsk	cathepsin K
3.482202253	NM_001007675	C1qtnf1	C1q and tumor necrosis factor related protein 1
3.482202253	NM_001107212	Adamts3	ADAM metallopeptidase with thrombospondin type 1, motif 3
3.470154749	NM_001008725	Il6st	interleukin 6 signal transducer
3.470154749	NM_001106804	Tmem205	transmembrane protein 205
3.470154749	NM_153724	Rcan1	regulator of calcineurin 1
3.470154749	NM_001002804	C1rl	complement component 1, r subcomponent like
3.458148925	NM_001008767	Txnip	thioredoxin interacting protein
3.458148925	NM_130427	Eya2	eyes absent 2 homolog (Drosophila)
3.458148925	NM_001004260	Slc22a18	solute carrier family 22 (organic cation transporter), member 18
3.446184639	NM_001024687	Mrc2	mannose receptor, C type 2
3.446184639	ENSRNOT00000026755	RGD1564579	similar to yippee like 3
3.446184639	NM_133315	Slc40a1	solute carrier family 39 (iron regulated transporter), member 1
3.434261746	NM_001108531	Bicc1	bicaudal C homolog 1 (Drosophila)
3.434261746	NM_001012018	B4galt4	UDP Gal:betaGlcNAc beta 1,4 galactosyltransferase, polypeptide 4
3.434261746	NM_001007712	Sdpr	serum deprivation response
3.434261746	NM_012855	Jak3	Janus kinase 3
3.422380103	ENSRNOT00000000756	Fam13c1	family with sequence similarity 13, member C1
3.410539567	NM_001039549	Ugt1a5	UDP glucuronosyltransferase 1 family, polypeptide A5
3.410539567	ENSRNOT00000001205	RGD1307396	similar to RIKEN cDNA 6330406I15
3.410539567	NM_020096	Ifit1	interferon induced protein with tetratricopeptide repeats 1
3.398739997	NM_001106062	Ogdhl	oxoglutarate dehydrogenase like
3.398739997	NM_024396	Abca2	ATP binding cassette, sub family A (ABC1), member 2
3.386981249	NM_001106844	Fam46a	family with sequence similarity 46, member A
3.386981249	NM_001009623	Tnfsf13	tumor necrosis factor (ligand) superfamily, member 13
3.375263185	NM_001033926	Fhl1	four and a half LIM domains 1
3.375263185	NM_001009651	Clic2	chloride intracellular channel 2
3.375263185	NM_001013175	Apol3	apolipoprotein L, 3
3.363585661	ENSRNOT00000006832	Plekhh2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2
3.363585661	ENSRNOT00000034558	Col14a1	collagen, type XIV, alpha 1
3.363585661	NM_145776	Slc38a3	solute carrier family 38, member 3
3.363585661	XR_006956	LOC690826	similar to protocadherin beta 16
3.363585661	NM_001010967	Naaa	N acylethanolamine acid amidase
3.351948539	NM_178847	Cyp27a1	cytochrome P450, family 27, subfamily a, polypeptide 1
3.351948539	NM_017358	Cdon	cell adhesion molecule related/down regulated by oncogenes
3.351948539	ENSRNOT00000032937	Ms4a6a	membrane spanning 4 domains, subfamily A, member 6A
3.351948539	NM_001107793	Acss2	acyl CoA synthetase short chain family member 2
3.351948539	NM_181084	Trp53inp1	transformation related protein 53 inducible nuclear protein 1
3.351948539	NM_053595	Pgf	placental growth factor
3.351948539	NM_031130	Nr2f1	nuclear receptor subfamily 2, group F, member 1
3.340351678	ENSRNOT00000021935	Fhod1	formin homology 2 domain containing 1
3.340351678	NM_022265	Pdcd4	programmed cell death 4
3.340351678	NM_001014193	RGD1359529	similar to chromosome 1 open reading frame 63
3.340351678	ENSRNOT00000000707	LOC681252	similar to Myristoylated alanine rich C kinase substrate (MARCKS) (Protein kinase C substrate 80 kDa protein)
3.340351678	NM_031134	Thra	thyroid hormone receptor alpha
3.340351678	ENSRNOT00000037015	LOC311134	hypothetical LOC311134
3.340351678	BC168228	Pnkd	paroxysmal nonkinesiogenic dyskinesia
3.328794939	BC061747	MGC72614	hypothetical LOC310540
3.328794939	NM_001011905	Stat2	signal transducer and activator of transcription 2
3.328794939	ENSRNOT00000027564	RGD1310271	similar to hypothetical protein MGC45873
3.317278183	NM_053296	Glrb	glycine receptor, beta subunit
3.317278183	NM_017244	Crabp2	cellular retinoic acid binding protein 2
3.305801273	NM_001017478	Cxcl16	chemokine (C X C motif) ligand 16
3.294364069	NM_001108142	Sidt2	SID1 transmembrane family, member 2
3.294364069	ENSRNOT00000018244	Foxo1	forkhead box O1
3.294364069
3.294364069	ENSRNOT00000000593	Scube3	signal peptide, CUB domain, EGF like 3
3.282966435	NM_013091	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a
3.282966435	NM_001107011	Mpdu1	mannose P dolichol utilization defect 1
3.271608234	NM_012891	Acadvl	acyl Coenzyme A dehydrogenase, very long chain
3.271608234	BC092131	RGD1310753	similar to chromosome 20 open reading frame 39
3.26028933	NM_024352	Mst1	Macrophage stimulating 1 (hepatocyte growth factor like)
3.26028933	NM_031646	Ramp2	receptor (calcitonin) activity modifying protein 2
3.26028933	NM_001007710	Acpl2	acid phosphatase like 2
3.26028933
3.249009585	NM_199111	Nfkbie	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon
3.249009585	NM_001014094	Plscr2	phospholipid scramblase 2
3.249009585	NM_001106533	Ergic3	ERGIC and golgi 3
3.249009585	ENSRNOT00000051353	Punc	putative neuronal cell adhesion molecule
3.249009585	ENSRNOT00000002576	LOC680409	similar to Proline oxidase, mitochondrial precursor (Proline dehydrogenase)
3.249009585	NM_001024331	Rab43	RAB43, member RAS oncogene family
3.249009585	NM_001008310	Rxfp3	relaxin family peptide receptor 3
3.237768866	NM_001107544	Dchs1	dachsous 1 (Drosophila)
3.237768866	NM_001029902	Ptprk	protein tyrosine phosphatase, receptor type, K, extracellular region
3.237768866	NM_001014071	Errfi1	ERBB receptor feedback inhibitor 1
3.237768866	NM_080478	Apbb1	amyloid beta (A4) precursor protein binding, family B, member 1
3.237768866	NM_001108286	RGD1311564	LOC360590
3.226567037	NM_080479	Maged2	melanoma antigen, family D, 2
3.226567037	NM_001108430	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A
3.215403963	NM_178095	Abca1	ATP binding cassette, sub family A (ABC1), member 1
3.215403963	NM_053301	Hfe	hemochromatosis
3.215403963	NM_001108101	Irak3	interleukin 1 receptor associated kinase 3
3.20427951	NM_001106455	Igsf3	immunoglobulin superfamily, member 3
3.20427951	NM_053744	Dlk1	delta like 1 homolog (Drosophila)
3.20427951	NM_001012621	Slc13a4	solute carrier family 13 (sodium/sulfate symporters), member 4
3.193193545	NM_001105915	Asmtl	acetylserotonin O methyltransferase like
3.193193545	NM_053847	Map3k8	mitogen activated protein kinase kinase kinase 8
3.182145935	NM_145789	Il13ra1	interleukin 13 receptor, alpha 1
3.182145935	NM_001082410	Rnf144a	ring finger protein 144A
3.182145935	NM_001105973	Slamf8	SLAM family member 8
3.182145935	NM_145789	Il13ra1	interleukin 13 receptor, alpha 1
3.182145935	NM_001108767	Nope	neighbor of Punc E11
3.171136546	NM_001108338	Fbxo21	F box protein 21
3.160165247	ENSRNOT00000046138	RGD1561067	similar to RNA binding protein gene with multiple splicing
3.160165247	NM_001012111	Lpin1	lipin 1
3.160165247	NM_133521	Fbxo32	F box protein 32
3.149231906	ENSRNOT00000032274	Gpr81	G protein coupled receptor 81
3.138336392	NM_031317	Pdgfc	platelet derived growth factor, C polypeptide
3.127478573	NM_031046	Itpr2	inositol 1,4,5 triphosphate receptor 2
3.127478573	NM_031774	Rabac1	Rab acceptor 1 (prenylated)
3.116658319	ENSRNOT00000032608	Kctd2	potassium channel tetramerisation domain containing 2
3.116658319	ENSRNOT00000022480	RGD1565772	similar to hypothetical protein A430110N23
3.1058755	XM_223390	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1
3.1058755	ENSRNOT00000002076	Dlx2	distal less homeobox 2
3.1058755	NM_001106716	Osr1	odd skipped related 1 (Drosophila)
3.1058755	NM_001108550	Postn	periostin, osteoblast specific factor
3.095129987	NM_001047860	RGD1306344	similar to Ab1 133
3.095129987	NM_012561	Fst	follistatin
3.095129987
3.095129987	ENSRNOT00000012665	Lrpap1	low density lipoprotein receptor related protein associated protein 1
3.095129987	XM_221100	Abca8a	ATP binding cassette, sub family A (ABC1), member 8a
3.084421651	XR_007325	RGD1566023	similar to EH domain containing 3
3.073750363	NM_001105919	Fis1	fission 1 (mitochondrial outer membrane) homolog (yeast)
3.073750363	NM_019621	Dlg4	discs, large homolog 4 (Drosophila)
3.073750363	NM_001009717	Lrg1	leucine rich alpha 2 glycoprotein 1
3.073750363	NM_001109324	Fam3a	family with sequence similarity 3, member A
3.073750363	NM_001004231	Npdc1	neural proliferation, differentiation and control, 1
3.052518418	NM_022543	Ccdc80	coiled coil domain containing 80
3.052518418	NM_012543	Dbp	D site albumin promoter binding protein
3.052518418	NM_013104	Igfbp6	insulin like growth factor binding protein 6
3.052518418	NM_001107810	Pcmtd2	protein L isoaspartate (D aspartate) O methyltransferase domain containing 2
3.041957506	NM_053910	Pscd1	pleckstrin homology, Sec7 and coiled coil domains 1
3.041957506	NM_001109898	Qsox1	quiescin Q6 sulfhydryl oxidase 1
3.041957506	NM_001107095	Nfkbiz	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta
3.041957506	NM_138524	A3galt2	alpha 1,3 galactosyltransferase 2 (isoglobotriaosylceramide synthase)
3.041957506	ENSRNOT00000033048	LOC684994	similar to retinoic acid receptor, beta
3.031433133
3.020945171	BC161858	Mll5	myeloid/lymphoid or mixed lineage leukemia 5 (trithorax homolog, Drosophila)
3.020945171
3.020945171	NM_001100976	Pbxip1	pre B cell leukemia transcription factor interacting protein 1
3.020945171	ENSRNOT00000024528	Trp53inp2	tumor protein p53 inducible nuclear protein 2
3.010493495	NM_001108852	Cnpy4	canopy 4 homolog (zebrafish)
3.010493495	NM_053566	Ptch1	patched homolog 1 (Drosophila)
3.010493495	NM_001024242	Ctsw	cathepsin W
3.000077979	NM_021693	Snf1lk	SNF1 like kinase
3.000077979	NM_001008833	RT1 CE10	RT1 class I, CE10
2.989698497	NM_001034075	Tpm1	tropomyosin 1, alpha
2.989698497	NM_001039099	Zdhhc1	zinc finger, DHHC domain containing 1
2.989698497	ENSRNOT00000027019	Pcdhga6	protocadherin gamma subfamily A, 6
2.989698497	BC088243	Clybl	citrate lyase beta like
2.989698497	NM_001012041	Irf9	interferon regulatory factor 9
2.979354926	ENSRNOT00000058452	Bmpr2	bone morphogenic protein receptor, type II (serine/threonine kinase)
2.979354926	NM_001007628	Cxxc5	CXXC finger 5
2.979354926	NM_022188	Robo1	roundabout homolog 1 (Drosophila)
2.979354926	NM_001108384	Entpd4	ectonucleoside triphosphate diphosphohydrolase 4
2.969047141	NM_001004443	Hexa	hexosaminidase A
2.958775018	NM_053409	Maged1	melanoma antigen, family D, 1
2.958775018	NM_001106217	Lrp11	low density lipoprotein receptor related protein 11
2.958775018	NM_001107711	Capza1	capping protein (actin filament) muscle Z line, alpha 1
2.958775018	NM_001108657	Runx1t1	runt related transcription factor 1; translocated to, 1 (cyclin D related)
2.958775018	BC158779	RGD1565033	similar to hypothetical protein LOC284018 isoform b
2.938337267	XM_001061272	Adamtsl1	ADAMTS like 1
2.938337267	BC098808	LOC498951	similar to 2010004A03Rik protein
2.938337267	ENSRNOT00000011358	RGD1560736	similar to solute carrier family 9 (sodium/hydrogen exchanger), isoform 9
2.928171392	NM_001098216	Tead3	TEA domain family member 3
2.928171392	NM_001008316	Plag1	pleiomorphic adenoma gene 1
2.918040688	NM_001108804	Fbxo36	F box protein 36
2.918040688	ENSRNOT00000017688	RGD1566017	similar to SAM and SH3 domain containing protein 1 (Proline glutamate repeat containing protein)
2.918040688	NM_001106645	Ddx58	DEAD (Asp Glu Ala Asp) box polypeptide 58
2.918040688	NM_013115	Ptgfr	prostaglandin F receptor
2.907945035	NM_001107189	Tnn	tenascin N
2.907945035	NM_001106396	Sesn1	sestrin 1
2.897884309	NM_001007628	Cxxc5	CXXC finger 5
2.897884309	NM_001044249	Antxr1	anthrax toxin receptor 1
2.897884309	NM_017064	Stat5a	signal transducer and activator of transcription 5A
2.897884309	NM_001034108	Feb3	membrane associated ring finger (C3HC4) 2
2.897884309	ENSRNOT00000007882	Gpr176	G protein coupled receptor 176
2.887858391	NM_001008836	RT1 CE13	RT1 class I, CE13
2.87786716	BC098860	LOC301128	similar to jumonji domain containing 2B
2.87786716	NM_001106427	Spry1	sprouty homolog 1 (Drosophila)
2.867910496	NM_001012470	RGD1310994	similar to polyglutamine containing protein
2.867910496	NM_001108741	Appl2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2
2.867910496
2.857988279	ENSRNOT00000031792	N4bp2	NEDD4 binding protein 2
2.848100391	ENSRNOT00000042416	RGD1559628	similar to RIKEN cDNA 1110003E01
2.838246712	NM_078621	Ccbp2	chemokine binding protein 2
2.828427125	NM_182821	Pxk	PX domain containing serine/threonine kinase
2.828427125	NM_001108424	Rnf125	ring finger protein 125
2.828427125	NM_001106650	Susd1	sushi domain containing 1
2.828427125	ENSRNOT00000049127	Sort1	sortilin 1
2.828427125	XM_001053999	LOC365157	similar to ribosomal protein L22 proprotein
2.828427125	NM_001004218	Fuca2	fucosidase, alpha L  2, plasma
2.828427125	NM_001025026	Stap2	signal transducing adaptor family member 2
2.828427125
2.81864151	ENSRNOT00000039434	Ifitm7	interferon induced transmembrane protein 7
2.81864151	NM_031518	Cd200	Cd200 molecule
2.808889751	NM_001108826	Tnip1	TNFAIP3 interacting protein 1
2.808889751	NM_139255	P76	mannose 6 phosphate protein p76
2.808889751	NM_001015027	Crebl2	cAMP responsive element binding protein like 2
2.808889751	ENSRNOT00000055664	Hlf	hepatic leukemia factor
2.799171731	NM_033351	Fcgrt	Fc receptor, IgG, alpha chain transporter
2.799171731	BC091386	Fam63a	family with sequence similarity 63, member A
2.799171731	BC092654	Col16a1	collagen, type XVI, alpha 1
2.799171731	NM_001106375	Papss2	3 phosphoadenosine 5 phosphosulfate synthase 2
2.799171731	NM_001127529	Glb1l	galactosidase, beta 1 like
2.799171731	BC166904	RGD1311605	similar to apoptosis related protein APR 3; p18 protein
2.789487333	NM_001107894	Etnk1	ethanolamine kinase 1
2.789487333	NM_001012047	Btd	biotinidase
2.789487333	NM_019316	Mafb	v maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)
2.77983644	NM_031147	Cirbp	cold inducible RNA binding protein
2.77983644	ENSRNOT00000049980	RGD1561956	similar to RIKEN cDNA 1110003E01
2.77983644	NM_031154	Gstm3	glutathione S transferase, mu type 3
2.770218936	ENSRNOT00000024222	Ccdc37	coiled coil domain containing 37
2.770218936	NM_030829	Grk5	G protein coupled receptor kinase 5
2.770218936	XM_001061448	Adamtsl1	ADAMTS like 1
2.770218936	NM_001107788	Gzf1	GDNF inducible zinc finger protein 1
2.760634707	NM_013058	Id3	inhibitor of DNA binding 3
2.760634707	ENSRNOT00000019502	Pear1	platelet endothelial aggregation receptor 1
2.760634707	ENSRNOT00000049980	RGD1561956	similar to RIKEN cDNA 1110003E01
2.760634707	ENSRNOT00000005903	RGD1311756	similar to hypothetical protein FLJ20950
2.760634707	XM_001061015	M6prbp1	mannose 6 phosphate receptor binding protein 1
2.751083636	NM_001108687	Man1c1	mannosidase, alpha, class 1C, member 1
2.751083636	NM_001105986	Lyplal1	lysophospholipase like 1
2.751083636	NM_012732	Lipa	lysosomal acid lipase A
2.751083636	NM_001013210	Fkbp14	FK506 binding protein 14
2.751083636
2.74156561	NM_019237	Pcolce	procollagen C endopeptidase enhancer protein
2.74156561	NM_031776	Gda	guanine deaminase
2.74156561	NM_001077671	Zc3h12a	zinc finger CCCH type containing 12A
2.74156561	NM_001013219	St3gal1	ST3 beta galactoside alpha 2,3 sialyltransferase 1
2.74156561	NM_022399	Calr	calreticulin
2.74156561	NM_001013895	Prkd2	protein kinase D2
2.74156561	NM_133519	Il11	interleukin 11
2.74156561	NM_001106600	Wbp1	WW domain binding protein 1
2.74156561	NM_001037789	Ccdc28a	coiled coil domain containing 28A
2.732080514	NM_032617	Rab11b	RAB11B, member RAS oncogene family
2.732080514	NM_031715	Pfkm	phosphofructokinase, muscle
2.732080514	NM_172010	Fgl1	fibrinogen like 1
2.732080514	NM_001012008	Zkscan6	zinc finger with KRAB and SCAN domains 6
2.732080514	NM_198749	Rab15	RAB15, member RAS oncogene family
2.722628233	NM_012591	Irf1	interferon regulatory factor 1
2.722628233	NM_001107404	Cables1	Cdk5 and Abl enzyme substrate 1
2.713208655	NM_177932	Pafah2	platelet activating factor acetylhydrolase 2
2.713208655	NM_001108275	P4ha2	procollagen proline, 2 oxoglutarate 4 dioxygenase (proline 4 hydroxylase), alpha II polypeptide
2.713208655	BC079275	RGD1309676	similar to RIKEN cDNA 5730469M10
2.703821666	NM_022921	RT1 M3	RT1 class Ib, locus M3
2.703821666	XM_001060198	Nlp	ninein like
2.703821666	ENSRNOT00000010898	RGD1309807	similar to Fam13a1 protein
2.703821666	NM_001107527	Man2a2	mannosidase 2, alpha 2
2.694467154	NM_013188	Pygb	brain glycogen phosphorylase
2.694467154	NM_031559	Cpt1a	carnitine palmitoyltransferase 1a, liver
2.694467154	NM_001034934	Arid5a	AT rich interactive domain 5A (Mrf1 like)
2.685145006	ENSRNOT00000008032	Pdzrn3	PDZ domain containing RING finger 3
2.685145006	NM_148890	Msi1	Musashi homolog 1(Drosophila)
2.685145006	NM_175708	Car11	carbonic anhydrase 11
2.685145006	NM_001107275	Slc39a14	solute carrier family 39 (zinc transporter), member 14
2.67585511	ENSRNOT00000028786	Parc	p53 associated parkin like cytoplasmic protein
2.67585511	NM_019386	Tgm2	transglutaminase 2, C polypeptide
2.67585511	NM_001108188	Plxnb1	plexin B1
2.666597354	NM_001008361	Rnf167	ring finger protein 167
2.666597354	NM_134331	Epha7	Eph receptor A7
2.666597354	ENSRNOT00000009406	Ccdc136	coiled coil domain containing 136
2.666597354
2.657371628	NM_001004209	Hsd17b11	hydroxysteroid (17 beta) dehydrogenase 11
2.657371628	ENSRNOT00000014017	Vash1	vasohibin 1
2.657371628	NM_001047855	Dtx4	deltex 4 homolog (Drosophila)
2.657371628	NM_001106760	Nudt14	nudix (nucleoside diphosphate linked moiety X) type motif 14
2.648177821	NM_001007641	Rnd3	Rho family GTPase 3
2.648177821	NM_017256	Tgfbr3	transforming growth factor, beta receptor III
2.648177821	ENSRNOT00000023126	Arhgap28	Rho GTPase activating protein 28
2.648177821	NM_053769	Dusp1	dual specificity phosphatase 1
2.648177821	NM_001107876	Prickle2	prickle like 2 (Drosophila)
2.648177821	NM_144745	Gpsm1	G protein signalling modulator 1 (AGS3 like, C. elegans)
2.648177821	XR_006956	LOC690826	similar to protocadherin beta 16
2.639015822	NM_001106420	Adamts12	a disintegrin like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12
2.639015822	NM_001106833	Lactb	lactamase, beta
2.62988552	NM_031049	Lss	lanosterol synthase
2.62988552	NM_199089	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3
2.62988552	ENSRNOT00000024266	LOC680835	similar to cullin 7
2.62988552	NM_203410	Ifi27l	interferon, alpha inducible protein 27 like
2.62988552	NM_001047893	Shroom2	shroom family member 2
2.620786808	ENSRNOT00000001712	RGD1310788	similar to RIKEN cDNA 0610039P13
2.620786808	NM_031599	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3
2.620786808	ENSRNOT00000023237	Harbi1l	harbinger transposase derived 1 like
2.611719574	NM_001105751	Hivep1	human immunodeficiency virus type I enhancer binding protein 1
2.611719574	NM_001106602	Dguok	deoxyguanosine kinase
2.611719574	NM_012837	Cst3	cystatin C
2.611719574	ENSRNOT00000021857	Ssbp2	single stranded DNA binding protein 2
2.611719574	NM_001107512	Tead2	TEA domain family member 2
2.602683711	NM_017200	Tfpi	tissue factor pathway inhibitor
2.602683711	NM_022594	Ech1	enoyl coenzyme A hydratase 1, peroxisomal
2.602683711
2.602683711	NM_031680	P2ry4	pyrimidinergic receptor P2Y, G protein coupled, 4
2.602683711
2.602683711	NM_017061	Lox	lysyl oxidase
2.584705661	NM_053849	Pdia4	protein disulfide isomerase associated 4
2.584705661	NM_020082	Rnase4	ribonuclease, RNase A family 4
2.584705661	NM_001017455	Tmem80	transmembrane protein 80
2.584705661	NM_001108770	Ccpg1	cell cycle progression 1
2.584705661	NM_031817	Omd	osteomodulin
2.575763259	NM_031054	Mmp2	matrix metallopeptidase 2
2.575763259	NM_053936	Lpar1	lysophosphatidic acid receptor 1
2.575763259
2.575763259	NM_001034933	Arsa	arylsulfatase A
2.566851795	NM_139260	Il3ra	interleukin 3 receptor, alpha chain
2.566851795	ENSRNOT00000035259	LOC365559	similar to mannose 6 phosphate receptor binding protein 1
2.566851795	NM_053507	Nme3	non metastatic cells 3, protein expressed in
2.566851795	NM_017181	Fah	fumarylacetoacetate hydrolase
2.566851795	NM_001037206	Bphl	biphenyl hydrolase like (serine hydrolase, breast epithelial mucin associated antigen)
2.566851795	NM_022182	Fgf7	fibroblast growth factor 7
2.557971163
2.557971163	NM_001107496	Dyrk1b	dual specificity tyrosine (Y) phosphorylation regulated kinase 1b
2.549121255	NM_001108192	Glb1	galactosidase, beta 1
2.549121255	NM_001107387	Tnfaip8	tumor necrosis factor, alpha induced protein 8
2.549121255	ENSRNOT00000008981	Lama5	laminin, alpha 5
2.549121255	NM_001105953	Tmem9	transmembrane protein 9
2.549121255	NM_031756	Ggcx	gamma glutamyl carboxylase
2.549121255	NM_139325	Eno2	enolase 2, gamma, neuronal
2.540301965	NM_198758	Rap2ip	Rap2 interacting protein
2.540301965	NM_001109053	Dtx3l	deltex 3 like (Drosophila)
2.540301965	ENSRNOT00000019687	Zbtb4	zinc finger and BTB domain containing 4
2.540301965	NM_001024755	Ube2l6	ubiquitin conjugating enzyme E2L 6
2.540301965	ENSRNOT00000028079	RGD1304607	similar to thymus atrophy related protein
2.540301965
2.540301965	NM_001025754	Neil1	nei endonuclease VIII like 1 (E. coli)
2.531513188
2.531513188	NM_031532	Tnnt3	troponin T3, skeletal, fast
2.531513188	ENSRNOT00000046645	Mctp2	multiple C2 domains, transmembrane 2
2.531513188	ENSRNOT00000017233	RGD1560011	similar to Nuclear membrane binding protein NUCLING
2.522754818	NM_031640	Pgcp	plasma glutamate carboxypeptidase
2.522754818	NM_019288	App	amyloid beta (A4) precursor protein
2.522754818	NM_021583	Ptges	prostaglandin E synthase
2.522754818	NM_019239	Mgat3	mannoside acetyl glucosaminyltransferase 3
2.522754818	ENSRNOT00000004657	Bcas3	breast carcinoma amplified sequence 3
2.522754818	NM_022380	Stat5b	signal transducer and activator of transcription 5B
2.522754818	NM_001106413	Card6	caspase recruitment domain family, member 6
2.522754818	NM_001127484	RGD1305793	similar to hypothetical protein FLJ20154
2.522754818	NM_001012021	Zscan21	zinc finger and SCAN domain containing 21
2.514026749	ENSRNOT00000046054	Bmp1	bone morphogenetic protein 1
2.514026749
2.505328877	NM_133380	Il4ra	interleukin 4 receptor, alpha
2.505328877	NM_178103	Fam12b	family with sequence similarity 12, member B (epididymal)
2.505328877	NM_001109359	RGD1562622	similar to RIKEN cDNA 6330442E10 gene
2.505328877	NM_213626	kif13B	kinesin 13B
2.505328877	NM_053417	Gab2	growth factor receptor bound protein 2 associated protein 2
2.496661098	ENSRNOT00000019937	Emilin2	elastin microfibril interfacer 2
2.496661098	NM_031548	Scnn1a	sodium channel, nonvoltage gated, type I, alpha
2.496661098	NM_001107124	Ttyh3	tweety homolog 3 (Drosophila)
2.496661098	NM_001007612	Ccl7	chemokine (C C motif) ligand 7
2.488023307	BC079205	RGD1307381	similar to RIKEN cDNA 2610003J06
2.488023307	ENSRNOT00000003349	Nid1	nidogen 1
2.488023307	NM_001107481	Pnmal2	PNMA like 2
2.488023307	NM_001109186	RGD1564171	RGD1564171
2.4794154	ENSRNOT00000061933	LOC685179	similar to SWI/SNF related matrix associated actin dependent regulator of chromatin c2
2.4794154	NM_001109545	Atg2a	ATG2 autophagy related 2 homolog A (S. cerevisiae)
2.4794154	EF100686	RGD1562831	similar to osteoclast inhibitory lectin
2.4794154	ENSRNOT00000032838	Zcwpw1	zinc finger, CW type with PWWP domain 1
2.470837274	NM_001014231	Wdr42a	WD repeat domain 42A
2.470837274	ENSRNOT00000034069	Ccbe1	collagen and calcium binding EGF domains 1
2.470837274	NM_001012064	Pvrl2	poliovirus receptor related 2
2.470837274	NM_001106791	Irak4	interleukin 1 receptor associated kinase 4
2.470837274	ENSRNOT00000002838	RGD1307569	similar to Protein C21orf63 homolog precursor
2.462288827	NM_019249	Ptprf	protein tyrosine phosphatase, receptor type, F
2.462288827	BC160892	RGD1564174	similar to novel protein similar to Tensin Tns
2.453769955	NM_001105879	Cdgap	Cdc42 GTPase activating protein
2.453769955	BC097466	RGD1310810	similar to RIKEN cDNA 4930444A02
2.453769955	NM_001014104	Metrnl	meteorin, glial cell differentiation regulator like
2.445280555	NM_001006963	Itm2b	integral membrane protein 2B
2.445280555	NM_033442	Gata2	GATA binding protein 2
2.445280555	NM_001014085	Maf1	MAF1 homolog (S. cerevisiae)
