probe set	Entrez Gene	Gene Symbol	Gene Title
222258_s_at	23677	SH3BP4	SH3-domain binding protein 4
222277_at	542767	PCOTH	prostate collagen triple helix
222408_s_at	51646	YPEL5	yippee-like 5 (Drosophila)
222422_s_at	80762	NDFIP1	Nedd4 family interacting protein 1
222436_s_at	51652	VPS24	vacuolar protein sorting 24 (yeast)
222572_at	54704	PPM2C	protein phosphatase 2C, magnesium-dependent, catalytic subunit
222631_at	55300	PI4K2B	phosphatidylinositol 4-kinase type 2 beta
222699_s_at	79666	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2
222767_s_at	79794	FLJ21415	hypothetical protein FLJ21415
222847_s_at	112399	EGLN3	egl nine homolog 3 (C. elegans)
222870_s_at	10678	B3GNT1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1
222913_at	51274	KLF3	Kruppel-like factor 3 (basic)
223008_s_at	23731	C9orf5	chromosome 9 open reading frame 5
223023_at	51272	BET1L	blocked early in transport 1 homolog (S. cerevisiae)-like
223039_at	83606	C22orf13	chromosome 22 open reading frame 13
223085_at	25897	RNF19	ring finger protein 19
223168_at	58480	RHOU	ras homolog gene family, member U
223179_at	83719	YPEL3	yippee-like 3 (Drosophila)
223204_at	51313	DKFZp434L142	hypothetical protein DKFZp434L142
223214_s_at	11244	ZHX1	zinc fingers and homeoboxes 1
223250_at	55975	KLHL7	kelch-like 7 (Drosophila)
223311_s_at	57504	MTA3	metastasis associated 1 family, member 3
223366_at	NA	NA	Homo sapiens, clone IMAGE:3618365, mRNA
223370_at	65977	PLEKHA3	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3
223423_at	26996	GPR160	G protein-coupled receptor 160
223427_s_at	54566	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
223467_at	51655	RASD1	RAS, dexamethasone-induced 1
223611_s_at	84708	LNX	ligand of numb-protein X
223748_at	83959	SLC4A11	solute carrier family 4, sodium bicarbonate transporter-like, member 11
223764_x_at	55335	NIPSNAP3B	nipsnap homolog 3B (C. elegans)
224609_at	57153	SLC44A2	solute carrier family 44, member 2
224650_at	114569	MAL2	mal, T-cell differentiation protein 2
224690_at	116151	C20orf108	chromosome 20 open reading frame 108
224693_at	116151	C20orf108	chromosome 20 open reading frame 108
224697_at	8816	WDR22	WD repeat domain 22
224798_s_at	57184	C15orf17	chromosome 15 open reading frame 17
224937_at	5738	PTGFRN	prostaglandin F2 receptor negative regulator
224950_at	5738	PTGFRN	prostaglandin F2 receptor negative regulator
224984_at	10725	NFAT5	nuclear factor of activated T-cells 5, tonicity-responsive
224990_at	201895	LOC201895	hypothetical protein LOC201895
225018_at	56907	SPIRE1	spire homolog 1 (Drosophila)
225033_at	286167	LOC286167	hypothetical protein LOC286167
225060_at	84918	LRP11	low density lipoprotein receptor-related protein 11
225093_at	7402	UTRN	utrophin (homologous to dystrophin)
225102_at	11343	MGLL	monoglyceride lipase
225128_at	143888	KDELC2	KDEL (Lys-Asp-Glu-Leu) containing 2
225133_at	51274	KLF3	Kruppel-like factor 3 (basic)
225140_at	51274	KLF3	Kruppel-like factor 3 (basic)
225162_at	152503	SH3D19	SH3 domain protein D19
225175_s_at	57153	SLC44A2	solute carrier family 44, member 2
225182_at	757	TMEM50B	transmembrane protein 50B
225232_at	54545	MTMR12	myotubularin related protein 12
225242_s_at	151887	URB	steroid sensitive gene 1
225282_at	64744	SMAP1L	stromal membrane-associated protein 1-like
225325_at	54842	FLJ20160	FLJ20160 protein
225382_at	10838	ZNF275	zinc finger protein 275
225406_at	57045	TWSG1	twisted gastrulation homolog 1 (Drosophila)
225411_at	84910	TMEM87B	Transmembrane protein 87B
225436_at	58489	LOC58489	hypothetical protein from EUROIMAGE 588495
225525_at	85379	KIAA1671	KIAA1671 protein
225539_at	49854	ZNF295	zinc finger protein 295
225579_at	130814	PQLC3	PQ loop repeat containing 3
225591_at	26260	FBXO25	F-box protein 25
225688_s_at	90102	PHLDB2	pleckstrin homology-like domain, family B, member 2
225706_at	113263	GLCCI1	glucocorticoid induced transcript 1
225771_at	164	AP1G1	adaptor-related protein complex 1, gamma 1 subunit
225809_at	25849	DKFZP564O0823	DKFZP564O0823 protein
225835_at	6558	SLC12A2	solute carrier family 12 (sodium/potassium/chloride transporters), member 2
225847_at	57552	AADACL1	arylacetamide deacetylase-like 1
225864_at	157638	FAM84B	family with sequence similarity 84, member B
225876_at	57185	NPAL3	NIPA-like domain containing 3
225885_at	8411	EEA1	Early endosome antigen 1, 162kD
225914_s_at	81617	CAB39L	calcium binding protein 39-like
225968_at	166336	PRICKLE2	prickle-like 2 (Drosophila)
225991_at	NA	NA	MRNA; cDNA DKFZp686N06149 (from clone DKFZp686N06149)
226002_at	2549	GAB1	GRB2-associated binding protein 1
226018_at	222166	Ells1	hypothetical protein Ells1
226022_at	23328	SASH1	SAM and SH3 domain containing 1
226050_at	55002	TMCO3	transmembrane and coiled-coil domains 3
226051_at	140606	SELM	selenoprotein M
226099_at	22936	ELL2	elongation factor, RNA polymerase II, 2
226155_at	57700	KIAA1600	KIAA1600
226177_at	51228	GLTP	glycolipid transfer protein
226185_at	1040	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1
226187_at	1040	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1
226188_at	29094	HSPC159	HSPC159 protein
226206_at	7975	MAFK	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)
226226_at	120224	TMEM45B	transmembrane protein 45B
226302_at	5205	ATP8B1	ATPase, Class I, type 8B, member 1
226312_at	253260	AVO3	TORC2-specific protein AVO3
226363_at	10057	ABCC5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5
226384_at	84513	PPAPDC1B	phosphatidic acid phosphatase type 2 domain containing 1B
226485_at	54621	FLJ20674	Hypothetical protein FLJ20674
226550_at	NA	NA	Homo sapiens, Similar to LOC169932, clone IMAGE:4499203, mRNA
226553_at	7113	TMPRSS2	transmembrane protease, serine 2
226577_at	5663	PSEN1	Presenilin 1 (Alzheimer disease 3)
226600_at	160418	SMILE	SMILE protein
226626_at	57187	THOC2	THO complex 2
226657_at	256306	DKFZp762H185	hypothetical protein DKFZp762H185
226722_at	56975	FAM20C	family with sequence similarity 20, member C
226742_at	51128	SAR1B	SAR1 gene homolog B (S. cerevisiae)
226809_at	150519	FLJ30428	similar to hypothetical protein A230046P18; cDNA sequence BC055759
226837_at	161742	SPRED1	sprouty-related, EVH1 domain containing 1
226863_at	NA	NA	Full-length cDNA clone CS0DJ001YJ05 of T cells (Jurkat cell line) Cot 10-normalized of Homo sapiens (human)
226875_at	139818	DOCK11	dedicator of cytokinesis 11
226912_at	254887	ZDHHC23	zinc finger, DHHC-type containing 23
226939_at	132864	CPEB2	cytoplasmic polyadenylation element binding protein 2
226992_at	115677	NOSTRIN	nitric oxide synthase trafficker
227004_at	6792	CDKL5	Cyclin-dependent kinase-like 5
227034_at	65124	C2orf26	chromosome 2 open reading frame 26
227038_at	166929	MGC26963	hypothetical protein MGC26963
227052_at	201895	LOC201895	Hypothetical protein LOC201895
227087_at	NA	NA	CDNA FLJ34214 fis, clone FCBBF3021807
227177_at	NA	NA	NA
227210_at	57713	SFMBT2	Scm-like with four mbt domains 2
227250_at	83999	KREMEN1	Kringle containing transmembrane protein 1
227251_at	8816	WDR22	WD repeat domain 22
227280_s_at	151195	FLJ40432	Hypothetical protein FLJ40432
227318_at	NA	NA	MRNA; cDNA DKFZp547G036 (from clone DKFZp547G036)
227396_at	5795	PTPRJ	Protein tyrosine phosphatase, receptor type, J
227492_at	4950	OCLN	Occludin
227523_s_at	51105	PHF20L1	PHD finger protein 20-like 1
227525_at	113263	GLCCI1	glucocorticoid induced transcript 1
227548_at	94101	ORMDL1	ORM1-like 1 (S. cerevisiae)
227654_at	200230	LOC200230	similar to KIAA0386
227717_at	389337	FLJ41603	FLJ41603 protein
227856_at	132720	FLJ39370	hypothetical protein FLJ39370
227970_at	80045	GPR157	G protein-coupled receptor 157
228001_at	757	TMEM50B	transmembrane protein 50B
228046_at	152485	LOC152485	Hypothetical protein LOC152485
228051_at	202451	LOC202451	hypothetical protein LOC202451
228115_at	64762	FAM59A	Family with sequence similarity 59, member A
228153_at	255488	IBRDC2	IBR domain containing 2
228256_s_at	114915	TIGA1	TIGA1
228450_at	144100	PLEKHA7	pleckstrin homology domain containing, family A member 7
228647_at	NA	NA	Homo sapiens, clone IMAGE:3621928
228702_at	378805	FLJ43663	hypothetical protein FLJ43663
228708_at	5874	RAB27B	RAB27B, member RAS oncogene family
228762_at	3955	LFNG	lunatic fringe homolog (Drosophila)
228809_at	91966	CXorf40A	Chromosome X open reading frame 40A
228950_s_at	79971	C1orf139	chromosome 1 open reading frame 139
228969_at	10551	AGR2	anterior gradient 2 homolog (Xenopus laevis)
229114_at	2549	GAB1	GRB2-associated binding protein 1
229182_at	147007	C17orf32	Chromosome 17 open reading frame 32
229732_at	55552	HSZFP36	ZFP-36 for a zinc finger protein
229838_at	4925	NUCB2	nucleobindin 2
230287_at	129049	RUTBC2	RUN and TBC1 domain containing 2
230323_s_at	120224	TMEM45B	transmembrane protein 45B
230333_at	6303	SAT	Spermidine/spermine N1-acetyltransferase
230486_at	54039	PCBP3	Poly(rC) binding protein 3
230518_at	10205	EVA1	epithelial V-like antigen 1
231018_at	342979	LOC342979	hypothetical LOC342979
231098_at	NA	NA	CDNA FLJ32335 fis, clone PROST2005604
231145_at	89874	SLC25A21	Solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21
231856_at	57221	KIAA1244	KIAA1244
231890_at	9554	SEC22L1	SEC22 vesicle trafficking protein-like 1 (S. cerevisiae)
231929_at	NA	NA	MRNA; cDNA DKFZp586O0724 (from clone DKFZp586O0724)
232000_at	158219	C9orf52	Chromosome 9 open reading frame 52
232017_at	9414	TJP2	tight junction protein 2 (zona occludens 2)
232144_at	NA	NA	NA
232377_at	30010	NXPH1	neurexophilin 1
232608_x_at	79092	CARD14	caspase recruitment domain family, member 14
232746_at	NA	NA	CDNA FLJ13445 fis, clone PLACE1002962
233020_at	NA	NA	CDNA FLJ13208 fis, clone NT2RP4000218
233026_s_at	23037	PDZK3	PDZ domain containing 3
233112_at	286343	C9orf150	Chromosome 9 open reading frame 150
233265_at	NA	NA	NA
233280_at	401036	ASB18	Ankyrin repeat and SOCS box-containing 18
233435_at	10867 /// 1293	TSPAN9 /// COL6A3	Hypothetical protein FLJ11155 /// Collagen, type VI, alpha 3
233496_s_at	1073	CFL2	cofilin 2 (muscle)
233498_at	NA	NA	NA
234095_at	NA	NA	NA
234120_at	439948	LOC439948	hypothetical gene supported by AL117475
234269_at	NA	NA	CDNA FLJ20012 fis, clone ADKA03438
234780_at	8537	BCAS1	Breast carcinoma amplified sequence 1
234970_at	123036	MTAC2D1	membrane targeting (tandem) C2 domain containing 1
234979_at	144233	LOC144233	hypothetical protein LOC144233
235065_at	64762	FAM59A	Family with sequence similarity 59, member A
235079_at	NA	NA	Homo sapiens, clone IMAGE:3618365, mRNA
235125_x_at	374986	FAM73A	family with sequence similarity 73, member A
235299_at	84102	SLC41A2	Solute carrier family 41, member 2
235444_at	27086	FOXP1	forkhead box P1
235534_at	NA	NA	Homo sapiens, clone IMAGE:5723825, mRNA
235566_at	NA	NA	NA
235571_at	NA	NA	Transcribed locus, moderately similar to NP_060312.1 hypothetical protein FLJ20489 [Homo sapiens]
235747_at	8034	SLC25A16	Solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16
236115_at	NA	NA	Transcribed locus, weakly similar to NP_055301.1 neuronal thread protein AD7c-NTP [Homo sapiens]
237128_at	54848	FLJ20184	Hypothetical protein FLJ20184
237172_at	NA	NA	Transcribed locus
238103_at	NA	NA	CDNA clone IMAGE:4806358
238467_at	NA	NA	CDNA FLJ44487 fis, clone UTERU2034053
238482_at	8609	KLF7	Kruppel-like factor 7 (ubiquitous)
238521_at	NA	NA	Transcribed locus, weakly similar to XP_376981.1 PREDICTED: similar to hypothetical protein (L1H 3 region) - human [Homo sapiens]
238542_at	80328	ULBP2	UL16 binding protein 2
238646_at	1213	CLTC	Clathrin, heavy polypeptide (Hc)
238765_at	9550	ATP6V1G1	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1
238892_at	151525	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1
238893_at	338758	LOC338758	hypothetical protein LOC338758
239005_at	388685	FLJ39739	FLJ39739 protein
239012_at	255488	IBRDC2	IBR domain containing 2
239091_at	152185	CCDC52	Coiled-coil domain containing 52
239278_at	NA	NA	NA
239292_at	NA	NA	Transcribed locus
239567_at	79658	ARHGAP10	Rho GTPase activating protein 10
239594_at	145837	LOC145837	hypothetical protein LOC145837
239638_at	NA	NA	NA
239726_at	NA	NA	NA
239921_at	285929	LOC285929	similar to matrilin 2 precursor
239946_at	23240	KIAA0922	KIAA0922 protein
240165_at	NA	NA	Transcribed locus, weakly similar to XP_209041.2 PREDICTED: similar to KIAA1503 protein [Homo sapiens]
240192_at	399717	FLJ45983	FLJ45983 protein
240572_s_at	374443	LOC374443	CLR pseudogene
240655_at	214	ALCAM	Activated leukocyte cell adhesion molecule
240838_s_at	145837	LOC145837	hypothetical protein LOC145837
241224_x_at	84677	DSCR8	Down syndrome critical region gene 8
241726_at	3141	HLCS	Holocarboxylase synthetase (biotin-(proprionyl-Coenzyme A-carboxylase (ATP-hydrolysing)) ligase)
241808_at	3574	IL7	Interleukin 7
242345_at	285929	LOC285929	similar to matrilin 2 precursor
242417_at	283278	LOC283278	hypothetical protein LOC283278
242447_at	285382	LOC285382	hypothetical gene supported by AK091454
242705_x_at	4043	LRPAP1	Low density lipoprotein receptor-related protein associated protein 1
242738_s_at	463	ATBF1	AT-binding transcription factor 1
243050_at	5376	PMP22	Peripheral myelin protein 22
243618_s_at	152485	LOC152485	Hypothetical protein LOC152485
243729_at	NA	NA	CDNA FLJ37931 fis, clone CTONG2004397
243907_at	NA	NA	Transcribed locus
244116_at	NA	NA	Transcribed locus
244420_at	862	RUNX1T1	Runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
35254_at	10906	TRAFD1	TRAF-type zinc finger domain containing 1
35671_at	2975	GTF3C1	general transcription factor IIIC, polypeptide 1, alpha 220kDa
36830_at	4285	MIPEP	mitochondrial intermediate peptidase
39248_at	360	AQP3	aquaporin 3
40093_at	4059	LU	Lutheran blood group (Auberger b antigen included)
41644_at	23328	SASH1	SAM and SH3 domain containing 1
43511_s_at	NA	NA	MRNA; cDNA DKFZp762M127 (from clone DKFZp762M127)
44696_at	54662	TBC1D13	TBC1 domain family, member 13
45749_at	79567	FAM65A	family with sequence similarity 65, member A
49111_at	NA	NA	MRNA; cDNA DKFZp762M127 (from clone DKFZp762M127)
58308_at	55223	TRIM62	tripartite motif-containing 62
90265_at	11033	CENTA1	centaurin, alpha 1
